rt,stimulus,response,function_name,item_id,target_type,condition,term,sentence,list,task_type,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,response_label,responded_total_nonsense
2139,"<div style=""font-size:20px;""><p>A man being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,far1,a man,a man being a multiple of 5,12,critical,html-keyboard-response,25,118826,0.0-4.0-0.7,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,not_total_nonsense,False
3387,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,12,critical,html-keyboard-response,27,123216,0.0-4.0-0.8,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,total_nonsense,True
1313,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,12,critical,html-keyboard-response,29,125533,0.0-4.0-0.9,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,not_total_nonsense,False
1747,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,12,critical,html-keyboard-response,31,128283,0.0-4.0-0.10,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,total_nonsense,True
1588,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,12,critical,html-keyboard-response,33,130875,0.0-4.0-0.11,anon_subject_22,6733d46d557efbcaf35e42fb,67351bf0df744f43b8b81291,0.899735338448667,total_nonsense,True
29480,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,5,critical,html-keyboard-response,7,126350,0.0-4.0-0.0,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,not_total_nonsense,False
6096,"<div style=""font-size:20px;""><p>Taking the square root of a pill</p></div>",0,square_root,9,abstract_numeral,far2,a pill,taking the square root of a pill,5,critical,html-keyboard-response,9,133455,0.0-4.0-0.1,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,total_nonsense,True
2266,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,5,critical,html-keyboard-response,11,136725,0.0-4.0-0.2,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,total_nonsense,True
3122,"<div style=""font-size:20px;""><p>A shirt being surprised by a news article</p></div>",0,surprised,4,concrete_animate,near,a shirt,a shirt being surprised by a news article,5,critical,html-keyboard-response,13,140860,0.0-4.0-0.3,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,total_nonsense,True
1966,"<div style=""font-size:20px;""><p>A week being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,far2,a week,a week being entertained by a podcast,5,critical,html-keyboard-response,15,143829,0.0-4.0-0.4,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,not_total_nonsense,False
3638,"<div style=""font-size:20px;""><p>The number 12 being greater than 10</p></div>",1,greater_than,7,abstract_numeral,target,the number 12,the number 12 being greater than 10,5,critical,html-keyboard-response,17,148470,0.0-4.0-0.5,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,not_total_nonsense,False
2569,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,5,critical,html-keyboard-response,19,152054,0.0-4.0-0.6,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,total_nonsense,True
2846,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,5,critical,html-keyboard-response,21,155910,0.0-4.0-0.7,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,total_nonsense,True
3141,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,5,critical,html-keyboard-response,23,160054,0.0-4.0-0.8,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,not_total_nonsense,False
5861,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,5,critical,html-keyboard-response,25,166926,0.0-4.0-0.9,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,total_nonsense,True
3324,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,5,critical,html-keyboard-response,27,171255,0.0-4.0-0.10,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,total_nonsense,True
1878,"<div style=""font-size:20px;""><p>A crumb applying for a job</p></div>",0,apply_job,1,concrete_animate,near,a crumb,a crumb applying for a job,5,critical,html-keyboard-response,29,174141,0.0-4.0-0.11,anon_subject_30,6733d46d557efbcaf35e42fb,67351bee44c7e624a6fbc428,0.3682167234653948,total_nonsense,True
3221,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,1,critical,html-keyboard-response,7,42766,0.0-4.0-0.0,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
1639,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,1,critical,html-keyboard-response,9,45409,0.0-4.0-0.1,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
3697,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,1,critical,html-keyboard-response,11,50110,0.0-4.0-0.2,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
2252,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",0,write_play,2,concrete_animate,near,a rock,a rock writing a play,1,critical,html-keyboard-response,13,53365,0.0-4.0-0.3,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
1668,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,1,critical,html-keyboard-response,15,56036,0.0-4.0-0.4,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,not_total_nonsense,False
1536,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,1,critical,html-keyboard-response,17,58575,0.0-4.0-0.5,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,not_total_nonsense,False
2810,"<div style=""font-size:20px;""><p>A liter feeling regretful</p></div>",0,regret,0,concrete_animate,far2,a liter,a liter feeling regretful,1,critical,html-keyboard-response,19,62388,0.0-4.0-0.6,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
1585,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",0,adding,11,abstract_numeral,near,a week,adding a week to 79,1,critical,html-keyboard-response,21,64977,0.0-4.0-0.7,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
3557,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,1,critical,html-keyboard-response,23,69537,0.0-4.0-0.8,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
1285,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,1,critical,html-keyboard-response,25,71825,0.0-4.0-0.9,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
2225,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,1,critical,html-keyboard-response,27,75054,0.0-4.0-0.10,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,not_total_nonsense,False
2067,"<div style=""font-size:20px;""><p>A door being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far2,a door,a door being a multiple of 5,1,critical,html-keyboard-response,29,78125,0.0-4.0-0.11,anon_subject_37,6733d46d557efbcaf35e42fb,67351108cbff628eeba2cbe4,0.6934517227971924,total_nonsense,True
6724,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,12,critical,html-keyboard-response,27,116454,0.0-4.0-0.0,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,total_nonsense,True
7879,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,12,critical,html-keyboard-response,29,125344,0.0-4.0-0.1,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,not_total_nonsense,False
1919,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,12,critical,html-keyboard-response,31,128277,0.0-4.0-0.2,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,total_nonsense,True
3356,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,12,critical,html-keyboard-response,33,132650,0.0-4.0-0.3,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,not_total_nonsense,False
6639,"<div style=""font-size:20px;""><p>A mile being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far2,a mile,a mile being surprised by a news article,12,critical,html-keyboard-response,35,140306,0.0-4.0-0.4,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,total_nonsense,True
8399,"<div style=""font-size:20px;""><p>A kilogram being a prime number</p></div>",0,is_prime,8,abstract_numeral,near,a kilogram,a kilogram being a prime number,12,critical,html-keyboard-response,37,149713,0.0-4.0-0.5,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,total_nonsense,True
4302,"<div style=""font-size:20px;""><p>A man being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far1,a man,a man being a multiple of 5,12,critical,html-keyboard-response,39,155021,0.0-4.0-0.6,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,total_nonsense,True
9783,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",1,square_root,9,abstract_numeral,near,a month,taking the square root of a month,12,critical,html-keyboard-response,41,165817,0.0-4.0-0.7,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,not_total_nonsense,False
3154,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,12,critical,html-keyboard-response,43,169983,0.0-4.0-0.8,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,total_nonsense,True
2397,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,12,critical,html-keyboard-response,45,173398,0.0-4.0-0.9,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,total_nonsense,True
2009,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,12,critical,html-keyboard-response,47,176418,0.0-4.0-0.10,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,not_total_nonsense,False
2219,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,12,critical,html-keyboard-response,49,179655,0.0-4.0-0.11,anon_subject_27,6733d46d557efbcaf35e42fb,673513baacd7af486d00d112,0.9318581175199856,total_nonsense,True
2169,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,5,critical,html-keyboard-response,11,74884,0.0-4.0-0.0,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
4226,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,5,critical,html-keyboard-response,13,80112,0.0-4.0-0.1,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,not_total_nonsense,False
2385,"<div style=""font-size:20px;""><p>A shirt being surprised by a news article</p></div>",0,surprised,4,concrete_animate,near,a shirt,a shirt being surprised by a news article,5,critical,html-keyboard-response,15,83498,0.0-4.0-0.2,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
1659,"<div style=""font-size:20px;""><p>A week being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,far2,a week,a week being entertained by a podcast,5,critical,html-keyboard-response,17,86158,0.0-4.0-0.3,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
1605,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,5,critical,html-keyboard-response,19,88764,0.0-4.0-0.4,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
2799,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,5,critical,html-keyboard-response,21,92566,0.0-4.0-0.5,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
1786,"<div style=""font-size:20px;""><p>The number 12 being greater than 10</p></div>",1,greater_than,7,abstract_numeral,target,the number 12,the number 12 being greater than 10,5,critical,html-keyboard-response,23,95354,0.0-4.0-0.6,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,not_total_nonsense,False
1403,"<div style=""font-size:20px;""><p>Taking the square root of a pill</p></div>",0,square_root,9,abstract_numeral,far2,a pill,taking the square root of a pill,5,critical,html-keyboard-response,25,97758,0.0-4.0-0.7,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
3313,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,5,critical,html-keyboard-response,27,102071,0.0-4.0-0.8,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,not_total_nonsense,False
1755,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,5,critical,html-keyboard-response,29,104827,0.0-4.0-0.9,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
1243,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,5,critical,html-keyboard-response,31,107071,0.0-4.0-0.10,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
1584,"<div style=""font-size:20px;""><p>A crumb applying for a job</p></div>",0,apply_job,1,concrete_animate,near,a crumb,a crumb applying for a job,5,critical,html-keyboard-response,33,109657,0.0-4.0-0.11,anon_subject_8,6733d46d557efbcaf35e42fb,67351be10e856ce0fde2a99d,0.7815472003126247,total_nonsense,True
3593,"<div style=""font-size:20px;""><p>A woman applying for a job</p></div>",1,apply_job,1,concrete_animate,target,a woman,a woman applying for a job,13,critical,html-keyboard-response,7,84119,0.0-4.0-0.0,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,not_total_nonsense,False
3278,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,13,critical,html-keyboard-response,9,88405,0.0-4.0-0.1,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
6345,"<div style=""font-size:20px;""><p>A rock writing a play</p></div>",0,write_play,2,concrete_animate,near,a rock,a rock writing a play,13,critical,html-keyboard-response,11,95762,0.0-4.0-0.2,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
2746,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,13,critical,html-keyboard-response,13,99525,0.0-4.0-0.3,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,not_total_nonsense,False
2187,"<div style=""font-size:20px;""><p>Taking the square root of a toddler</p></div>",0,square_root,9,abstract_numeral,far1,a toddler,taking the square root of a toddler,13,critical,html-keyboard-response,15,102713,0.0-4.0-0.4,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
4092,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,13,critical,html-keyboard-response,17,107814,0.0-4.0-0.5,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
2357,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",0,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,13,critical,html-keyboard-response,19,111175,0.0-4.0-0.6,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
2276,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,13,critical,html-keyboard-response,21,114459,0.0-4.0-0.7,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
1729,"<div style=""font-size:20px;""><p>The number 20 being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,far1,the number 20,the number 20 being entertained by a podcast,13,critical,html-keyboard-response,23,117190,0.0-4.0-0.8,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
3041,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,13,critical,html-keyboard-response,25,121235,0.0-4.0-0.9,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
3966,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,13,critical,html-keyboard-response,27,126205,0.0-4.0-0.10,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,not_total_nonsense,False
2655,"<div style=""font-size:20px;""><p>A pill being amused by a TV show</p></div>",0,amused,3,concrete_animate,near,a pill,a pill being amused by a TV show,13,critical,html-keyboard-response,29,129870,0.0-4.0-0.11,anon_subject_19,6733d46d557efbcaf35e42fb,673513c922694b4e3a0664cb,0.2612503236177006,total_nonsense,True
8156,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,0,critical,html-keyboard-response,7,148390,0.0-4.0-0.0,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,total_nonsense,True
4710,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,0,critical,html-keyboard-response,9,154104,0.0-4.0-0.1,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,not_total_nonsense,False
4733,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,0,critical,html-keyboard-response,11,159852,0.0-4.0-0.2,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,total_nonsense,True
3035,"<div style=""font-size:20px;""><p>Dividing 12 by a mile</p></div>",0,dividing,10,abstract_numeral,near,a mile,dividing 12 by a mile,0,critical,html-keyboard-response,13,163893,0.0-4.0-0.3,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,total_nonsense,True
6563,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,0,critical,html-keyboard-response,15,171467,0.0-4.0-0.4,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,not_total_nonsense,False
1825,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,0,critical,html-keyboard-response,17,174304,0.0-4.0-0.5,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,total_nonsense,True
2200,"<div style=""font-size:20px;""><p>The number 10 feeling regretful</p></div>",0,regret,0,concrete_animate,far1,the number 10,the number 10 feeling regretful,0,critical,html-keyboard-response,19,177520,0.0-4.0-0.6,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,total_nonsense,True
2569,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,0,critical,html-keyboard-response,21,181104,0.0-4.0-0.7,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,not_total_nonsense,False
5244,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,0,critical,html-keyboard-response,23,187354,0.0-4.0-0.8,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,total_nonsense,True
2295,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",0,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,0,critical,html-keyboard-response,25,190662,0.0-4.0-0.9,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,total_nonsense,True
3589,"<div style=""font-size:20px;""><p>A week being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,far2,a week,a week being entertained by a podcast,0,critical,html-keyboard-response,27,195264,0.0-4.0-0.10,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,not_total_nonsense,False
7437,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",0,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,0,critical,html-keyboard-response,29,203707,0.0-4.0-0.11,anon_subject_33,6733d46d557efbcaf35e42fb,67351115cbff628eeba2cbe8,0.390077281967524,total_nonsense,True
2754,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",1,square_root,9,abstract_numeral,near,a month,taking the square root of a month,12,critical,html-keyboard-response,7,67169,0.0-4.0-0.0,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,not_total_nonsense,False
3437,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",1,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,12,critical,html-keyboard-response,9,71620,0.0-4.0-0.1,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,not_total_nonsense,False
6127,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,12,critical,html-keyboard-response,11,78759,0.0-4.0-0.2,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,total_nonsense,True
1483,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,12,critical,html-keyboard-response,13,81259,0.0-4.0-0.3,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,not_total_nonsense,False
3853,"<div style=""font-size:20px;""><p>A man being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far1,a man,a man being a multiple of 5,12,critical,html-keyboard-response,15,86113,0.0-4.0-0.4,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,total_nonsense,True
1181,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,12,critical,html-keyboard-response,17,88296,0.0-4.0-0.5,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,not_total_nonsense,False
2333,"<div style=""font-size:20px;""><p>A mile being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far2,a mile,a mile being surprised by a news article,12,critical,html-keyboard-response,19,91638,0.0-4.0-0.6,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,total_nonsense,True
2992,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,12,critical,html-keyboard-response,21,95644,0.0-4.0-0.7,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,total_nonsense,True
1774,"<div style=""font-size:20px;""><p>A kilogram being a prime number</p></div>",1,is_prime,8,abstract_numeral,near,a kilogram,a kilogram being a prime number,12,critical,html-keyboard-response,23,98427,0.0-4.0-0.8,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,not_total_nonsense,False
1728,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,12,critical,html-keyboard-response,25,101158,0.0-4.0-0.9,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,total_nonsense,True
