sentence,5-Gram Log-Prob,GPT2-XL Log-Prob,PCFG Log-Prob,Arousal,Conversational,Sense,Gram.,Frequency,Imageability,Others Thoughts,Physical,Places,Valence
There wasn't anything else to do.,-1.5937814039644,-2.9524424,-8.1893275,1.6666666666667,6.4285714285714,7.0,6.9333333333333,6.2857142857143,3.2666666666667,3.7857142857143,1.4285714285714,1.2142857142857,1.6666666666667
"There were big, cited double INC.",-3.0692600991045,-8.258323,-11.49471875,1.9375,1.8333333333333,2.6363636363636,3.7272727272727,1.875,1.125,1.4705882352941,1.8,1.2105263157895,2.0
There were probably five of them.,-1.916221669742,-3.7754025,-8.0790542857143,2.6666666666667,5.4666666666667,6.7647058823529,6.8823529411765,5.6923076923077,4.5333333333333,2.8571428571429,3.4375,1.6315789473684,2.9411764705882
There would make me pretty angry.,-2.681264936924,-4.9404283,-9.9939985714286,3.0,2.875,3.5454545454545,3.7272727272727,3.1052631578947,1.9285714285714,5.5,1.3888888888889,1.2666666666667,1.2
"There'll be towels, soap, and all.",-2.9701689747162,-4.6158023,-8.9269129,2.3571428571429,5.125,6.2941176470588,5.6470588235294,4.5294117647059,5.7142857142857,2.2857142857143,6.0666666666667,2.5714285714286,4.5384615384615
There's a dog in the road.,-1.8413439467549,-3.2415824,-7.39322375,4.125,6.3333333333333,6.9090909090909,6.7272727272727,6.25,6.25,3.0,5.8666666666667,5.4736842105263,2.25
There's a grate in the cement.,-2.3094696812332,-4.501001,-9.19742,2.2307692307692,3.6111111111111,6.6470588235294,6.8823529411765,3.4705882352941,5.4615384615385,1.0625,6.3571428571429,3.6875,2.1578947368421
There's a tub in the kitchen.,-2.200003311038,-3.5539548,-8.63098875,3.125,3.1428571428571,6.3,6.9,2.8666666666667,5.9333333333333,1.7058823529412,6.5294117647059,3.8571428571429,2.4705882352941
There's always risk -- life's a risk.,-2.568354288737,-4.3450475,-9.753181,4.6470588235294,5.0714285714286,6.7333333333333,6.1333333333333,5.2,2.1538461538462,4.7058823529412,1.3333333333333,1.4,2.8333333333333
There's an old butcher block table.,-2.8097004294395,-4.827189,-10.42247,2.2857142857143,4.9230769230769,6.8333333333333,6.8333333333333,4.3125,6.0,2.0714285714286,4.4705882352941,2.9333333333333,2.2222222222222
There's hats wrong with being Cf.,-3.2764437310398,-8.012232,-11.50055625,1.4285714285714,1.2142857142857,1.5555555555556,2.8888888888889,1.1428571428571,1.3571428571429,1.8125,1.8,1.2142857142857,1.5333333333333
There's other things he can do.,-2.2232743501663,-3.6044214,-7.395055,2.2857142857143,6.2352941176471,6.7222222222222,5.9444444444444,6.0,2.125,4.1875,1.3076923076923,1.1666666666667,3.625
There's time for us to strut.,-2.5185449533164,-4.565252,-9.3494,2.8,4.0,6.3636363636364,6.8181818181818,3.6315789473684,2.8571428571429,4.25,2.3333333333333,2.0,4.5333333333333
"There, we're having a brilliant time.",-2.3651299774647,-4.227789,-8.4095388888889,4.2142857142857,4.5882352941176,5.3888888888889,4.7777777777778,4.3529411764706,2.875,5.625,1.6923076923077,1.25,5.625
"There, you know, a few times.",-2.1229642459324,-4.2164035,-9.0616544444444,2.0555555555556,3.3125,4.1666666666667,4.2777777777778,3.8125,1.2,2.3125,1.125,1.0714285714286,2.0
Therefore pane abusive and Apr it.,-3.9573183740888,-10.615331,-14.2390128571429,1.6428571428571,1.0666666666667,1.2666666666667,1.6666666666667,1.2222222222222,1.0,1.5,1.2142857142857,1.0,1.3571428571429
"These are fairly large, tough animals.",-2.7639937741416,-4.225787,-10.41656875,3.1764705882353,4.5333333333333,6.8823529411765,6.4117647058824,5.75,5.4375,2.7142857142857,4.7333333333333,3.5,3.0
These lustful eyes washed over me.,-3.5394214647157,-5.1458154,-12.7610442857143,5.5,3.3125,6.1764705882353,6.1764705882353,2.8235294117647,5.0714285714286,5.5,3.4,1.2857142857143,4.1538461538462
These was a great work environment.,-1.8990817623479,-5.069356,-8.5719228571429,3.1428571428571,3.0,5.9230769230769,4.6923076923077,2.4117647058824,2.5,4.0555555555556,2.6923076923077,4.0,4.8235294117647
They Lucius on the same predec.,-2.8367906808853,-8.91968,-12.44538,1.4444444444444,1.125,1.2777777777778,2.3888888888889,1.125,1.0666666666667,1.9375,1.0625,1.0,1.3529411764706
"They all listen to me, Dog.",-2.7006226735456,-4.7464323,-10.886965,3.1875,4.2857142857143,6.0,6.7,3.1333333333333,2.8,4.3529411764706,2.1764705882353,1.6428571428571,3.2352941176471
They always stand up for capital.,-2.4975519009999,-5.511166,-8.5145828571429,2.2857142857143,4.3076923076923,5.1176470588235,6.2941176470588,3.7857142857143,3.1875,3.9285714285714,2.25,1.25,3.375
They amped up the mating lid.,-3.2227417784078,-6.790886,-10.8740085714286,2.6666666666667,1.5333333333333,2.5833333333333,6.0,2.1764705882353,1.6666666666667,2.7647058823529,2.0,1.625,1.7692307692308
They are free to run around.,-1.8597446126597,-4.319408,-7.682916,2.8571428571429,5.9333333333333,6.8666666666667,6.7333333333333,6.2777777777778,4.2307692307692,4.2777777777778,2.7142857142857,4.3333333333333,4.7142857142857
They are in such great colors.,-2.3830045546804,-4.956865,-8.7191514285714,3.4,5.3333333333333,5.9166666666667,6.3333333333333,5.1764705882353,3.5833333333333,2.9411764705882,2.4375,2.9375,4.6153846153846
They are just defending the law.,-2.4446904148374,-4.806801,-7.9042042857143,3.0833333333333,5.3076923076923,6.6,6.6666666666667,5.1333333333333,3.3684210526316,4.2,1.5384615384615,1.6470588235294,2.7857142857143
They are very devoted and faithful.,-2.5984076431819,-4.697894,-9.4030471428571,2.6153846153846,5.1111111111111,6.9411764705882,6.9411764705882,5.4705882352941,3.4615384615385,5.125,1.5,1.375,5.1578947368421
They blew smoke out at me.,-2.7381895610264,-5.0378046,-11.0292285714286,3.9444444444444,5.3125,5.8333333333333,6.5555555555556,4.875,5.5333333333333,3.5625,5.1875,1.8571428571429,1.8823529411765
They bring peace in a conflict.,-2.330267054694,-4.897942,-9.4305142857143,3.7647058823529,4.2666666666667,6.6470588235294,6.6470588235294,5.6875,3.75,4.6428571428571,1.4666666666667,1.5,4.7777777777778
They came unexpectedly upon the sea.,-2.3119002836091,-5.3900824,-10.4797714285714,4.25,3.125,6.375,6.25,3.5333333333333,5.0666666666667,3.8947368421053,4.0625,6.2142857142857,3.8235294117647
They can Jupiter evidenced and dd.,-3.7735431705202,-9.801754,-13.5705171428571,2.0625,1.0,1.3,2.8,1.0666666666667,1.4,1.1764705882353,1.7647058823529,1.4285714285714,1.7647058823529
They climbed out of a window.,-1.7444245985576,-4.1410203,-8.4274601428571,4.0,4.5,6.9,6.8,4.6,6.0,4.8235294117647,5.4705882352941,4.2857142857143,2.7058823529412
They come in all different colors.,-1.8977988106864,-3.3016725,-9.1464628571429,2.7777777777778,5.8666666666667,7.0,6.7647058823529,6.3076923076923,3.7333333333333,3.0,3.0625,2.0,4.7647058823529
They continued down a small hill.,-2.0524357557297,-4.91667,-9.9215357142857,3.7857142857143,3.7647058823529,7.0,6.9444444444444,5.8823529411765,6.0625,4.3125,4.3076923076923,6.0,3.9375
They could not hear any sound.,-1.9956818223,-4.0339813,-9.35104,3.3125,4.5,6.8125,6.6875,5.2666666666667,4.0666666666667,4.8947368421053,2.3125,3.3571428571429,2.4117647058824
They could use a new faucet.,-2.57704859972,-3.680024,-9.16215,2.0666666666667,5.6470588235294,6.9375,7.0,5.0,4.1538461538462,3.0,6.0,1.9375,2.6428571428571
They couldn't handle any more signalling.,-2.5769571685814,-5.186283,-9.09405125,3.0625,3.8571428571429,5.9,6.6,4.3333333333333,3.1333333333333,4.2352941176471,2.1176470588235,1.2142857142857,2.0
They dashed back down the hall.,-2.4565810816629,-4.993202,-10.4917728571429,4.5,4.4375,7.0,6.8235294117647,4.7647058823529,5.8571428571429,3.8571428571429,4.4666666666667,5.3571428571429,3.4615384615385
They deal in commercial property investments.,-2.9084636824472,-5.652398,-9.3790771428571,2.4285714285714,5.1666666666667,7.0,6.9230769230769,4.6470588235294,2.9375,3.4444444444444,3.7692307692308,3.25,3.0
They definitely had a close relationship.,-1.9529566168785,-3.9653552,-9.3536271428571,3.2666666666667,6.0588235294118,7.0,6.9375,6.2857142857143,3.5384615384615,6.0666666666667,1.6666666666667,1.0625,4.5714285714286
They do have the scrolling feeling.,-2.8554063524519,-5.8229103,-9.6728128571429,1.8571428571429,3.2857142857143,4.2777777777778,6.0,2.5,2.2142857142857,3.0625,1.8666666666667,1.5,2.5333333333333
They do not have enough time.,-1.4434902369976,-3.4628136,-7.5953071428571,4.1538461538462,6.0555555555556,6.9411764705882,6.9411764705882,6.3529411764706,2.3846153846154,3.6875,1.2857142857143,1.125,1.8421052631579
They don't view it that way.,-2.132651858381,-3.2074237,-7.236715,2.5,6.0,6.9333333333333,7.0,6.3333333333333,2.4210526315789,4.7333333333333,1.0,1.5882352941176,2.6428571428571
They don't want to leave her.,-1.3339567672228,-3.3462675,-6.910445375,3.3571428571429,6.0666666666667,6.9333333333333,6.8,5.8888888888889,3.5384615384615,5.2777777777778,2.0714285714286,1.4666666666667,3.4285714285714
They don't want to make mistakes.,-1.4903102036333,-3.2275064,-7.395274125,2.9333333333333,6.4,7.0,6.8333333333333,6.1176470588235,2.6666666666667,5.2941176470588,1.5,1.8125,3.2307692307692
They engaged in a whispered conversation.,-2.8385287395545,-4.602168,-9.6751185714286,3.7142857142857,3.1176470588235,6.7777777777778,6.7222222222222,5.2941176470588,5.5,5.75,2.2307692307692,1.9166666666667,3.1875
They finished eating their chicken dumplings.,-3.3075438397271,-4.6513257,-11.9688128571429,3.2142857142857,4.7857142857143,6.7777777777778,6.8333333333333,5.2142857142857,6.0,3.1875,5.5333333333333,2.5714285714286,4.2
They fled Russia after the revolution.,-2.0798151067325,-4.549521,-9.8999557142857,4.4,4.1764705882353,7.0,6.9375,3.7142857142857,4.4615384615385,4.8666666666667,3.5333333333333,4.4375,3.7142857142857
They glared at one another heatedly.,-3.2972988741738,-3.9856048,-11.6101685714286,4.8571428571429,4.5384615384615,6.9166666666667,6.75,4.75,6.2666666666667,6.3571428571429,4.3529411764706,1.6666666666667,1.5555555555556
They go back further and further.,-2.2403520175389,-4.4635296,-8.3218728571429,2.75,3.6923076923077,6.6,6.6,5.2666666666667,2.8947368421053,2.9333333333333,2.0,2.2352941176471,3.5714285714286
They got on the elevator together.,-2.0971363782883,-3.9045362,-9.6161971428571,2.4285714285714,5.5333333333333,6.9333333333333,6.8,6.1666666666667,5.7692307692308,4.2777777777778,5.0,4.9333333333333,3.4285714285714
They got to get to work.,-1.7717326028006,-4.102595,-7.7142257142857,3.5714285714286,5.7857142857143,6.7222222222222,5.6111111111111,5.5714285714286,3.8571428571429,2.5,2.7333333333333,2.5,2.6666666666667
They graphene be right discovering FAR.,-4.1481353555407,-11.187897,-14.1127371428571,1.3333333333333,1.0,1.2352941176471,1.8823529411765,1.0,1.0,1.3571428571429,1.625,1.2105263157895,1.7058823529412
They had a lot of acreage.,-2.1477728816015,-3.7863448,-7.9952542857143,2.4666666666667,4.8666666666667,6.8333333333333,6.75,4.7058823529412,4.4166666666667,3.2352941176471,3.6875,4.625,3.6153846153846
They had moved to Oklahoma Territory.,-1.8769159657615,-5.5212584,-9.76572,2.6428571428571,4.0,7.0,6.7692307692308,3.4705882352941,3.9375,4.0555555555556,4.5384615384615,5.8125,3.2352941176471
They had other things to do.,-1.8919710602079,-3.5673013,-7.6186171428571,2.9375,6.2142857142857,7.0,7.0,6.3333333333333,2.6666666666667,3.6470588235294,1.7647058823529,1.2857142857143,2.1176470588235
They had pictures on the walls.,-2.3014257124492,-4.2514396,-9.0675914285714,2.2142857142857,5.75,7.0,7.0,5.9411764705882,5.5,4.0,6.3076923076923,4.6875,3.7647058823529
They had that sense of history.,-1.9424167786326,-4.62104,-8.4031814285714,2.7647058823529,3.8,6.2941176470588,6.3529411764706,5.125,2.6875,4.3571428571429,1.4666666666667,1.3888888888889,3.3888888888889
They have fabulous French toast too.,-3.2862861667361,-6.089689,-12.0343942857143,3.3333333333333,5.9375,6.9090909090909,6.7272727272727,5.4736842105263,5.3571428571429,4.9375,5.3333333333333,3.4,5.6666666666667
They have no real clothes on.,-2.0761943374361,-4.1764164,-10.0245514285714,5.2857142857143,5.25,6.2941176470588,6.7647058823529,4.0,5.7142857142857,3.5,4.9333333333333,1.4285714285714,2.9230769230769
They have other things to do.,-1.7101030349731,-3.5725927,-7.6450628571429,1.8,5.875,6.9090909090909,6.9090909090909,6.7368421052632,2.4285714285714,4.1875,1.5555555555556,1.1333333333333,2.4
They have very little time limit.,-1.7482741900853,-5.09992,-10.3966142857143,2.5714285714286,3.4705882352941,5.6111111111111,5.2222222222222,3.9411764705882,2.125,3.8125,1.3076923076923,1.0,2.0625
They headed back to the house.,-1.4592412369592,-3.9457111,-8.1080128571429,2.9285714285714,5.3571428571429,7.0,7.0,6.4285714285714,5.5714285714286,3.3125,4.8666666666667,4.2857142857143,3.6666666666667
They hid in trees and shrubbery.,-2.2030201043401,-3.4565504,-12.0638014285714,4.0,4.4375,6.8823529411765,6.9411764705882,4.5294117647059,6.2857142857143,3.3571428571429,5.9333333333333,6.7142857142857,3.0
They is much faster acting now.,-3.0558007444654,-6.7608933,-10.3657228571429,2.6666666666667,2.0,5.8,4.1333333333333,1.4,1.5789473684211,2.5333333333333,1.6923076923077,1.3529411764706,2.5
They just got set both down.,-2.7838940790721,-6.199,-10.0085485714286,2.25,2.3125,3.5625,2.6875,2.3333333333333,2.4666666666667,2.3684210526316,1.9375,2.1428571428571,2.6470588235294
They lighting and killed stayed MAR.,-3.6408593910081,-10.406746,-14.0729171428571,1.4615384615385,1.1111111111111,1.4117647058824,2.1176470588235,1.0588235294118,1.0769230769231,1.75,1.4285714285714,1.25,1.3157894736842
They look so soft and fluffy.,-2.36448936803,-3.699284,-10.2977342857143,3.5384615384615,6.2222222222222,6.9411764705882,7.0,6.5294117647059,5.6153846153846,3.625,3.9285714285714,2.6875,5.9473684210526
They made it into the hallway.,-1.6877343910081,-4.358979,-8.1420814285714,2.6470588235294,5.3571428571429,6.9333333333333,6.8666666666667,5.4666666666667,5.2307692307692,3.1764705882353,4.2666666666667,5.6,2.75
They need access to our computers.,-2.8105325273105,-4.7502623,-8.9330685714286,3.0666666666667,6.1333333333333,6.9166666666667,6.8333333333333,5.7647058823529,4.75,3.8235294117647,4.875,2.3125,2.0769230769231
They needs to broaden his perspective.,-2.7102848546846,-5.756212,-8.67423,2.2142857142857,2.6153846153846,5.7647058823529,4.4117647058824,2.4285714285714,2.75,3.9285714285714,1.6875,1.3333333333333,2.375
They never caused me any harm.,-2.5964188575745,-3.9183764,-10.73881,2.4666666666667,5.8125,6.9090909090909,6.7272727272727,5.9473684210526,2.5,5.375,1.8333333333333,1.1333333333333,3.6666666666667
They pay cash and tip little.,-3.0159004756383,-5.6217456,-11.0880171428571,2.6,5.3571428571429,6.4666666666667,5.6,3.8571428571429,3.8666666666667,3.2857142857143,4.0,2.0,1.5833333333333
They pay good money for it.,-2.1657307701451,-3.8048167,-8.3075957142857,4.3846153846154,6.1666666666667,6.8823529411765,6.7058823529412,6.1176470588235,2.1538461538462,3.3125,2.7857142857143,1.125,4.1578947368421
They portscreen finished running the building.,-2.3994983931382,-8.507606,-11.1590857142857,1.9375,1.75,1.3636363636364,3.4545454545455,1.625,1.75,1.9411764705882,3.1333333333333,1.7368421052632,1.75
They pulled into the parking lot.,-1.7579539716244,-3.5007377,-9.1332128571429,2.2,5.5714285714286,7.0,6.9333333333333,6.2857142857143,6.4,2.9285714285714,4.5,5.4285714285714,1.6666666666667
They pushed off into the crowd.,-2.0298812687397,-4.902523,-9.3626314285714,3.4285714285714,3.625,6.5294117647059,6.7647058823529,4.0588235294118,5.5714285714286,3.8571428571429,3.4,3.8571428571429,2.6923076923077
"They put us in jail, Johnny!",-2.8565237692424,-4.625403,-11.27662875,5.0666666666667,5.6,6.9166666666667,6.75,3.4117647058824,4.9166666666667,5.8235294117647,3.875,5.1875,1.8461538461538
They quickly went down the stairs.,-1.9268528137888,-4.659085,-9.7419685714286,3.3333333333333,3.9230769230769,7.0,6.9333333333333,5.9333333333333,6.2105263157895,4.0666666666667,5.6153846153846,4.8823529411765,3.3571428571429
They raced to the back porch.,-2.5662459220205,-5.115942,-9.8259042857143,4.2857142857143,5.6923076923077,7.0,7.0,5.375,6.4,5.0,4.5294117647059,5.2666666666667,3.3333333333333
They ran down the side street.,-1.9818641436952,-4.4221697,-9.7457871428571,3.7058823529412,5.0,6.8666666666667,6.8666666666667,5.6,6.0,3.6470588235294,5.0666666666667,5.4666666666667,2.75
They read books about strategic thinking.,-2.5186759701797,-5.2957864,-11.4957514285714,2.2142857142857,5.7692307692308,7.0,6.9166666666667,4.5625,4.7333333333333,4.0714285714286,4.3529411764706,1.4666666666667,2.4444444444444
They rushed back toward the house.,-2.257068416902,-4.773081,-9.6042228571429,4.4285714285714,4.5714285714286,7.0,7.0,6.0,5.5714285714286,3.75,5.7333333333333,4.2857142857143,2.8
They sat down on his bed.,-1.8188177006585,-4.165309,-9.9194085714286,2.7777777777778,4.5333333333333,7.0,6.9411764705882,5.8461538461538,6.6,4.7142857142857,6.1875,4.5789473684211,4.1764705882353
They sat on a driftwood log.,-3.0371590852737,-4.5284414,-10.66357,2.4285714285714,4.9230769230769,7.0,7.0,3.6875,6.2,3.5,4.9411764705882,5.6666666666667,3.3888888888889
They sat silently enjoying the view.,-2.7337665898459,-4.9264197,-11.4435014285714,2.6666666666667,3.7333333333333,6.9411764705882,6.6470588235294,6.1538461538462,6.4666666666667,5.5714285714286,3.25,5.4210526315789,6.1176470588235
They settled into some empty chairs.,-2.6990650040763,-5.259589,-10.8262385714286,2.3333333333333,3.8666666666667,6.9411764705882,6.8823529411765,5.8461538461538,6.2,4.0714285714286,6.1875,4.0,3.7647058823529
They started hiking down the mountain.,-2.6974711843899,-4.422843,-10.2259457142857,3.7222222222222,5.5625,7.0,7.0,6.0625,6.2666666666667,4.9375,5.625,6.7857142857143,4.4117647058824
They started toward the front door.,-2.0905047910554,-4.2979603,-9.6162271428571,2.75,4.1666666666667,7.0,6.8181818181818,5.5625,5.125,3.8823529411765,5.5333333333333,3.6315789473684,2.4375
They stood and left the room.,-2.0348385976894,-4.34878,-9.88517,1.9285714285714,4.1176470588235,6.7222222222222,6.5,5.9411764705882,5.9375,4.3125,3.0769230769231,3.3333333333333,2.5
They stood there for a moment.,-2.0418378455298,-3.559512,-8.5022814285714,2.125,5.5,7.0,7.0,6.8125,5.5,4.6470588235294,3.8666666666667,2.2105263157895,3.0
They stopped in front of us.,-1.6671016330698,-3.997393,-8.5380814285714,3.0,6.3125,6.9444444444444,7.0,6.5,5.2,3.25,3.5625,2.2142857142857,1.9411764705882
They strolled down onto the beach.,-2.1230098796742,-4.487501,-10.5341757142857,2.2857142857143,5.25,6.8823529411765,6.4705882352941,5.1764705882353,6.3571428571429,4.2857142857143,4.6666666666667,6.9285714285714,5.4615384615385
They take cover behind a desk.,-1.9177250095776,-4.470487,-11.0856471428571,4.6875,3.5714285714286,6.6,6.8,4.3333333333333,5.3333333333333,4.8823529411765,5.8823529411765,3.5,1.7058823529412
They taught her humility and compassion.,-2.2886393197945,-4.663374,-11.9373428571429,3.1875,3.7857142857143,6.9,7.0,5.3333333333333,3.0,6.0,1.9411764705882,1.2857142857143,4.4117647058824
They took turns at a computer.,-1.9140568545886,-4.8604703,-9.2281214285714,2.625,5.0833333333333,6.4545454545455,6.3636363636364,5.9375,5.0625,4.0,5.9333333333333,2.4736842105263,3.8125
They undressed and went to bed.,-2.4788097143173,-3.567573,-10.5342385714286,4.3571428571429,5.0769230769231,7.0,6.8823529411765,5.5714285714286,6.0,3.3571428571429,5.125,3.5,4.625
They walked down the empty corridors.,-2.6790281449045,-4.231999,-11.4664671428571,2.8666666666667,3.3125,6.9090909090909,6.8181818181818,5.4210526315789,6.0714285714286,4.5,5.1666666666667,4.4666666666667,2.3333333333333
They walked out of the alley.,-2.0097565810595,-4.302887,-9.1347955714286,3.1764705882353,5.0,6.8,6.9333333333333,5.2,5.6923076923077,3.4117647058824,4.5333333333333,5.6666666666667,2.6666666666667
They walked out of the bathroom.,-1.6784118829029,-3.907861,-9.4334098571429,2.3571428571429,6.0769230769231,7.0,7.0,6.6875,5.7333333333333,3.1428571428571,4.1176470588235,5.1333333333333,1.7222222222222
They walked out onto the balcony.,-2.0310109757951,-4.0241423,-10.7457257142857,2.6666666666667,4.2307692307692,7.0,7.0,5.8,6.3157894736842,3.6666666666667,5.3076923076923,5.9411764705882,4.0714285714286
They walked to a quiet alleyway.,-2.9007034982954,-4.138994,-10.61744,3.1875,4.1875,6.875,6.875,4.4,6.0,4.6315789473684,4.0,5.9285714285714,2.9411764705882
They want prices to remain stable.,-2.7899980204446,-4.4953384,-8.2568671428571,1.9230769230769,5.7222222222222,6.9411764705882,6.8823529411765,5.4705882352941,2.8461538461538,3.375,1.4285714285714,1.25,3.2631578947368
They want quality at low cost.,-2.7059682267053,-4.9617343,-10.1276457142857,2.2142857142857,5.8461538461538,7.0,7.0,5.625,3.4666666666667,3.7142857142857,2.3529411764706,1.2,2.2222222222222
They want to do things fast.,-2.3046173559768,-4.1179547,-8.949,4.3571428571429,6.25,6.8823529411765,6.5294117647059,6.4705882352941,4.3571428571429,3.6428571428571,2.6,1.2857142857143,2.7692307692308
They want to set a trend.,-2.0429211791073,-4.0546684,-7.8559257142857,2.5714285714286,5.8461538461538,6.8333333333333,7.0,5.75,3.4666666666667,4.0,2.4117647058824,1.4,3.1666666666667
They was too fill of hope.,-3.0852174758911,-6.7577615,-9.8527871428571,2.2857142857143,1.3076923076923,4.0,3.4166666666667,1.25,1.2666666666667,3.7857142857143,2.0,1.1333333333333,3.1111111111111
They watched Havily leave the room.,-2.3179535170396,-6.6850586,-10.7198828571429,1.8666666666667,2.7647058823529,5.8125,6.3125,2.9285714285714,5.0769230769231,3.5333333333333,3.2,2.3125,2.3571428571429
They wear a navy blue uniform.,-2.3019327351025,-4.286122,-11.7817957142857,2.4375,5.25,6.6875,6.375,3.8,6.2,3.3684210526316,5.1875,3.0,3.4705882352941
They went about ten more feet.,-2.5104561703546,-5.4622774,-10.4968371428571,2.5714285714286,6.0,6.9166666666667,7.0,5.0,4.8,3.0714285714286,3.2352941176471,3.0,1.7222222222222
They went back to the apartment.,-1.6712781552758,-3.8722782,-7.9981914285714,2.1333333333333,5.7857142857143,6.8666666666667,6.8,6.2142857142857,6.2666666666667,3.6428571428571,4.7857142857143,4.3571428571429,2.6666666666667
They went into the dressing room.,-1.4031224953277,-3.6870048,-9.1284085714286,2.8235294117647,5.0,7.0,7.0,6.125,5.875,4.0,3.9333333333333,4.5,2.7222222222222
They went into the living room.,-1.5371877210481,-3.7284842,-8.6548028571429,2.3571428571429,6.1538461538462,6.9411764705882,6.9411764705882,6.7142857142857,6.125,3.5,4.875,4.75,3.9375
They went to the front yard.,-1.765656296696,-4.2315054,-8.6185757142857,2.1538461538462,6.0,6.9411764705882,6.9411764705882,5.9411764705882,5.7692307692308,3.75,4.1428571428571,5.9375,3.5263157894737
They went up some stone steps.,-2.4408989804132,-5.0953298,-10.2045128571429,2.5555555555556,5.375,7.0,6.9444444444444,5.5,6.1333333333333,4.0,6.5625,5.1428571428571,3.5294117647059
They went up the stairs together.,-2.1039813586644,-3.838055,-9.4936828571429,2.9444444444444,5.4666666666667,7.0,6.7647058823529,6.1538461538462,6.1333333333333,4.7142857142857,5.6875,4.3684210526316,4.4705882352941
They were driving across the prairie.,-2.0461378523282,-3.9853756,-9.8621871428571,3.3571428571429,4.8333333333333,7.0,7.0,3.3529411764706,6.0,4.5,5.6153846153846,6.375,3.5882352941176
They were in a parking lot.,-1.5071411643709,-3.6170006,-8.1752171428571,2.3571428571429,6.0,7.0,7.0,6.7142857142857,6.1428571428571,2.375,4.6,5.2142857142857,3.5333333333333
They were in the living room.,-1.4812463245222,-3.3505993,-7.8956785714286,1.8461538461538,6.1666666666667,7.0,6.9411764705882,6.7058823529412,5.6923076923077,3.5,3.7142857142857,5.3125,3.2631578947368
They were put into a kitchen.,-1.8418077996799,-4.6982007,-8.4505128571429,1.9285714285714,4.4375,6.4705882352941,6.7647058823529,4.2941176470588,5.5,2.2857142857143,4.8666666666667,5.5714285714286,3.2307692307692
They were visiting a friend's house.,-1.6535199955106,-3.5657089,-9.19852375,2.7333333333333,6.5333333333333,6.9166666666667,6.8333333333333,6.5882352941176,4.75,4.8235294117647,4.5,5.0625,4.9230769230769
They were walking on a dock.,-2.0309462121555,-4.488075,-8.3153128571429,2.9333333333333,4.6,6.9166666666667,6.6666666666667,5.4117647058824,6.0833333333333,5.0588235294118,5.6875,6.125,3.7692307692308
"They will, however, cost a bunch.",-2.865908060755,-4.1841865,-8.7097072222222,3.0714285714286,5.3125,6.6470588235294,5.8235294117647,5.1764705882353,3.2142857142857,3.1428571428571,2.4666666666667,1.1428571428571,1.3076923076923
They wouldn't be back until tomorrow.,-2.3609317516675,-3.8749068,-7.91182,2.2142857142857,5.6666666666667,6.9333333333333,6.3333333333333,6.2777777777778,3.0769230769231,3.6666666666667,1.4285714285714,1.4666666666667,2.6428571428571
They're going to need that crystal.,-2.12934285542,-4.241828,-8.61037375,3.2142857142857,4.2666666666667,6.8666666666667,6.6666666666667,4.1666666666667,3.8461538461538,4.2222222222222,5.4285714285714,2.4666666666667,2.8571428571429
They're soaking in a hot tub.,-2.3688763603568,-3.7564807,-10.44420875,3.4666666666667,6.2666666666667,6.9166666666667,7.0,5.6470588235294,6.0833333333333,4.5294117647059,5.1875,5.4375,4.7692307692308
They's got a book coming up.,-2.7780443355441,-5.188301,-8.4921825,2.1111111111111,2.2,6.1176470588235,3.5882352941176,1.7692307692308,1.9333333333333,3.0,4.6875,1.2631578947368,3.7058823529412
They've got a lot of practice.,-1.4027362000197,-3.1599925,-7.69585875,2.3571428571429,6.1333333333333,6.3333333333333,5.9333333333333,6.1111111111111,3.1538461538462,4.5555555555556,1.7857142857143,1.4,3.7857142857143
Theyre not struggles it did INC.,-3.3620784332355,-8.841088,-13.6807514285714,1.3333333333333,1.0,1.7647058823529,2.1764705882353,1.0769230769231,1.0,2.1428571428571,1.1875,1.0526315789474,1.6470588235294
Thin metal lock-picking tools lay inside.,-3.6463175565004,-5.93155,-13.9848771428571,3.3333333333333,3.0,6.5555555555556,6.3888888888889,4.0,5.2666666666667,2.1875,6.4375,1.9285714285714,2.7647058823529
Things won't change... you know that!,-2.5951597243547,-4.4135833,-11.0858177777778,4.4166666666667,6.4615384615385,6.9333333333333,6.2,5.8,2.6842105263158,6.0,1.2307692307692,1.4117647058824,2.1428571428571
Think of it as fresh-flavor insurance.,-2.8233718425035,-4.251962,-11.6343571428571,2.9333333333333,3.0,4.1666666666667,6.5833333333333,2.1764705882353,1.9166666666667,1.7647058823529,1.6875,1.6875,2.5384615384615
This allows for much more accuracy.,-2.1859128560339,-4.544675,-11.2660185714286,2.5,5.0625,6.8888888888889,6.7222222222222,5.4375,1.4666666666667,2.75,1.5,1.0,4.4705882352941
This could be a action group.,-2.0784817763737,-5.2657976,-7.81127,2.4444444444444,3.75,6.1111111111111,5.0555555555556,3.875,2.0,2.4375,2.125,1.2857142857143,2.6470588235294
This cryptoc can easily be SER.,-2.4762284557025,-9.286804,-11.7974871428571,1.3888888888889,1.3125,2.2777777777778,3.7222222222222,1.25,1.0666666666667,1.875,1.4375,1.0,1.4117647058824
This entry was posted in A.C.T.,-2.1204258369075,-3.3622127,-10.2666628571429,1.7142857142857,3.25,5.3846153846154,6.0,2.1176470588235,1.75,2.0,2.0769230769231,1.125,2.0588235294118
