,sentence,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
34372,He gets back into his car.,0,-3.375,-2.75,-6.09375
34373,He gets back into his car.,1,-4.5,-21.25,-25.625
34374,He gets back into his car.,2,0.036376953125,-11.6875,-11.625
34375,He gets back into his car.,3,6.59375,-46.0,-39.5
34376,He gets back into his car.,4,-27.5,-101.0,-128.0
34377,He gets back into his car.,5,16.375,-33.75,-17.5
34378,He gets back into his car.,6,-71.5,-212.0,-284.0
34379,He gets back into his car.,7,-82.5,-616.0,-696.0
34380,He gets back into his car.,8,-106.0,-660.0,-760.0
34381,He gets back into his car.,9,-25.0,-426.0,-452.0
34382,He gets back into his car.,10,83.5,-1064.0,-980.0
34383,He gets back into his car.,11,193.0,-1304.0,-1104.0
34384,He gets back into his car.,12,-15.9375,-1192.0,-1208.0
34385,He gets back into his car.,13,184.0,-1928.0,-1744.0
34386,He gets back into his car.,14,368.0,-2024.0,-1656.0
34387,He gets back into his car.,15,84.0,-3536.0,-3456.0
34388,He gets back into his car.,16,414.0,-3360.0,-2944.0
34389,He gets back into his car.,17,55.0,-3152.0,-3104.0
34390,He gets back into his car.,18,390.0,-4544.0,-4160.0
34391,He gets back into his car.,19,7.625,-3936.0,-3920.0
34392,He gets back into his car.,20,540.0,-3552.0,-3008.0
34393,He gets back into his car.,21,1368.0,-3728.0,-2352.0
34394,He gets back into his car.,22,1536.0,-5184.0,-3648.0
34395,He gets back into his car.,23,2784.0,-5664.0,-2880.0
34396,He gets back into his car.,24,2672.0,-6464.0,-3776.0
34397,He gets back into his car.,25,1240.0,-54.0,1176.0
34398,He was typing on a computer.,0,-3.53125,-0.875,-4.40625
34399,He was typing on a computer.,1,-4.15625,-23.0,-27.125
34400,He was typing on a computer.,2,0.470703125,-12.9375,-12.4375
34401,He was typing on a computer.,3,10.25,-46.25,-36.25
34402,He was typing on a computer.,4,-27.5,-103.5,-131.0
34403,He was typing on a computer.,5,25.25,-41.0,-16.125
34404,He was typing on a computer.,6,-63.25,-266.0,-328.0
34405,He was typing on a computer.,7,-105.0,-648.0,-752.0
34406,He was typing on a computer.,8,-154.0,-664.0,-816.0
34407,He was typing on a computer.,9,-119.0,-564.0,-684.0
34408,He was typing on a computer.,10,-36.75,-1136.0,-1168.0
34409,He was typing on a computer.,11,4.0625,-1640.0,-1632.0
34410,He was typing on a computer.,12,-306.0,-1472.0,-1776.0
34411,He was typing on a computer.,13,-43.0,-2368.0,-2400.0
34412,He was typing on a computer.,14,166.0,-2368.0,-2208.0
34413,He was typing on a computer.,15,-310.0,-4000.0,-4320.0
34414,He was typing on a computer.,16,-55.25,-4096.0,-4160.0
34415,He was typing on a computer.,17,-596.0,-3840.0,-4448.0
34416,He was typing on a computer.,18,-157.0,-5504.0,-5664.0
34417,He was typing on a computer.,19,-684.0,-5056.0,-5728.0
34418,He was typing on a computer.,20,-255.0,-4800.0,-5056.0
34419,He was typing on a computer.,21,576.0,-5248.0,-4672.0
34420,He was typing on a computer.,22,532.0,-7040.0,-6496.0
34421,He was typing on a computer.,23,1560.0,-7328.0,-5760.0
34422,He was typing on a computer.,24,1256.0,-8064.0,-6816.0
34423,He was typing on a computer.,25,-560.0,2208.0,1624.0
34424,He ran across the uneven terrain.,0,-3.140625,2.3125,-0.79296875
34425,He ran across the uneven terrain.,1,-5.0625,-20.625,-25.75
34426,He ran across the uneven terrain.,2,-0.302734375,-14.3125,-14.625
34427,He ran across the uneven terrain.,3,16.625,-24.625,-8.1875
34428,He ran across the uneven terrain.,4,-23.0,-92.5,-115.5
34429,He ran across the uneven terrain.,5,48.75,25.375,74.0
34430,He ran across the uneven terrain.,6,-31.875,-200.0,-230.0
34431,He ran across the uneven terrain.,7,-57.25,-656.0,-712.0
34432,He ran across the uneven terrain.,8,-91.5,-788.0,-876.0
34433,He ran across the uneven terrain.,9,1.203125,-520.0,-520.0
34434,He ran across the uneven terrain.,10,101.5,-1128.0,-1032.0
34435,He ran across the uneven terrain.,11,214.0,-1512.0,-1296.0
34436,He ran across the uneven terrain.,12,-58.5,-1376.0,-1432.0
34437,He ran across the uneven terrain.,13,288.0,-2112.0,-1824.0
34438,He ran across the uneven terrain.,14,576.0,-2224.0,-1648.0
34439,He ran across the uneven terrain.,15,154.0,-4192.0,-4048.0
34440,He ran across the uneven terrain.,16,402.0,-4224.0,-3808.0
34441,He ran across the uneven terrain.,17,-165.0,-3728.0,-3904.0
34442,He ran across the uneven terrain.,18,328.0,-5376.0,-5056.0
34443,He ran across the uneven terrain.,19,-255.0,-4864.0,-5088.0
34444,He ran across the uneven terrain.,20,0.263671875,-4576.0,-4576.0
34445,He ran across the uneven terrain.,21,612.0,-4864.0,-4256.0
34446,He ran across the uneven terrain.,22,552.0,-6592.0,-6016.0
34447,He ran across the uneven terrain.,23,1640.0,-7200.0,-5568.0
34448,He ran across the uneven terrain.,24,1120.0,-8640.0,-7520.0
34449,He ran across the uneven terrain.,25,-592.0,-5120.0,-5728.0
34450,"It was a large, square room.",0,-3.4375,-1.3125,-4.75
34451,"It was a large, square room.",1,-5.59375,-25.5,-31.125
34452,"It was a large, square room.",2,-0.447265625,-13.8125,-14.25
34453,"It was a large, square room.",3,13.75,-19.125,-5.75
34454,"It was a large, square room.",4,-29.375,-88.5,-118.0
34455,"It was a large, square room.",5,45.75,19.25,65.0
34456,"It was a large, square room.",6,-64.5,-222.0,-286.0
34457,"It was a large, square room.",7,-62.5,-572.0,-632.0
34458,"It was a large, square room.",8,-76.5,-664.0,-740.0
34459,"It was a large, square room.",9,6.90625,-458.0,-452.0
34460,"It was a large, square room.",10,72.5,-1048.0,-976.0
34461,"It was a large, square room.",11,189.0,-1360.0,-1168.0
34462,"It was a large, square room.",12,-0.56640625,-1344.0,-1344.0
34463,"It was a large, square room.",13,300.0,-2032.0,-1736.0
34464,"It was a large, square room.",14,564.0,-2272.0,-1696.0
34465,"It was a large, square room.",15,153.0,-3936.0,-3760.0
34466,"It was a large, square room.",16,552.0,-3888.0,-3344.0
34467,"It was a large, square room.",17,-92.5,-3760.0,-3872.0
34468,"It was a large, square room.",18,424.0,-5600.0,-5152.0
34469,"It was a large, square room.",19,-260.0,-4896.0,-5152.0
34470,"It was a large, square room.",20,59.75,-4736.0,-4704.0
34471,"It was a large, square room.",21,932.0,-5056.0,-4128.0
34472,"It was a large, square room.",22,700.0,-6784.0,-6080.0
34473,"It was a large, square room.",23,1576.0,-7520.0,-5952.0
34474,"It was a large, square room.",24,860.0,-8960.0,-8128.0
34475,"It was a large, square room.",25,-380.0,-4928.0,-5312.0
34476,It can be a beautiful sight.,0,-3.84375,6.90625,3.09375
34477,It can be a beautiful sight.,1,-5.125,-15.5,-20.625
34478,It can be a beautiful sight.,2,-0.2421875,-4.0,-4.21875
34479,It can be a beautiful sight.,3,29.0,36.5,65.5
34480,It can be a beautiful sight.,4,-1.890625,-0.2265625,-2.34375
34481,It can be a beautiful sight.,5,79.5,147.0,226.0
34482,It can be a beautiful sight.,6,-20.375,-65.0,-85.5
34483,It can be a beautiful sight.,7,-10.0,-360.0,-370.0
34484,It can be a beautiful sight.,8,-18.75,-448.0,-466.0
34485,It can be a beautiful sight.,9,74.0,-306.0,-234.0
34486,It can be a beautiful sight.,10,170.0,-916.0,-744.0
34487,It can be a beautiful sight.,11,302.0,-1192.0,-888.0
34488,It can be a beautiful sight.,12,200.0,-1072.0,-868.0
34489,It can be a beautiful sight.,13,516.0,-1520.0,-1000.0
34490,It can be a beautiful sight.,14,856.0,-1912.0,-1048.0
34491,It can be a beautiful sight.,15,460.0,-3648.0,-3184.0
34492,It can be a beautiful sight.,16,896.0,-3856.0,-2976.0
34493,It can be a beautiful sight.,17,117.5,-3664.0,-3552.0
34494,It can be a beautiful sight.,18,300.0,-5696.0,-5408.0
34495,It can be a beautiful sight.,19,-436.0,-4864.0,-5280.0
34496,It can be a beautiful sight.,20,-42.75,-4896.0,-4960.0
34497,It can be a beautiful sight.,21,644.0,-5056.0,-4416.0
34498,It can be a beautiful sight.,22,632.0,-6688.0,-6080.0
34499,It can be a beautiful sight.,23,1440.0,-7584.0,-6144.0
34500,It can be a beautiful sight.,24,956.0,-9408.0,-8448.0
34501,It can be a beautiful sight.,25,-338.0,-5984.0,-6336.0
34502,It slides around in the snow.,0,-2.21875,-2.84375,-5.0625
34503,It slides around in the snow.,1,-4.5625,-27.125,-31.625
34504,It slides around in the snow.,2,-0.1787109375,-15.25,-15.375
34505,It slides around in the snow.,3,23.75,-55.0,-31.625
34506,It slides around in the snow.,4,-12.5625,-112.0,-125.0
34507,It slides around in the snow.,5,47.75,-42.0,6.375
34508,It slides around in the snow.,6,-40.5,-216.0,-256.0
34509,It slides around in the snow.,7,-22.125,-576.0,-596.0
34510,It slides around in the snow.,8,-24.125,-744.0,-768.0
34511,It slides around in the snow.,9,42.75,-540.0,-498.0
34512,It slides around in the snow.,10,169.0,-1152.0,-980.0
34513,It slides around in the snow.,11,312.0,-1624.0,-1312.0
34514,It slides around in the snow.,12,141.0,-1528.0,-1384.0
34515,It slides around in the snow.,13,424.0,-2672.0,-2256.0
34516,It slides around in the snow.,14,788.0,-2864.0,-2080.0
34517,It slides around in the snow.,15,390.0,-4672.0,-4288.0
34518,It slides around in the snow.,16,784.0,-4992.0,-4224.0
34519,It slides around in the snow.,17,214.0,-4704.0,-4512.0
34520,It slides around in the snow.,18,696.0,-6624.0,-5952.0
34521,It slides around in the snow.,19,223.0,-6176.0,-5952.0
34522,It slides around in the snow.,20,772.0,-6368.0,-5600.0
34523,It slides around in the snow.,21,2048.0,-7264.0,-5216.0
34524,It slides around in the snow.,22,2272.0,-9792.0,-7488.0
34525,It slides around in the snow.,23,3360.0,-10752.0,-7360.0
34526,It slides around in the snow.,24,2816.0,-12416.0,-9600.0
34527,It slides around in the snow.,25,1872.0,-2608.0,-796.0
34528,She walked back to the tree.,0,-3.5,-1.703125,-5.1875
34529,She walked back to the tree.,1,-5.15625,-18.375,-23.625
34530,She walked back to the tree.,2,-0.34765625,-11.875,-12.25
34531,She walked back to the tree.,3,15.875,-35.75,-20.125
34532,She walked back to the tree.,4,-11.875,-78.5,-90.5
34533,She walked back to the tree.,5,81.0,38.25,119.5
34534,She walked back to the tree.,6,-14.75,-164.0,-179.0
34535,She walked back to the tree.,7,-9.375,-572.0,-580.0
34536,She walked back to the tree.,8,-22.375,-636.0,-656.0
34537,She walked back to the tree.,9,78.5,-404.0,-326.0
34538,She walked back to the tree.,10,190.0,-1048.0,-860.0
34539,She walked back to the tree.,11,410.0,-1336.0,-924.0
34540,She walked back to the tree.,12,121.5,-1264.0,-1136.0
34541,She walked back to the tree.,13,524.0,-2008.0,-1480.0
34542,She walked back to the tree.,14,680.0,-2208.0,-1520.0
34543,She walked back to the tree.,15,302.0,-3616.0,-3296.0
34544,She walked back to the tree.,16,652.0,-3616.0,-2976.0
34545,She walked back to the tree.,17,133.0,-3280.0,-3168.0
34546,She walked back to the tree.,18,564.0,-4928.0,-4384.0
34547,She walked back to the tree.,19,81.5,-4288.0,-4224.0
34548,She walked back to the tree.,20,516.0,-4032.0,-3520.0
34549,She walked back to the tree.,21,1360.0,-4256.0,-2880.0
34550,She walked back to the tree.,22,1408.0,-5792.0,-4384.0
34551,She walked back to the tree.,23,2576.0,-6336.0,-3760.0
34552,She walked back to the tree.,24,2480.0,-7232.0,-4736.0
34553,She walked back to the tree.,25,1384.0,-1544.0,-184.0
34554,They were visiting a friend's house.,0,-3.84375,1.625,-2.203125
34555,They were visiting a friend's house.,1,-5.375,-27.25,-32.75
34556,They were visiting a friend's house.,2,-1.1015625,-17.375,-18.375
34557,They were visiting a friend's house.,3,5.875,-42.0,-36.25
34558,They were visiting a friend's house.,4,-26.625,-115.5,-142.0
34559,They were visiting a friend's house.,5,3.78125,-87.0,-82.5
34560,They were visiting a friend's house.,6,-77.0,-272.0,-350.0
34561,They were visiting a friend's house.,7,-114.0,-744.0,-856.0
34562,They were visiting a friend's house.,8,-152.0,-848.0,-996.0
34563,They were visiting a friend's house.,9,-99.0,-572.0,-672.0
34564,They were visiting a friend's house.,10,45.0,-1168.0,-1128.0
34565,They were visiting a friend's house.,11,115.0,-1560.0,-1440.0
34566,They were visiting a friend's house.,12,-143.0,-1472.0,-1608.0
34567,They were visiting a friend's house.,13,109.0,-2224.0,-2112.0
34568,They were visiting a friend's house.,14,338.0,-2320.0,-1984.0
34569,They were visiting a friend's house.,15,-129.0,-3776.0,-3904.0
34570,They were visiting a friend's house.,16,241.0,-3984.0,-3760.0
34571,They were visiting a friend's house.,17,-382.0,-4016.0,-4384.0
34572,They were visiting a friend's house.,18,-66.5,-5760.0,-5824.0
34573,They were visiting a friend's house.,19,-608.0,-5152.0,-5760.0
34574,They were visiting a friend's house.,20,-232.0,-5056.0,-5312.0
34575,They were visiting a friend's house.,21,616.0,-5568.0,-4960.0
34576,They were visiting a friend's house.,22,692.0,-7328.0,-6656.0
34577,They were visiting a friend's house.,23,1712.0,-7904.0,-6176.0
34578,They were visiting a friend's house.,24,1408.0,-8704.0,-7296.0
34579,They were visiting a friend's house.,25,-360.0,-1864.0,-2240.0
34580,It was a pretty small veranda.,0,-4.21875,1.671875,-2.578125
34581,It was a pretty small veranda.,1,-6.90625,-27.0,-34.0
34582,It was a pretty small veranda.,2,-2.140625,-17.25,-19.375
34583,It was a pretty small veranda.,3,17.5,-27.0,-9.625
34584,It was a pretty small veranda.,4,-17.125,-73.5,-91.0
34585,It was a pretty small veranda.,5,77.5,64.5,142.0
34586,It was a pretty small veranda.,6,-28.375,-192.0,-220.0
34587,It was a pretty small veranda.,7,-14.875,-592.0,-604.0
34588,It was a pretty small veranda.,8,-35.5,-672.0,-704.0
34589,It was a pretty small veranda.,9,42.75,-442.0,-400.0
34590,It was a pretty small veranda.,10,96.0,-1016.0,-920.0
34591,It was a pretty small veranda.,11,245.0,-1536.0,-1288.0
34592,It was a pretty small veranda.,12,81.0,-1352.0,-1272.0
34593,It was a pretty small veranda.,13,386.0,-2160.0,-1776.0
34594,It was a pretty small veranda.,14,636.0,-2320.0,-1672.0
34595,It was a pretty small veranda.,15,314.0,-3728.0,-3408.0
34596,It was a pretty small veranda.,16,616.0,-3840.0,-3232.0
34597,It was a pretty small veranda.,17,1.4921875,-3728.0,-3728.0
34598,It was a pretty small veranda.,18,334.0,-5568.0,-5216.0
34599,It was a pretty small veranda.,19,-213.0,-4768.0,-4960.0
34600,It was a pretty small veranda.,20,132.0,-4736.0,-4608.0
34601,It was a pretty small veranda.,21,1200.0,-4992.0,-3792.0
34602,It was a pretty small veranda.,22,1096.0,-6912.0,-5792.0
34603,It was a pretty small veranda.,23,2176.0,-7392.0,-5248.0
34604,It was a pretty small veranda.,24,1504.0,-7808.0,-6304.0
34605,It was a pretty small veranda.,25,73.0,-340.0,-290.0
34606,I looked out our front window.,0,-3.515625,-1.40625,-4.90625
34607,I looked out our front window.,1,-5.625,-25.375,-31.0
34608,I looked out our front window.,2,-1.140625,-16.375,-17.5
34609,I looked out our front window.,3,4.6875,-51.25,-46.75
34610,I looked out our front window.,4,-24.625,-100.0,-125.0
34611,I looked out our front window.,5,35.5,3.109375,38.5
34612,I looked out our front window.,6,-65.0,-209.0,-274.0
34613,I looked out our front window.,7,-84.5,-660.0,-744.0
34614,I looked out our front window.,8,-101.0,-652.0,-752.0
34615,I looked out our front window.,9,-25.5,-460.0,-486.0
34616,I looked out our front window.,10,64.0,-1080.0,-1016.0
34617,I looked out our front window.,11,122.0,-1288.0,-1168.0
34618,I looked out our front window.,12,2.875,-1256.0,-1248.0
34619,I looked out our front window.,13,306.0,-2016.0,-1712.0
34620,I looked out our front window.,14,600.0,-2176.0,-1568.0
34621,I looked out our front window.,15,142.0,-3664.0,-3520.0
34622,I looked out our front window.,16,648.0,-4000.0,-3360.0
34623,I looked out our front window.,17,121.5,-3968.0,-3840.0
34624,I looked out our front window.,18,580.0,-5920.0,-5312.0
34625,I looked out our front window.,19,-9.8125,-5312.0,-5312.0
34626,I looked out our front window.,20,446.0,-5088.0,-4640.0
34627,I looked out our front window.,21,1344.0,-5664.0,-4320.0
34628,I looked out our front window.,22,1608.0,-7392.0,-5792.0
34629,I looked out our front window.,23,2816.0,-8064.0,-5248.0
34630,I looked out our front window.,24,2464.0,-9344.0,-6880.0
34631,I looked out our front window.,25,1816.0,-3728.0,-1936.0
34632,What could they be up to?,0,-2.515625,13.9375,11.375
34633,What could they be up to?,1,-5.25,-5.4375,-10.75
34634,What could they be up to?,2,0.361328125,5.0625,5.4375
34635,What could they be up to?,3,25.375,31.5,56.5
34636,What could they be up to?,4,-16.25,-12.25,-28.625
34637,What could they be up to?,5,39.5,98.0,138.0
34638,What could they be up to?,6,-43.0,-92.5,-135.0
34639,What could they be up to?,7,-45.0,-480.0,-524.0
34640,What could they be up to?,8,-65.5,-496.0,-560.0
34641,What could they be up to?,9,-23.5,-268.0,-294.0
34642,What could they be up to?,10,52.25,-684.0,-632.0
34643,What could they be up to?,11,216.0,-1056.0,-840.0
34644,What could they be up to?,12,64.5,-996.0,-928.0
34645,What could they be up to?,13,348.0,-1392.0,-1048.0
34646,What could they be up to?,14,572.0,-1768.0,-1192.0
34647,What could they be up to?,15,276.0,-3440.0,-3152.0
34648,What could they be up to?,16,692.0,-3568.0,-2880.0
34649,What could they be up to?,17,171.0,-3904.0,-3744.0
34650,What could they be up to?,18,712.0,-5472.0,-4768.0
34651,What could they be up to?,19,272.0,-5120.0,-4832.0
34652,What could they be up to?,20,768.0,-5152.0,-4384.0
34653,What could they be up to?,21,1832.0,-6080.0,-4256.0
34654,What could they be up to?,22,1936.0,-8256.0,-6336.0
34655,What could they be up to?,23,3216.0,-9024.0,-5824.0
34656,What could they be up to?,24,3104.0,-10496.0,-7392.0
34657,What could they be up to?,25,1984.0,-6912.0,-4928.0
34658,She didn't have time to move.,0,-3.59375,5.8125,2.203125
34659,She didn't have time to move.,1,-4.4375,-14.0625,-18.5
34660,She didn't have time to move.,2,1.3515625,-2.140625,-0.78515625
34661,She didn't have time to move.,3,32.75,26.875,59.75
34662,She didn't have time to move.,4,-14.5,-41.5,-56.0
34663,She didn't have time to move.,5,73.5,89.5,164.0
34664,She didn't have time to move.,6,-8.25,-126.5,-135.0
34665,She didn't have time to move.,7,22.875,-462.0,-438.0
34666,She didn't have time to move.,8,11.6875,-584.0,-572.0
34667,She didn't have time to move.,9,133.0,-316.0,-184.0
34668,She didn't have time to move.,10,241.0,-876.0,-640.0
34669,She didn't have time to move.,11,442.0,-1064.0,-624.0
34670,She didn't have time to move.,12,258.0,-988.0,-728.0
34671,She didn't have time to move.,13,804.0,-1512.0,-712.0
34672,She didn't have time to move.,14,980.0,-1792.0,-812.0
34673,She didn't have time to move.,15,620.0,-3280.0,-2656.0
34674,She didn't have time to move.,16,964.0,-3456.0,-2496.0
34675,She didn't have time to move.,17,406.0,-3216.0,-2816.0
34676,She didn't have time to move.,18,852.0,-4960.0,-4128.0
34677,She didn't have time to move.,19,356.0,-4288.0,-3920.0
34678,She didn't have time to move.,20,768.0,-4224.0,-3472.0
34679,She didn't have time to move.,21,1728.0,-4320.0,-2576.0
34680,She didn't have time to move.,22,1728.0,-6144.0,-4416.0
34681,She didn't have time to move.,23,2864.0,-6528.0,-3664.0
34682,She didn't have time to move.,24,2976.0,-7232.0,-4256.0
34683,She didn't have time to move.,25,1760.0,-2352.0,-600.0
34684,She speeds off for the stairs.,0,-3.890625,-0.99609375,-4.875
34685,She speeds off for the stairs.,1,-5.34375,-22.75,-28.125
34686,She speeds off for the stairs.,2,0.25390625,-13.0,-12.75
34687,She speeds off for the stairs.,3,12.0625,-37.0,-25.0
34688,She speeds off for the stairs.,4,-20.25,-83.5,-103.5
34689,She speeds off for the stairs.,5,60.5,35.25,95.5
34690,She speeds off for the stairs.,6,-31.75,-178.0,-210.0
34691,She speeds off for the stairs.,7,-28.875,-540.0,-568.0
34692,She speeds off for the stairs.,8,-45.75,-656.0,-696.0
34693,She speeds off for the stairs.,9,49.25,-356.0,-308.0
34694,She speeds off for the stairs.,10,156.0,-944.0,-788.0
34695,She speeds off for the stairs.,11,280.0,-1304.0,-1020.0
34696,She speeds off for the stairs.,12,66.0,-1144.0,-1072.0
34697,She speeds off for the stairs.,13,382.0,-1832.0,-1456.0
34698,She speeds off for the stairs.,14,480.0,-1920.0,-1448.0
34699,She speeds off for the stairs.,15,223.0,-3408.0,-3184.0
34700,She speeds off for the stairs.,16,616.0,-3424.0,-2800.0
34701,She speeds off for the stairs.,17,135.0,-3248.0,-3120.0
34702,She speeds off for the stairs.,18,540.0,-4512.0,-3952.0
34703,She speeds off for the stairs.,19,185.0,-4032.0,-3856.0
34704,She speeds off for the stairs.,20,692.0,-3664.0,-2976.0
34705,She speeds off for the stairs.,21,1480.0,-3808.0,-2320.0
34706,She speeds off for the stairs.,22,1520.0,-5376.0,-3840.0
34707,She speeds off for the stairs.,23,2832.0,-5792.0,-2960.0
34708,She speeds off for the stairs.,24,2784.0,-6624.0,-3840.0
34709,She speeds off for the stairs.,25,1480.0,-110.5,1344.0
34710,We looked over the map together.,0,-3.921875,3.65625,-0.26171875
34711,We looked over the map together.,1,-5.1875,-17.625,-22.875
34712,We looked over the map together.,2,-0.12255859375,-6.0,-6.09375
34713,We looked over the map together.,3,15.6875,6.59375,22.0
34714,We looked over the map together.,4,-15.0,-38.5,-53.5
34715,We looked over the map together.,5,48.75,90.0,139.0
34716,We looked over the map together.,6,-45.25,-113.0,-159.0
34717,We looked over the map together.,7,-49.5,-494.0,-544.0
34718,We looked over the map together.,8,-81.5,-552.0,-632.0
34719,We looked over the map together.,9,-22.875,-352.0,-376.0
34720,We looked over the map together.,10,39.75,-928.0,-892.0
34721,We looked over the map together.,11,151.0,-1160.0,-1004.0
34722,We looked over the map together.,12,-80.5,-1120.0,-1200.0
34723,We looked over the map together.,13,225.0,-1760.0,-1544.0
34724,We looked over the map together.,14,488.0,-1992.0,-1496.0
34725,We looked over the map together.,15,163.0,-3744.0,-3584.0
34726,We looked over the map together.,16,428.0,-3568.0,-3152.0
34727,We looked over the map together.,17,-107.5,-3488.0,-3616.0
34728,We looked over the map together.,18,410.0,-5184.0,-4768.0
34729,We looked over the map together.,19,-117.0,-4480.0,-4608.0
34730,We looked over the map together.,20,430.0,-4160.0,-3744.0
34731,We looked over the map together.,21,1152.0,-4288.0,-3104.0
34732,We looked over the map together.,22,1368.0,-5920.0,-4544.0
34733,We looked over the map together.,23,2592.0,-6432.0,-3824.0
34734,We looked over the map together.,24,2272.0,-7680.0,-5408.0
34735,We looked over the map together.,25,392.0,-1720.0,-1344.0
34736,They engaged in a whispered conversation.,0,-4.4375,9.9375,5.53125
34737,They engaged in a whispered conversation.,1,-4.625,-8.75,-13.375
34738,They engaged in a whispered conversation.,2,0.60546875,-1.7734375,-1.1640625
34739,They engaged in a whispered conversation.,3,13.875,17.75,31.5
34740,They engaged in a whispered conversation.,4,-16.5,-18.5,-35.25
34741,They engaged in a whispered conversation.,5,41.0,79.0,120.5
34742,They engaged in a whispered conversation.,6,-46.0,-140.0,-186.0
34743,They engaged in a whispered conversation.,7,-44.5,-488.0,-532.0
34744,They engaged in a whispered conversation.,8,-73.5,-508.0,-580.0
34745,They engaged in a whispered conversation.,9,-0.859375,-326.0,-328.0
34746,They engaged in a whispered conversation.,10,91.5,-864.0,-776.0
34747,They engaged in a whispered conversation.,11,218.0,-1296.0,-1072.0
34748,They engaged in a whispered conversation.,12,-33.75,-1144.0,-1176.0
34749,They engaged in a whispered conversation.,13,294.0,-1608.0,-1320.0
34750,They engaged in a whispered conversation.,14,474.0,-1768.0,-1296.0
34751,They engaged in a whispered conversation.,15,131.0,-3552.0,-3424.0
34752,They engaged in a whispered conversation.,16,466.0,-3504.0,-3056.0
34753,They engaged in a whispered conversation.,17,-169.0,-3488.0,-3664.0
34754,They engaged in a whispered conversation.,18,404.0,-5088.0,-4704.0
34755,They engaged in a whispered conversation.,19,-201.0,-4576.0,-4768.0
34756,They engaged in a whispered conversation.,20,154.0,-4160.0,-4016.0
34757,They engaged in a whispered conversation.,21,1144.0,-4352.0,-3216.0
34758,They engaged in a whispered conversation.,22,1224.0,-5984.0,-4736.0
34759,They engaged in a whispered conversation.,23,2560.0,-6368.0,-3808.0
34760,They engaged in a whispered conversation.,24,2368.0,-7008.0,-4608.0
34761,They engaged in a whispered conversation.,25,231.0,-644.0,-454.0
34762,He lay asleep in his bed.,0,-3.578125,-1.875,-5.46875
34763,He lay asleep in his bed.,1,-5.21875,-21.0,-26.25
34764,He lay asleep in his bed.,2,-0.71484375,-11.6875,-12.375
34765,He lay asleep in his bed.,3,3.03125,-36.5,-33.5
34766,He lay asleep in his bed.,4,-21.375,-79.5,-101.0
34767,He lay asleep in his bed.,5,17.625,-34.5,-15.75
34768,He lay asleep in his bed.,6,-61.5,-232.0,-292.0
34769,He lay asleep in his bed.,7,-79.0,-652.0,-732.0
34770,He lay asleep in his bed.,8,-106.5,-688.0,-792.0
34771,He lay asleep in his bed.,9,-32.25,-462.0,-494.0
34772,He lay asleep in his bed.,10,26.625,-1032.0,-1000.0
34773,He lay asleep in his bed.,11,132.0,-1488.0,-1352.0
34774,He lay asleep in his bed.,12,-83.5,-1312.0,-1400.0
34775,He lay asleep in his bed.,13,131.0,-1968.0,-1840.0
34776,He lay asleep in his bed.,14,490.0,-2160.0,-1664.0
34777,He lay asleep in his bed.,15,44.25,-3584.0,-3536.0
34778,He lay asleep in his bed.,16,544.0,-3712.0,-3168.0
34779,He lay asleep in his bed.,17,-19.125,-3552.0,-3584.0
34780,He lay asleep in his bed.,18,516.0,-5312.0,-4800.0
34781,He lay asleep in his bed.,19,-57.75,-4608.0,-4640.0
34782,He lay asleep in his bed.,20,346.0,-4352.0,-4000.0
34783,He lay asleep in his bed.,21,1136.0,-4736.0,-3584.0
34784,He lay asleep in his bed.,22,1264.0,-6080.0,-4800.0
34785,He lay asleep in his bed.,23,2320.0,-6784.0,-4448.0
34786,He lay asleep in his bed.,24,2096.0,-7360.0,-5248.0
34787,He lay asleep in his bed.,25,904.0,-2848.0,-1960.0
34788,It's a green circle of grass.,0,-2.765625,-3.09375,-5.84375
34789,It's a green circle of grass.,1,-5.15625,-27.0,-32.25
34790,It's a green circle of grass.,2,-0.44140625,-17.75,-18.125
34791,It's a green circle of grass.,3,31.0,-50.75,-19.875
34792,It's a green circle of grass.,4,-11.5,-110.5,-122.0
34793,It's a green circle of grass.,5,54.75,-35.5,19.125
34794,It's a green circle of grass.,6,-39.0,-239.0,-278.0
34795,It's a green circle of grass.,7,-19.5,-672.0,-692.0
34796,It's a green circle of grass.,8,-89.5,-776.0,-860.0
34797,It's a green circle of grass.,9,-74.0,-608.0,-680.0
34798,It's a green circle of grass.,10,-8.4375,-1096.0,-1104.0
34799,It's a green circle of grass.,11,29.625,-1648.0,-1616.0
34800,It's a green circle of grass.,12,-181.0,-1344.0,-1528.0
34801,It's a green circle of grass.,13,149.0,-2192.0,-2040.0
34802,It's a green circle of grass.,14,480.0,-2432.0,-1952.0
34803,It's a green circle of grass.,15,51.5,-4128.0,-4064.0
34804,It's a green circle of grass.,16,296.0,-4384.0,-4096.0
34805,It's a green circle of grass.,17,-352.0,-3920.0,-4288.0
34806,It's a green circle of grass.,18,-11.9375,-5792.0,-5792.0
34807,It's a green circle of grass.,19,-444.0,-5216.0,-5664.0
34808,It's a green circle of grass.,20,-61.75,-5280.0,-5344.0
34809,It's a green circle of grass.,21,1012.0,-6016.0,-4992.0
34810,It's a green circle of grass.,22,932.0,-7872.0,-6944.0
34811,It's a green circle of grass.,23,1832.0,-8576.0,-6720.0
34812,It's a green circle of grass.,24,1640.0,-9280.0,-7616.0
