sentence_0,sentence_1,modal_0,modal_1,semantics_0,semantics_1
At the theatre the programs were given by the controller.,At the theatre the programs were given by the ticket.,improbable,impossible,unrelated,related
At the wedding ceremony the ring was brought by the diabetic.,At the wedding ceremony the ring was brought by the veil.,improbable,impossible,unrelated,related
At the club the cocktails are served by the queen.,At the club the cocktails are served by the tonic.,improbable,impossible,unrelated,related
The rules of the game show were explained by the undertaker.,The rules of the game show were explained by the prize.,improbable,impossible,unrelated,related
The next bus stop was announced by the drunkard.,The next bus stop was announced by the bell.,improbable,impossible,unrelated,related
The child's dirty nappy was changed by his captive.,The child's dirty nappy was changed by his powder.,improbable,impossible,unrelated,related
"At the ballet, the music was played by the hypochondriac.","At the ballet, the music was played by the tutu.",improbable,impossible,unrelated,related
In ancient Egypt the people were governed by the baby.,In ancient Egypt the people were governed by the pyramid.,improbable,impossible,unrelated,related
The patient's aches and pains were examined by the candidate.,The patient's aches and pains were examined by the medicine.,improbable,impossible,unrelated,related
The rope was thrown by the graduate.,The rope was thrown by the saddle.,improbable,impossible,unrelated,related
The murder witness was cross-questioned by the freshman.,The murder witness was cross-questioned by the blood.,improbable,impossible,unrelated,related
The violent demonstration was policed by the cleaner.,The violent demonstration was policed by the banner.,improbable,impossible,unrelated,related
The cult's prophecies were established by the wrestler.,The cult's prophecies were established by the candle.,improbable,impossible,unrelated,related
"While eating dinner with her parents, the woman was proposed to by her pupil.","While eating dinner with her parents, the woman was proposed to by her diamond.",improbable,impossible,unrelated,related
The studio recorded an album with music sung by the merchant.,The studio recorded an album with music sung by the keyboard.,improbable,impossible,unrelated,related
The aeroplane was flown by the nurse.,The aeroplane was flown by the turbine.,improbable,impossible,unrelated,related
The first lectures in college were given by the gangster.,The first lectures in college were given by the chalk.,improbable,impossible,unrelated,related
The car's new features were marketed by the concierge.,The car's new features were marketed by the engine.,improbable,impossible,unrelated,related
The husband got involved in an affair after having been seduced by his contestant.,The husband got involved in an affair after having been seduced by his divorce.,improbable,impossible,unrelated,related
At UK pubs every drink is poured by the architect.,At UK pubs every drink is poured by the rum.,improbable,impossible,unrelated,related
"At the hotel, luggage is delivered by the patient.","At the hotel, luggage is delivered by the suitcase.",improbable,impossible,unrelated,related
The clever boy was able to win the contest helped by his buyer.,The clever boy was able to win the contest helped by his challenge.,improbable,impossible,unrelated,related
"Thanks to the union talks, improved benefits were received by the model.","Thanks to the union talks, improved benefits were received by the list.",improbable,impossible,unrelated,related
"In the fairy-tale, the princess was rescued by the intern.","In the fairy-tale, the princess was rescued by the crown.",improbable,impossible,unrelated,related
The chaos in the classroom was initiated by the beginner.,The chaos in the classroom was initiated by the blackboard.,improbable,impossible,unrelated,related
Every day the rich Duke's soiled underwear was scrubbed by the principal.,Every day the rich Duke's soiled underwear was scrubbed by the dirt.,improbable,impossible,unrelated,related
The pianist played his music while the bass was strummed by the diner.,The pianist played his music while the bass was strummed by the drum.,improbable,impossible,unrelated,related
"During the exam, unacceptable cheating behaviour was exhibited by the admirer.","During the exam, unacceptable cheating behaviour was exhibited by the chair.",improbable,impossible,unrelated,related
Everyone sat around the campfire to hear a tale told by the viewer.,Everyone sat around the campfire to hear a tale told by the log.,improbable,impossible,unrelated,related
At the pharmacy three bottles of insulin were sold by the striker.,At the pharmacy three bottles of insulin were sold by the aspirin.,improbable,impossible,unrelated,related
"At the school, punishments for being late in class were given by the accomplice.","At the school, punishments for being late in class were given by the desk.",improbable,impossible,unrelated,related
After the meal was over the waitress was tipped by the speaker.,After the meal was over the waitress was tipped by the penny.,improbable,impossible,unrelated,related
At the wedding the couple was married by the watcher.,At the wedding the couple was married by the ring.,improbable,impossible,unrelated,related
The car was given a parking ticket by the explorer.,The car was given a parking ticket by the brake.,improbable,impossible,unrelated,related
The film was recorded by the assassin.,The film was recorded by the script.,improbable,impossible,unrelated,related
During the basketball game hot dogs were sold by the schoolmaster.,During the basketball game hot dogs were sold by the mustard.,improbable,impossible,unrelated,related
The man who stole the money was prosecuted by the receptionist.,The man who stole the money was prosecuted by the confession.,improbable,impossible,unrelated,related
"At the roller coaster in the amusement park, customers are counted by the journalist.","At the roller coaster in the amusement park, customers are counted by the track.",improbable,impossible,unrelated,related
The skin operation was performed by the parent.,The skin operation was performed by the anaesthesia.,improbable,impossible,unrelated,related
"At the track, the horse was raced by the applicant.","At the track, the horse was raced by the harness.",improbable,impossible,unrelated,related
The burglars were caught and arrested by the pianist.,The burglars were caught and arrested by the handcuff.,improbable,impossible,unrelated,related
The castle was attacked by the shopper.,The castle was attacked by the protection.,improbable,impossible,unrelated,related
"In the court-case that attracted lots of media, the man was sentenced by the granny.","In the court-case that attracted lots of media, the man was sentenced by the verdict.",improbable,impossible,unrelated,related
Everyone watched while the man was mugged by the technician.,Everyone watched while the man was mugged by the wallet.,improbable,impossible,unrelated,related
At the sausage stand lots of food was bought by the villain.,At the sausage stand lots of food was bought by the onion.,improbable,impossible,unrelated,related
The decision to cancel the television show was made by the widow.,The decision to cancel the television show was made by the commercial.,improbable,impossible,unrelated,related
In the courtroom the killer was set free by the violinist.,In the courtroom the killer was set free by the bullet.,improbable,impossible,unrelated,related
All possessions in the will were left by the reporter.,All possessions in the will were left by the grave.,improbable,impossible,unrelated,related
In an act of generosity a large sum was donated by the sunbather.,In an act of generosity a large sum was donated by the checkbook.,improbable,impossible,unrelated,related
The novel was written by the builder.,The novel was written by the page.,improbable,impossible,unrelated,related
The holiday cruise ship was sailed by the president.,The holiday cruise ship was sailed by the anchor.,improbable,impossible,unrelated,related
At the church the baptism was conducted by the passenger.,At the church the baptism was conducted by the basin.,improbable,impossible,unrelated,related
"Before the island was discovered, it was inhabited by the assistant.","Before the island was discovered, it was inhabited by the ocean.",improbable,impossible,unrelated,related
The ship was navigated by the toddler.,The ship was navigated by the deck.,improbable,impossible,unrelated,related
The bank's vault had been robbed by the psychologist.,The bank's vault had been robbed by the jewellery.,improbable,impossible,unrelated,related
The advanced karate class was taught by the culprit.,The advanced karate class was taught by the belt.,improbable,impossible,unrelated,related
Every day the school facilities were cleaned by the amateur.,Every day the school facilities were cleaned by the soap.,improbable,impossible,unrelated,related
Every morning at 6am the newspaper was delivered by the lookout.,Every morning at 6am the newspaper was delivered by the print.,improbable,impossible,unrelated,related
The president was interviewed on television by the gambler.,The president was interviewed on television by the camera.,improbable,impossible,unrelated,related
"At the children football game, a goal was scored by the delinquent.","At the children football game, a goal was scored by the whistle.",improbable,impossible,unrelated,related
When there was a fire in the home everyone was carried out by the examiner.,When there was a fire in the home everyone was carried out by the extinguisher.,improbable,impossible,unrelated,related
During art lessons at kindergarten lots of messy pictures were created by the waiter.,During art lessons at kindergarten lots of messy pictures were created by the table.,improbable,impossible,unrelated,related
"During a speech, the political rally was bombed by the bride.","During a speech, the political rally was bombed by the microphone.",improbable,impossible,unrelated,related
Data from the drug trial was analysed by the engineer.,Data from the drug trial was analysed by the injection.,improbable,impossible,unrelated,related
The advanced mountain climbing lesson was given by the grocer.,The advanced mountain climbing lesson was given by the boot.,improbable,impossible,unrelated,related
The couple was afraid that their missing baby girl would be found by the spectator.,The couple was afraid that their missing baby girl would be found by the bib.,improbable,impossible,unrelated,related
Before the funeral of the old man the grave was dug by the dean.,Before the funeral of the old man the grave was dug by the coffin.,improbable,impossible,unrelated,related
Because of the recent threats the mayor was escorted by the sculptor.,Because of the recent threats the mayor was escorted by the rifle.,improbable,impossible,unrelated,related
Because the car was parked illegally a ticket was issued by the trainee.,Because the car was parked illegally a ticket was issued by the windscreen.,improbable,impossible,unrelated,related
When the bottle leaked the milk was mopped up by the apprentice.,When the bottle leaked the milk was mopped up by the mess.,improbable,impossible,unrelated,related
"At the estate sale, prices are announced by the rider.","At the estate sale, prices are announced by the furniture.",improbable,impossible,unrelated,related
"Because of his ears, the student was targeted by the holiday-maker.","Because of his ears, the student was targeted by the earlobe.",improbable,impossible,unrelated,related
A big crowd had gathered to watch as the rocket was launched by the caller.,A big crowd had gathered to watch as the rocket was launched by the planet.,improbable,impossible,unrelated,related
The soup company for homeless people was funded by the plumber.,The soup company for homeless people was funded by the bowl.,improbable,impossible,unrelated,related
"During the election, the presidential candidate was voted for by his kid.","During the election, the presidential candidate was voted for by his ballot.",improbable,impossible,unrelated,related
"Despite the high security in the castle, the crown was stolen by the winner.","Despite the high security in the castle, the crown was stolen by the throne.",improbable,impossible,unrelated,related
"During the kidnapping, freedom was requested by the fan.","During the kidnapping, freedom was requested by the extortion.",improbable,impossible,unrelated,related
The town was defended with guns by the bookworm.,The town was defended with guns by the weapon.,improbable,impossible,unrelated,related
At the sweet shop six pounds of candy was sold by the centurion.,At the sweet shop six pounds of candy was sold by the toffee.,improbable,impossible,unrelated,related
The hole through the prison wall was drilled by the bachelor.,The hole through the prison wall was drilled by the fence.,improbable,impossible,unrelated,related
All the information for the test was memorised by the tourist.,All the information for the test was memorised by the textbook.,improbable,impossible,unrelated,related
Each month the rent payment was paid by the composer.,Each month the rent payment was paid by the lease.,improbable,impossible,unrelated,related
At the football match the winning goal was scored by the witch.,At the football match the winning goal was scored by the crossbar.,improbable,impossible,unrelated,related
At night the jail was locked by the character.,At night the jail was locked by the gate.,improbable,impossible,unrelated,related
During the concert the symphony was conducted by the reverend.,During the concert the symphony was conducted by the flute.,improbable,impossible,unrelated,related
The phone call was redirected by the bidder.,The phone call was redirected by the receiver.,improbable,impossible,unrelated,related
"During the athletic tournament, the runner was overtaken by the watchman.","During the athletic tournament, the runner was overtaken by the stadium.",improbable,impossible,unrelated,related
Because of the recall everything was refunded by the cook.,Because of the recall everything was refunded by the package.,improbable,impossible,unrelated,related
At the construction site all of the dirtiest work was done by the producer.,At the construction site all of the dirtiest work was done by the brick.,improbable,impossible,unrelated,related
Invitations to the dinner party were posted by the victim.,Invitations to the dinner party were posted by the stamp.,improbable,impossible,unrelated,related
"At the airport, the luggage is searched by the boss.","At the airport, the luggage is searched by the passport.",improbable,impossible,unrelated,related
In the Texan town the bank was robbed by the participant.,In the Texan town the bank was robbed by the revolver.,improbable,impossible,unrelated,related
The employment interviews were administered by the servant.,The employment interviews were administered by the curriculum.,improbable,impossible,unrelated,related
The interesting story was written by the escort.,The interesting story was written by the magazine.,improbable,impossible,unrelated,related
The taxi was driven by the dancer.,The taxi was driven by the wheel.,improbable,impossible,unrelated,related
"At the golf game, a hole-in-one was scored by the landlord.","At the golf game, a hole-in-one was scored by the cart.",improbable,impossible,unrelated,related
"At the pet hospital, dogs were cured by the soldier.","At the pet hospital, dogs were cured by the ambulance.",improbable,impossible,unrelated,related
"At the post office, letters are collected and delivered by the maniac.","At the post office, letters are collected and delivered by the mailbox.",improbable,impossible,unrelated,related
"At the garage, the car maintenance is performed by the beggar.","At the garage, the car maintenance is performed by the headlight.",improbable,impossible,unrelated,related
At the hospital the complex heart surgery was performed by the slave.,At the hospital the complex heart surgery was performed by the artery.,improbable,impossible,unrelated,related
"Upon arriving at the restaurant, the car was parked by the cameraman.","Upon arriving at the restaurant, the car was parked by the parking-meter.",improbable,impossible,unrelated,related
The circus performance was directed by the nun.,The circus performance was directed by the trapeze.,improbable,impossible,unrelated,related
"To keep visitors safe, the national park was patrolled by the repairer.","To keep visitors safe, the national park was patrolled by the sunlight.",improbable,impossible,unrelated,related
"At the library, the books are organised on the shelves by the king.","At the library, the books are organised on the shelves by the catalogue.",improbable,impossible,unrelated,related
"At the bank, credit card requests are authorised by the restorer.","At the bank, credit card requests are authorised by the receipt.",improbable,impossible,unrelated,related
Fish in the aquarium were studied by the musician.,Fish in the aquarium were studied by the seaweed.,improbable,impossible,unrelated,related
"At the exhibition, all the pictures were taken by the protector.","At the exhibition, all the pictures were taken by the frame.",improbable,impossible,unrelated,related
"At the graduation reception, the dinner was provided by the prisoner.","At the graduation reception, the dinner was provided by the diploma.",improbable,impossible,unrelated,related
"When the Italian diplomat gave a speech, the translation was performed by the driver.","When the Italian diplomat gave a speech, the translation was performed by the television.",improbable,impossible,unrelated,related
The prescription for the mental disorder was written by the guard.,The prescription for the mental disorder was written by the pill.,improbable,impossible,unrelated,related
The bank robbery was prevented by the server.,The bank robbery was prevented by the shotgun.,improbable,impossible,unrelated,related
The attacks on the ships were led by the trumpeter.,The attacks on the ships were led by the cannon.,improbable,impossible,unrelated,related
"At the opera concert in the theatre, the musical pieces were sung by the visitor.","At the opera concert in the theatre, the musical pieces were sung by the costume.",improbable,impossible,unrelated,related
"Because his parents work all day, the baby was attended by the consumer.","Because his parents work all day, the baby was attended by the dummy.",improbable,impossible,unrelated,related
The dental restoration was performed by the Indian.,The dental restoration was performed by the tooth.,improbable,impossible,unrelated,related
"At the Olympics, the bars competition was won by the cardinal.","At the Olympics, the bars competition was won by the trampoline.",improbable,impossible,unrelated,related
"To lose weight, the woman's meal plan was prescribed by the hooligan.","To lose weight, the woman's meal plan was prescribed by the tape-measure.",improbable,impossible,unrelated,related
The psychotherapy session was delivered by the teacher.,The psychotherapy session was delivered by the couch.,improbable,impossible,unrelated,related
"In the circus, the lions were tamed by the chemist.","In the circus, the lions were tamed by the tightrope.",improbable,impossible,unrelated,related
"At the salon, the clients get her hair cut by the pedestrian.","At the salon, the clients get her hair cut by the hairbrush.",improbable,impossible,unrelated,related
"At the museum, a tour and descriptions of the paintings were given by the kidnapper.","At the museum, a tour and descriptions of the paintings were given by the sculpture.",improbable,impossible,unrelated,related
The safari excursion to Africa was led by the juggler.,The safari excursion to Africa was led by the photograph.,improbable,impossible,unrelated,related
The corrupt tax fraud was discovered by the dad.,The corrupt tax fraud was discovered by the calculator.,improbable,impossible,unrelated,related
"After the electricity outage, the apartment was checked by the observer.","After the electricity outage, the apartment was checked by the fuse.",improbable,impossible,unrelated,related
"After being locked, the door was repaired by the reader.","After being locked, the door was repaired by the keyhole.",improbable,impossible,unrelated,related
"In the theatre production, the villain was played by the recipient.","In the theatre production, the villain was played by the spotlight.",improbable,impossible,unrelated,related
The suit was adjusted by the shepherd.,The suit was adjusted by the sewing-machine.,improbable,impossible,unrelated,related
"At the farmers market, fresh fish is sold by the survivor.","At the farmers market, fresh fish is sold by the shellfish.",improbable,impossible,unrelated,related
The Tour de France was won by the bystander.,The Tour de France was won by the bicycle.,improbable,impossible,unrelated,related
The book signing was attended by the famous camper.,The book signing was attended by the famous paperback.,improbable,impossible,unrelated,related
The mountain summit was conquered by the audience.,The mountain summit was conquered by the ice-pick.,improbable,impossible,unrelated,related
The school walls were ruined with graffiti drawn by the client.,The school walls were ruined with graffiti drawn by the aerosol.,improbable,impossible,unrelated,related
"On the lake, the boat race was won by the sheriff.","On the lake, the boat race was won by the paddle.",improbable,impossible,unrelated,related
The bush in the garden was trimmed by the opponent.,The bush in the garden was trimmed by the lawn-mower.,improbable,impossible,unrelated,related
"At the observatory, a new star was discovered by the criminal.","At the observatory, a new star was discovered by the telescope.",improbable,impossible,unrelated,related
The card trick on the TV show was performed by the newborn.,The card trick on the TV show was performed by the monitor.,improbable,impossible,unrelated,related
"During Christmas dinner, gifts for the family were bought by the invader.","During Christmas dinner, gifts for the family were bought by the turkey.",improbable,impossible,unrelated,related
"At the wedding on the church, the service was performed by the listener.","At the wedding on the church, the service was performed by the bouquet.",improbable,impossible,unrelated,related
The destruction of the building was performed by the catcher.,The destruction of the building was performed by the crane.,improbable,impossible,unrelated,related
"At the monastery, a prayer was said by the owner.","At the monastery, a prayer was said by the oratory.",improbable,impossible,unrelated,related
The Vatican has been ruled by the swimmer.,The Vatican has been ruled by the crucifix.,improbable,impossible,unrelated,related
"During the protests, the shops were attacked by the child.","During the protests, the shops were attacked by the tear-gas.",improbable,impossible,unrelated,related
"At the restaurant, the plates are washed by the charlatan.","At the restaurant, the plates are washed by the spoon.",improbable,impossible,unrelated,related
The roman empire defences were attacked by the seller.,The roman empire defences were attacked by the sword.,improbable,impossible,unrelated,related
The stolen new car was raced through town by the schizophrenic.,The stolen new car was raced through town by the radiator.,improbable,impossible,unrelated,related
The Nobel prize in literature was won by the murderer.,The Nobel prize in literature was won by the manuscript.,improbable,impossible,unrelated,related
"During the excavation, an ancient artefact was discovered by the user.","During the excavation, an ancient artefact was discovered by the spade.",improbable,impossible,unrelated,related
The halftime show at the football match was organised by the alcoholic.,The halftime show at the football match was organised by the rum.,improbable,impossible,unrelated,unrelated
During the solo music performance the strings were plucked by the workman.,During the solo music performance the strings were plucked by the sculpture.,improbable,impossible,unrelated,unrelated
At the restaurant all the meals were cooked by the aboriginal.,At the restaurant all the meals were cooked by the arrow.,improbable,impossible,unrelated,unrelated
The scientific research was funded by the traveller.,The scientific research was funded by the suitcase.,improbable,impossible,unrelated,unrelated
Tenants were upset when housing prices were raised by the actress.,Tenants were upset when housing prices were raised by the script.,improbable,impossible,unrelated,unrelated
After crying and waking up his parents the baby was breast-fed by his coach.,After crying and waking up his parents the baby was breast-fed by his stadium.,improbable,impossible,unrelated,unrelated
"At the baseball game, a ball was thrown by the suspect.","At the baseball game, a ball was thrown by the passport.",improbable,impossible,unrelated,unrelated
The cure for the disease was discovered by the guest.,The cure for the disease was discovered by the stamp.,improbable,impossible,unrelated,unrelated
At the theatre the programs were given by the controller.,At the theatre the programs were given by the turbine.,improbable,impossible,unrelated,unrelated
At the wedding ceremony the ring was brought by the diabetic.,At the wedding ceremony the ring was brought by the aspirin.,improbable,impossible,unrelated,unrelated
At the club the cocktails are served by the queen.,At the club the cocktails are served by the dirt.,improbable,impossible,unrelated,unrelated
The rules of the game show were explained by the undertaker.,The rules of the game show were explained by the tomb.,improbable,impossible,unrelated,unrelated
The next bus stop was announced by the drunkard.,The next bus stop was announced by the tonic.,improbable,impossible,unrelated,unrelated
The child's dirty nappy was changed by his captive.,The child's dirty nappy was changed by his cannon.,improbable,impossible,unrelated,unrelated
"At the ballet, the music was played by the hypochondriac.","At the ballet, the music was played by the medicine.",improbable,impossible,unrelated,unrelated
In ancient Egypt the people were governed by the baby.,In ancient Egypt the people were governed by the mess.,improbable,impossible,unrelated,unrelated
The patient's aches and pains were examined by the candidate.,The patient's aches and pains were examined by the microphone.,improbable,impossible,unrelated,unrelated
The rope was thrown by the graduate.,The rope was thrown by the diploma.,improbable,impossible,unrelated,unrelated
The murder witness was cross-questioned by the freshman.,The murder witness was cross-questioned by the chalk.,improbable,impossible,unrelated,unrelated
The violent demonstration was policed by the cleaner.,The violent demonstration was policed by the turkey.,improbable,impossible,unrelated,unrelated
The cult's prophecies were established by the wrestler.,The cult's prophecies were established by the trampoline.,improbable,impossible,unrelated,unrelated
"While eating dinner with her parents, the woman was proposed to by her pupil.","While eating dinner with her parents, the woman was proposed to by her pencil.",improbable,impossible,unrelated,unrelated
The studio recorded an album with music sung by the merchant.,The studio recorded an album with music sung by the tear-gas.,improbable,impossible,unrelated,unrelated
The aeroplane was flown by the nurse.,The aeroplane was flown by the anaesthesia.,improbable,impossible,unrelated,unrelated
The first lectures in college were given by the gangster.,The first lectures in college were given by the shotgun.,improbable,impossible,unrelated,unrelated
The car's new features were marketed by the concierge.,The car's new features were marketed by the fuse.,improbable,impossible,unrelated,unrelated
The husband got involved in an affair after having been seduced by his contestant.,The husband got involved in an affair after having been seduced by his prize.,improbable,impossible,unrelated,unrelated
At UK pubs every drink is poured by the architect.,At UK pubs every drink is poured by the crane.,improbable,impossible,unrelated,unrelated
"At the hotel, luggage is delivered by the patient.","At the hotel, luggage is delivered by the medication.",improbable,impossible,unrelated,unrelated
The clever boy was able to win the contest helped by his buyer.,The clever boy was able to win the contest helped by his cutlery.,improbable,impossible,unrelated,unrelated
"Thanks to the union talks, improved benefits were received by the model.","Thanks to the union talks, improved benefits were received by the dress.",improbable,impossible,unrelated,unrelated
"In the fairy-tale, the princess was rescued by the intern.","In the fairy-tale, the princess was rescued by the artery.",improbable,impossible,unrelated,unrelated
The chaos in the classroom was initiated by the beginner.,The chaos in the classroom was initiated by the belt.,improbable,impossible,unrelated,unrelated
Every day the rich Duke's soiled underwear was scrubbed by the principal.,Every day the rich Duke's soiled underwear was scrubbed by the earlobe.,improbable,impossible,unrelated,unrelated
The pianist played his music while the bass was strummed by the diner.,The pianist played his music while the bass was strummed by the plate.,improbable,impossible,unrelated,unrelated
"During the exam, unacceptable cheating behaviour was exhibited by the admirer.","During the exam, unacceptable cheating behaviour was exhibited by the candle.",improbable,impossible,unrelated,unrelated
Everyone sat around the campfire to hear a tale told by the viewer.,Everyone sat around the campfire to hear a tale told by the camera.,improbable,impossible,unrelated,unrelated
At the pharmacy three bottles of insulin were sold by the striker.,At the pharmacy three bottles of insulin were sold by the goalpost.,improbable,impossible,unrelated,unrelated
"At the school, punishments for being late in class were given by the accomplice.","At the school, punishments for being late in class were given by the handcuff.",improbable,impossible,unrelated,unrelated
After the meal was over the waitress was tipped by the speaker.,After the meal was over the waitress was tipped by the television.,improbable,impossible,unrelated,unrelated
At the wedding the couple was married by the watcher.,At the wedding the couple was married by the commercial.,improbable,impossible,unrelated,unrelated
The car was given a parking ticket by the explorer.,The car was given a parking ticket by the ocean.,improbable,impossible,unrelated,unrelated
The film was recorded by the assassin.,The film was recorded by the rifle.,improbable,impossible,unrelated,unrelated
During the basketball game hot dogs were sold by the schoolmaster.,During the basketball game hot dogs were sold by the blackboard.,improbable,impossible,unrelated,unrelated
The man who stole the money was prosecuted by the receptionist.,The man who stole the money was prosecuted by the headlight.,improbable,impossible,unrelated,unrelated
"At the roller coaster in the amusement park, customers are counted by the journalist.","At the roller coaster in the amusement park, customers are counted by the print.",improbable,impossible,unrelated,unrelated
The skin operation was performed by the parent.,The skin operation was performed by the whistle.,improbable,impossible,unrelated,unrelated
"At the track, the horse was raced by the applicant.","At the track, the horse was raced by the curriculum.",improbable,impossible,unrelated,unrelated
The burglars were caught and arrested by the pianist.,The burglars were caught and arrested by the metronome.,improbable,impossible,unrelated,unrelated
The castle was attacked by the shopper.,The castle was attacked by the toffee.,improbable,impossible,unrelated,unrelated
"In the court-case that attracted lots of media, the man was sentenced by the granny.","In the court-case that attracted lots of media, the man was sentenced by the extinguisher.",improbable,impossible,unrelated,unrelated
Everyone watched while the man was mugged by the technician.,Everyone watched while the man was mugged by the telescope.,improbable,impossible,unrelated,unrelated
At the sausage stand lots of food was bought by the villain.,At the sausage stand lots of food was bought by the tower.,improbable,impossible,unrelated,unrelated
The decision to cancel the television show was made by the widow.,The decision to cancel the television show was made by the coffin.,improbable,impossible,unrelated,unrelated
In the courtroom the killer was set free by the violinist.,In the courtroom the killer was set free by the flute.,improbable,impossible,unrelated,unrelated
All possessions in the will were left by the reporter.,All possessions in the will were left by the verdict.,improbable,impossible,unrelated,unrelated
In an act of generosity a large sum was donated by the sunbather.,In an act of generosity a large sum was donated by the paddle.,improbable,impossible,unrelated,unrelated
The novel was written by the builder.,The novel was written by the lawn-mower.,improbable,impossible,unrelated,unrelated
The holiday cruise ship was sailed by the president.,The holiday cruise ship was sailed by the constitution.,improbable,impossible,unrelated,unrelated
At the church the baptism was conducted by the passenger.,At the church the baptism was conducted by the deck.,improbable,impossible,unrelated,unrelated
"Before the island was discovered, it was inhabited by the assistant.","Before the island was discovered, it was inhabited by the tooth.",improbable,impossible,unrelated,unrelated
The ship was navigated by the toddler.,The ship was navigated by the powder.,improbable,impossible,unrelated,unrelated
The bank's vault had been robbed by the psychologist.,The bank's vault had been robbed by the tape-measure.,improbable,impossible,unrelated,unrelated
The advanced karate class was taught by the culprit.,The advanced karate class was taught by the fingerprint.,improbable,impossible,unrelated,unrelated
Every day the school facilities were cleaned by the amateur.,Every day the school facilities were cleaned by the boot.,improbable,impossible,unrelated,unrelated
Every morning at 6am the newspaper was delivered by the lookout.,Every morning at 6am the newspaper was delivered by the aerosol.,improbable,impossible,unrelated,unrelated
The president was interviewed on television by the gambler.,The president was interviewed on television by the harness.,improbable,impossible,unrelated,unrelated
"At the children football game, a goal was scored by the delinquent.","At the children football game, a goal was scored by the brake.",improbable,impossible,unrelated,unrelated
When there was a fire in the home everyone was carried out by the examiner.,When there was a fire in the home everyone was carried out by the textbook.,improbable,impossible,unrelated,unrelated
During art lessons at kindergarten lots of messy pictures were created by the waiter.,During art lessons at kindergarten lots of messy pictures were created by the parking-meter.,improbable,impossible,unrelated,unrelated
"During a speech, the political rally was bombed by the bride.","During a speech, the political rally was bombed by the ring.",improbable,impossible,unrelated,unrelated
Data from the drug trial was analysed by the engineer.,Data from the drug trial was analysed by the brick.,improbable,impossible,unrelated,unrelated
The advanced mountain climbing lesson was given by the grocer.,The advanced mountain climbing lesson was given by the shellfish.,improbable,impossible,unrelated,unrelated
The couple was afraid that their missing baby girl would be found by the spectator.,The couple was afraid that their missing baby girl would be found by the mustard.,improbable,impossible,unrelated,unrelated
Before the funeral of the old man the grave was dug by the dean.,Before the funeral of the old man the grave was dug by the catalogue.,improbable,impossible,unrelated,unrelated
Because of the recent threats the mayor was escorted by the sculptor.,Because of the recent threats the mayor was escorted by the frame.,improbable,impossible,unrelated,unrelated
Because the car was parked illegally a ticket was issued by the trainee.,Because the car was parked illegally a ticket was issued by the statement.,improbable,impossible,unrelated,unrelated
When the bottle leaked the milk was mopped up by the apprentice.,When the bottle leaked the milk was mopped up by the sewing-machine.,improbable,impossible,unrelated,unrelated
"At the estate sale, prices are announced by the rider.","At the estate sale, prices are announced by the track.",improbable,impossible,unrelated,unrelated
"Because of his ears, the student was targeted by the holiday-maker.","Because of his ears, the student was targeted by the photograph.",improbable,impossible,unrelated,unrelated
A big crowd had gathered to watch as the rocket was launched by the caller.,A big crowd had gathered to watch as the rocket was launched by the receiver.,improbable,impossible,unrelated,unrelated
The soup company for homeless people was funded by the plumber.,The soup company for homeless people was funded by the keyhole.,improbable,impossible,unrelated,unrelated
"During the election, the presidential candidate was voted for by his kid.","During the election, the presidential candidate was voted for by his soap.",improbable,impossible,unrelated,unrelated
"Despite the high security in the castle, the crown was stolen by the winner.","Despite the high security in the castle, the crown was stolen by the golf-ball.",improbable,impossible,unrelated,unrelated
"During the kidnapping, freedom was requested by the fan.","During the kidnapping, freedom was requested by the bicycle.",improbable,impossible,unrelated,unrelated
The town was defended with guns by the bookworm.,The town was defended with guns by the paperback.,improbable,impossible,unrelated,unrelated
At the sweet shop six pounds of candy was sold by the centurion.,At the sweet shop six pounds of candy was sold by the sword.,improbable,impossible,unrelated,unrelated
The hole through the prison wall was drilled by the bachelor.,The hole through the prison wall was drilled by the bouquet.,improbable,impossible,unrelated,unrelated
All the information for the test was memorised by the tourist.,All the information for the test was memorised by the anchor.,improbable,impossible,unrelated,unrelated
Each month the rent payment was paid by the composer.,Each month the rent payment was paid by the costume.,improbable,impossible,unrelated,unrelated
At the football match the winning goal was scored by the witch.,At the football match the winning goal was scored by the crown.,improbable,impossible,unrelated,unrelated
At night the jail was locked by the character.,At night the jail was locked by the magazine.,improbable,impossible,unrelated,unrelated
During the concert the symphony was conducted by the reverend.,During the concert the symphony was conducted by the veil.,improbable,impossible,unrelated,unrelated
The phone call was redirected by the bidder.,The phone call was redirected by the furniture.,improbable,impossible,unrelated,unrelated
"During the athletic tournament, the runner was overtaken by the watchman.","During the athletic tournament, the runner was overtaken by the jewellery.",improbable,impossible,unrelated,unrelated
Because of the recall everything was refunded by the cook.,Because of the recall everything was refunded by the penny.,improbable,impossible,unrelated,unrelated
At the construction site all of the dirtiest work was done by the producer.,At the construction site all of the dirtiest work was done by the keyboard.,improbable,impossible,unrelated,unrelated
Invitations to the dinner party were posted by the victim.,Invitations to the dinner party were posted by the treasure.,improbable,impossible,unrelated,unrelated
"At the airport, the luggage is searched by the boss.","At the airport, the luggage is searched by the list.",improbable,impossible,unrelated,unrelated
In the Texan town the bank was robbed by the participant.,In the Texan town the bank was robbed by the injection.,improbable,impossible,unrelated,unrelated
The employment interviews were administered by the servant.,The employment interviews were administered by the tray.,improbable,impossible,unrelated,unrelated
