,sentence,likelihood,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
5157,wearing shoes made of stars.,2.3076923076923075,9,12.9375,-596.0,-584.0
5158,wearing shoes made of stars.,2.3076923076923075,10,203.0,-1104.0,-904.0
5159,wearing shoes made of stars.,2.3076923076923075,11,284.0,-1736.0,-1448.0
5160,wearing shoes made of stars.,2.3076923076923075,12,158.0,-1552.0,-1392.0
5161,wearing shoes made of stars.,2.3076923076923075,13,772.0,-2544.0,-1768.0
5162,wearing shoes made of stars.,2.3076923076923075,14,880.0,-2544.0,-1672.0
5163,wearing shoes made of stars.,2.3076923076923075,15,552.0,-3728.0,-3168.0
5164,wearing shoes made of stars.,2.3076923076923075,16,920.0,-3712.0,-2800.0
5165,wearing shoes made of stars.,2.3076923076923075,17,284.0,-3600.0,-3312.0
5166,wearing shoes made of stars.,2.3076923076923075,18,532.0,-4896.0,-4352.0
5167,wearing shoes made of stars.,2.3076923076923075,19,215.0,-4288.0,-4048.0
5168,wearing shoes made of stars.,2.3076923076923075,20,840.0,-4080.0,-3232.0
5169,wearing shoes made of stars.,2.3076923076923075,21,2128.0,-4352.0,-2208.0
5170,wearing shoes made of stars.,2.3076923076923075,22,2560.0,-5984.0,-3408.0
5171,wearing shoes made of stars.,2.3076923076923075,23,3744.0,-6368.0,-2624.0
5172,wearing shoes made of stars.,2.3076923076923075,24,4640.0,-6592.0,-1952.0
5173,wearing shoes made of stars.,2.3076923076923075,25,5696.0,6080.0,11776.0
5174,baking a cake inside an oven.,99.16666666666667,0,-4.03125,-6.625,-10.6875
5175,baking a cake inside an oven.,99.16666666666667,1,-8.25,-37.5,-45.75
5176,baking a cake inside an oven.,99.16666666666667,2,-4.8125,-36.0,-40.75
5177,baking a cake inside an oven.,99.16666666666667,3,1.8046875,-94.5,-93.0
5178,baking a cake inside an oven.,99.16666666666667,4,-47.0,-207.0,-254.0
5179,baking a cake inside an oven.,99.16666666666667,5,-10.0625,-164.0,-175.0
5180,baking a cake inside an oven.,99.16666666666667,6,-137.0,-376.0,-512.0
5181,baking a cake inside an oven.,99.16666666666667,7,-175.0,-888.0,-1064.0
5182,baking a cake inside an oven.,99.16666666666667,8,-284.0,-972.0,-1256.0
5183,baking a cake inside an oven.,99.16666666666667,9,-346.0,-912.0,-1256.0
5184,baking a cake inside an oven.,99.16666666666667,10,-286.0,-1336.0,-1624.0
5185,baking a cake inside an oven.,99.16666666666667,11,-840.0,-2352.0,-3184.0
5186,baking a cake inside an oven.,99.16666666666667,12,-1032.0,-2064.0,-3088.0
5187,baking a cake inside an oven.,99.16666666666667,13,-868.0,-2704.0,-3568.0
5188,baking a cake inside an oven.,99.16666666666667,14,-896.0,-2784.0,-3680.0
5189,baking a cake inside an oven.,99.16666666666667,15,-1864.0,-4736.0,-6592.0
5190,baking a cake inside an oven.,99.16666666666667,16,-1936.0,-4768.0,-6720.0
5191,baking a cake inside an oven.,99.16666666666667,17,-2688.0,-4672.0,-7360.0
5192,baking a cake inside an oven.,99.16666666666667,18,-3488.0,-5920.0,-9408.0
5193,baking a cake inside an oven.,99.16666666666667,19,-4048.0,-5824.0,-9856.0
5194,baking a cake inside an oven.,99.16666666666667,20,-3824.0,-5920.0,-9728.0
5195,baking a cake inside an oven.,99.16666666666667,21,-3744.0,-6912.0,-10624.0
5196,baking a cake inside an oven.,99.16666666666667,22,-4224.0,-8704.0,-12928.0
5197,baking a cake inside an oven.,99.16666666666667,23,-4256.0,-9344.0,-13568.0
5198,baking a cake inside an oven.,99.16666666666667,24,-4448.0,-10048.0,-14464.0
5199,baking a cake inside an oven.,99.16666666666667,25,-4352.0,360.0,-4000.0
5200,writing a letter using a snowflake.,1.1428571428571428,0,-2.65625,-5.0625,-7.6875
5201,writing a letter using a snowflake.,1.1428571428571428,1,-7.3125,-17.625,-25.0
5202,writing a letter using a snowflake.,1.1428571428571428,2,-1.8359375,-12.6875,-14.5625
5203,writing a letter using a snowflake.,1.1428571428571428,3,30.375,-21.25,8.875
5204,writing a letter using a snowflake.,1.1428571428571428,4,-10.5,-106.0,-117.0
5205,writing a letter using a snowflake.,1.1428571428571428,5,95.0,-0.498046875,94.5
5206,writing a letter using a snowflake.,1.1428571428571428,6,-50.0,-250.0,-300.0
5207,writing a letter using a snowflake.,1.1428571428571428,7,-13.1875,-672.0,-684.0
5208,writing a letter using a snowflake.,1.1428571428571428,8,-58.5,-692.0,-748.0
5209,writing a letter using a snowflake.,1.1428571428571428,9,-29.125,-608.0,-636.0
5210,writing a letter using a snowflake.,1.1428571428571428,10,95.0,-1128.0,-1032.0
5211,writing a letter using a snowflake.,1.1428571428571428,11,210.0,-1784.0,-1576.0
5212,writing a letter using a snowflake.,1.1428571428571428,12,-21.625,-1568.0,-1592.0
5213,writing a letter using a snowflake.,1.1428571428571428,13,392.0,-2496.0,-2112.0
5214,writing a letter using a snowflake.,1.1428571428571428,14,476.0,-2464.0,-1984.0
5215,writing a letter using a snowflake.,1.1428571428571428,15,-340.0,-4016.0,-4352.0
5216,writing a letter using a snowflake.,1.1428571428571428,16,-146.0,-3872.0,-4032.0
5217,writing a letter using a snowflake.,1.1428571428571428,17,-1032.0,-3504.0,-4544.0
5218,writing a letter using a snowflake.,1.1428571428571428,18,-1160.0,-4672.0,-5856.0
5219,writing a letter using a snowflake.,1.1428571428571428,19,-1560.0,-4096.0,-5664.0
5220,writing a letter using a snowflake.,1.1428571428571428,20,-1120.0,-3808.0,-4928.0
5221,writing a letter using a snowflake.,1.1428571428571428,21,-270.0,-3648.0,-3920.0
5222,writing a letter using a snowflake.,1.1428571428571428,22,1.484375,-4608.0,-4608.0
5223,writing a letter using a snowflake.,1.1428571428571428,23,940.0,-4288.0,-3344.0
5224,writing a letter using a snowflake.,1.1428571428571428,24,1456.0,-2608.0,-1144.0
5225,writing a letter using a snowflake.,1.1428571428571428,25,3248.0,15360.0,18560.0
5226,building a bridge out of dance.,3.0,0,-2.71875,-2.328125,-5.0
5227,building a bridge out of dance.,3.0,1,-8.5,-10.625,-19.125
5228,building a bridge out of dance.,3.0,2,-3.265625,-6.21875,-9.5
5229,building a bridge out of dance.,3.0,3,49.25,42.75,92.0
5230,building a bridge out of dance.,3.0,4,-0.052734375,-37.75,-38.0
5231,building a bridge out of dance.,3.0,5,144.0,178.0,322.0
5232,building a bridge out of dance.,3.0,6,-1.0234375,-50.25,-51.25
5233,building a bridge out of dance.,3.0,7,101.5,-400.0,-296.0
5234,building a bridge out of dance.,3.0,8,70.0,-450.0,-378.0
5235,building a bridge out of dance.,3.0,9,225.0,-160.0,65.5
5236,building a bridge out of dance.,3.0,10,418.0,-684.0,-268.0
5237,building a bridge out of dance.,3.0,11,644.0,-1032.0,-380.0
5238,building a bridge out of dance.,3.0,12,536.0,-956.0,-422.0
5239,building a bridge out of dance.,3.0,13,1136.0,-1704.0,-572.0
5240,building a bridge out of dance.,3.0,14,1248.0,-1960.0,-704.0
5241,building a bridge out of dance.,3.0,15,840.0,-2912.0,-2064.0
5242,building a bridge out of dance.,3.0,16,1216.0,-3136.0,-1920.0
5243,building a bridge out of dance.,3.0,17,532.0,-2976.0,-2448.0
5244,building a bridge out of dance.,3.0,18,872.0,-4256.0,-3392.0
5245,building a bridge out of dance.,3.0,19,540.0,-3664.0,-3120.0
5246,building a bridge out of dance.,3.0,20,1168.0,-3456.0,-2288.0
5247,building a bridge out of dance.,3.0,21,2656.0,-3488.0,-828.0
5248,building a bridge out of dance.,3.0,22,3168.0,-4768.0,-1592.0
5249,building a bridge out of dance.,3.0,23,4480.0,-4864.0,-392.0
5250,building a bridge out of dance.,3.0,24,5760.0,-4576.0,1168.0
5251,building a bridge out of dance.,3.0,25,6432.0,9664.0,16064.0
5252,boiling water using a kettle.,98.45454545454545,0,-3.53125,-8.375,-11.875
5253,boiling water using a kettle.,98.45454545454545,1,-6.875,-40.25,-47.0
5254,boiling water using a kettle.,98.45454545454545,2,-2.765625,-38.0,-40.75
5255,boiling water using a kettle.,98.45454545454545,3,-2.0625,-103.5,-105.5
5256,boiling water using a kettle.,98.45454545454545,4,-45.5,-193.0,-239.0
5257,boiling water using a kettle.,98.45454545454545,5,-16.875,-172.0,-189.0
5258,boiling water using a kettle.,98.45454545454545,6,-152.0,-374.0,-524.0
5259,boiling water using a kettle.,98.45454545454545,7,-165.0,-816.0,-984.0
5260,boiling water using a kettle.,98.45454545454545,8,-229.0,-924.0,-1152.0
5261,boiling water using a kettle.,98.45454545454545,9,-268.0,-912.0,-1184.0
5262,boiling water using a kettle.,98.45454545454545,10,-210.0,-1440.0,-1656.0
5263,boiling water using a kettle.,98.45454545454545,11,-548.0,-2432.0,-2976.0
5264,boiling water using a kettle.,98.45454545454545,12,-780.0,-2160.0,-2928.0
5265,boiling water using a kettle.,98.45454545454545,13,-608.0,-3024.0,-3632.0
5266,boiling water using a kettle.,98.45454545454545,14,-528.0,-3040.0,-3552.0
5267,boiling water using a kettle.,98.45454545454545,15,-1120.0,-4448.0,-5568.0
5268,boiling water using a kettle.,98.45454545454545,16,-960.0,-4576.0,-5536.0
5269,boiling water using a kettle.,98.45454545454545,17,-1624.0,-4608.0,-6240.0
5270,boiling water using a kettle.,98.45454545454545,18,-1896.0,-5664.0,-7584.0
5271,boiling water using a kettle.,98.45454545454545,19,-2160.0,-5216.0,-7360.0
5272,boiling water using a kettle.,98.45454545454545,20,-1768.0,-5088.0,-6848.0
5273,boiling water using a kettle.,98.45454545454545,21,-1168.0,-5824.0,-7008.0
5274,boiling water using a kettle.,98.45454545454545,22,-1176.0,-7616.0,-8768.0
5275,boiling water using a kettle.,98.45454545454545,23,-420.0,-8256.0,-8704.0
5276,boiling water using a kettle.,98.45454545454545,24,-170.0,-8256.0,-8384.0
5277,boiling water using a kettle.,98.45454545454545,25,672.0,2656.0,3280.0
5278,shaving their beard using a teabag.,0.4,0,-3.515625,-9.5625,-13.0625
5279,shaving their beard using a teabag.,0.4,1,-8.1875,-23.25,-31.5
5280,shaving their beard using a teabag.,0.4,2,-3.375,-17.375,-20.75
5281,shaving their beard using a teabag.,0.4,3,10.0625,-70.0,-60.25
5282,shaving their beard using a teabag.,0.4,4,-38.5,-176.0,-215.0
5283,shaving their beard using a teabag.,0.4,5,8.625,-136.0,-127.5
5284,shaving their beard using a teabag.,0.4,6,-116.5,-322.0,-440.0
5285,shaving their beard using a teabag.,0.4,7,-99.0,-848.0,-944.0
5286,shaving their beard using a teabag.,0.4,8,-140.0,-916.0,-1056.0
5287,shaving their beard using a teabag.,0.4,9,-103.5,-760.0,-864.0
5288,shaving their beard using a teabag.,0.4,10,66.5,-1400.0,-1336.0
5289,shaving their beard using a teabag.,0.4,11,191.0,-2208.0,-2016.0
5290,shaving their beard using a teabag.,0.4,12,-44.25,-2024.0,-2064.0
5291,shaving their beard using a teabag.,0.4,13,426.0,-3360.0,-2944.0
5292,shaving their beard using a teabag.,0.4,14,576.0,-3424.0,-2848.0
5293,shaving their beard using a teabag.,0.4,15,5.4375,-5120.0,-5120.0
5294,shaving their beard using a teabag.,0.4,16,304.0,-5408.0,-5120.0
5295,shaving their beard using a teabag.,0.4,17,-292.0,-5536.0,-5824.0
5296,shaving their beard using a teabag.,0.4,18,168.0,-7360.0,-7200.0
5297,shaving their beard using a teabag.,0.4,19,-260.0,-6976.0,-7264.0
5298,shaving their beard using a teabag.,0.4,20,290.0,-7040.0,-6752.0
5299,shaving their beard using a teabag.,0.4,21,1480.0,-8096.0,-6624.0
5300,shaving their beard using a teabag.,0.4,22,1664.0,-10496.0,-8832.0
5301,shaving their beard using a teabag.,0.4,23,2720.0,-11456.0,-8704.0
5302,shaving their beard using a teabag.,0.4,24,3088.0,-12608.0,-9472.0
5303,shaving their beard using a teabag.,0.4,25,3536.0,-1408.0,2096.0
5304,storing dishes inside a cabinet.,95.66666666666667,0,-4.25,-4.71875,-8.9375
5305,storing dishes inside a cabinet.,95.66666666666667,1,-9.875,-24.25,-34.25
5306,storing dishes inside a cabinet.,95.66666666666667,2,-4.75,-19.375,-24.125
5307,storing dishes inside a cabinet.,95.66666666666667,3,2.40625,-72.5,-70.0
5308,storing dishes inside a cabinet.,95.66666666666667,4,-54.0,-189.0,-243.0
5309,storing dishes inside a cabinet.,95.66666666666667,5,-15.375,-144.0,-158.0
5310,storing dishes inside a cabinet.,95.66666666666667,6,-135.0,-350.0,-484.0
5311,storing dishes inside a cabinet.,95.66666666666667,7,-158.0,-816.0,-972.0
5312,storing dishes inside a cabinet.,95.66666666666667,8,-250.0,-828.0,-1080.0
5313,storing dishes inside a cabinet.,95.66666666666667,9,-286.0,-752.0,-1040.0
5314,storing dishes inside a cabinet.,95.66666666666667,10,-214.0,-1224.0,-1440.0
5315,storing dishes inside a cabinet.,95.66666666666667,11,-592.0,-1976.0,-2560.0
5316,storing dishes inside a cabinet.,95.66666666666667,12,-744.0,-1880.0,-2624.0
5317,storing dishes inside a cabinet.,95.66666666666667,13,-684.0,-2640.0,-3328.0
5318,storing dishes inside a cabinet.,95.66666666666667,14,-580.0,-2704.0,-3280.0
5319,storing dishes inside a cabinet.,95.66666666666667,15,-1496.0,-4384.0,-5888.0
5320,storing dishes inside a cabinet.,95.66666666666667,16,-1480.0,-4416.0,-5888.0
5321,storing dishes inside a cabinet.,95.66666666666667,17,-2256.0,-4576.0,-6848.0
5322,storing dishes inside a cabinet.,95.66666666666667,18,-2480.0,-5952.0,-8448.0
5323,storing dishes inside a cabinet.,95.66666666666667,19,-2992.0,-5824.0,-8832.0
5324,storing dishes inside a cabinet.,95.66666666666667,20,-2768.0,-5888.0,-8704.0
5325,storing dishes inside a cabinet.,95.66666666666667,21,-2448.0,-6880.0,-9280.0
5326,storing dishes inside a cabinet.,95.66666666666667,22,-2928.0,-9024.0,-11968.0
5327,storing dishes inside a cabinet.,95.66666666666667,23,-2512.0,-9792.0,-12352.0
5328,storing dishes inside a cabinet.,95.66666666666667,24,-2656.0,-9600.0,-12288.0
5329,storing dishes inside a cabinet.,95.66666666666667,25,-2976.0,2912.0,-35.25
5330,displaying books on a bed.,53.2,0,-3.96875,-2.125,-6.09375
5331,displaying books on a bed.,53.2,1,-10.9375,-9.0625,-20.0
5332,displaying books on a bed.,53.2,2,-5.75,-5.15625,-10.9375
5333,displaying books on a bed.,53.2,3,1.078125,-75.0,-73.5
5334,displaying books on a bed.,53.2,4,-44.0,-148.0,-192.0
5335,displaying books on a bed.,53.2,5,4.375,-92.0,-88.0
5336,displaying books on a bed.,53.2,6,-105.0,-292.0,-396.0
5337,displaying books on a bed.,53.2,7,-138.0,-712.0,-844.0
5338,displaying books on a bed.,53.2,8,-264.0,-872.0,-1136.0
5339,displaying books on a bed.,53.2,9,-354.0,-792.0,-1144.0
5340,displaying books on a bed.,53.2,10,-338.0,-1272.0,-1616.0
5341,displaying books on a bed.,53.2,11,-692.0,-1824.0,-2512.0
5342,displaying books on a bed.,53.2,12,-888.0,-1656.0,-2544.0
5343,displaying books on a bed.,53.2,13,-784.0,-2464.0,-3264.0
5344,displaying books on a bed.,53.2,14,-744.0,-2528.0,-3264.0
5345,displaying books on a bed.,53.2,15,-1768.0,-4384.0,-6144.0
5346,displaying books on a bed.,53.2,16,-2040.0,-4320.0,-6368.0
5347,displaying books on a bed.,53.2,17,-2800.0,-4160.0,-6944.0
5348,displaying books on a bed.,53.2,18,-3712.0,-5248.0,-8960.0
5349,displaying books on a bed.,53.2,19,-4256.0,-5120.0,-9344.0
5350,displaying books on a bed.,53.2,20,-4192.0,-4992.0,-9216.0
5351,displaying books on a bed.,53.2,21,-4192.0,-5344.0,-9536.0
5352,displaying books on a bed.,53.2,22,-4768.0,-6464.0,-11200.0
5353,displaying books on a bed.,53.2,23,-4864.0,-6592.0,-11392.0
5354,displaying books on a bed.,53.2,24,-5088.0,-5184.0,-10240.0
5355,displaying books on a bed.,53.2,25,-5152.0,13440.0,8320.0
5356,covering a window using sheets.,61.2,0,-4.15625,-5.40625,-9.5
5357,covering a window using sheets.,61.2,1,-9.9375,-18.0,-28.0
5358,covering a window using sheets.,61.2,2,-4.9375,-12.1875,-17.125
5359,covering a window using sheets.,61.2,3,22.25,-13.5625,8.5625
5360,covering a window using sheets.,61.2,4,-17.125,-88.5,-106.0
5361,covering a window using sheets.,61.2,5,54.75,52.5,107.0
5362,covering a window using sheets.,61.2,6,-88.5,-171.0,-260.0
5363,covering a window using sheets.,61.2,7,-63.75,-624.0,-688.0
5364,covering a window using sheets.,61.2,8,-129.0,-700.0,-828.0
5365,covering a window using sheets.,61.2,9,-137.0,-600.0,-736.0
5366,covering a window using sheets.,61.2,10,-27.125,-1144.0,-1168.0
5367,covering a window using sheets.,61.2,11,-72.5,-2048.0,-2112.0
5368,covering a window using sheets.,61.2,12,-340.0,-1784.0,-2128.0
5369,covering a window using sheets.,61.2,13,-122.0,-2832.0,-2960.0
5370,covering a window using sheets.,61.2,14,-77.0,-2768.0,-2832.0
5371,covering a window using sheets.,61.2,15,-620.0,-4320.0,-4928.0
5372,covering a window using sheets.,61.2,16,-462.0,-4288.0,-4736.0
5373,covering a window using sheets.,61.2,17,-1160.0,-3920.0,-5088.0
5374,covering a window using sheets.,61.2,18,-1048.0,-5376.0,-6432.0
5375,covering a window using sheets.,61.2,19,-1328.0,-4864.0,-6176.0
5376,covering a window using sheets.,61.2,20,-1072.0,-4960.0,-6048.0
5377,covering a window using sheets.,61.2,21,-310.0,-5728.0,-6016.0
5378,covering a window using sheets.,61.2,22,-386.0,-7488.0,-7872.0
5379,covering a window using sheets.,61.2,23,378.0,-8192.0,-7840.0
5380,covering a window using sheets.,61.2,24,584.0,-7488.0,-6880.0
5381,covering a window using sheets.,61.2,25,1376.0,7072.0,8512.0
5382,unlocking a door using a marshmallow.,1.2727272727272727,0,-3.234375,-6.15625,-9.4375
5383,unlocking a door using a marshmallow.,1.2727272727272727,1,-8.75,-29.25,-38.0
5384,unlocking a door using a marshmallow.,1.2727272727272727,2,-4.0625,-21.125,-25.25
5385,unlocking a door using a marshmallow.,1.2727272727272727,3,46.75,-52.0,-5.25
5386,unlocking a door using a marshmallow.,1.2727272727272727,4,0.2412109375,-126.0,-126.0
5387,unlocking a door using a marshmallow.,1.2727272727272727,5,121.0,2.921875,124.0
5388,unlocking a door using a marshmallow.,1.2727272727272727,6,-23.625,-251.0,-274.0
5389,unlocking a door using a marshmallow.,1.2727272727272727,7,3.09375,-788.0,-784.0
5390,unlocking a door using a marshmallow.,1.2727272727272727,8,-34.0,-860.0,-888.0
5391,unlocking a door using a marshmallow.,1.2727272727272727,9,66.5,-780.0,-716.0
5392,unlocking a door using a marshmallow.,1.2727272727272727,10,282.0,-1360.0,-1080.0
5393,unlocking a door using a marshmallow.,1.2727272727272727,11,600.0,-2208.0,-1600.0
5394,unlocking a door using a marshmallow.,1.2727272727272727,12,312.0,-2096.0,-1784.0
5395,unlocking a door using a marshmallow.,1.2727272727272727,13,796.0,-3424.0,-2624.0
5396,unlocking a door using a marshmallow.,1.2727272727272727,14,992.0,-3520.0,-2528.0
5397,unlocking a door using a marshmallow.,1.2727272727272727,15,368.0,-5472.0,-5088.0
5398,unlocking a door using a marshmallow.,1.2727272727272727,16,548.0,-5792.0,-5248.0
5399,unlocking a door using a marshmallow.,1.2727272727272727,17,-161.0,-5536.0,-5728.0
5400,unlocking a door using a marshmallow.,1.2727272727272727,18,61.25,-7424.0,-7360.0
5401,unlocking a door using a marshmallow.,1.2727272727272727,19,-206.0,-6912.0,-7136.0
5402,unlocking a door using a marshmallow.,1.2727272727272727,20,332.0,-7104.0,-6784.0
5403,unlocking a door using a marshmallow.,1.2727272727272727,21,1664.0,-8320.0,-6656.0
5404,unlocking a door using a marshmallow.,1.2727272727272727,22,2064.0,-10432.0,-8384.0
5405,unlocking a door using a marshmallow.,1.2727272727272727,23,3136.0,-11200.0,-8032.0
5406,unlocking a door using a marshmallow.,1.2727272727272727,24,3920.0,-11584.0,-7648.0
5407,unlocking a door using a marshmallow.,1.2727272727272727,25,5216.0,544.0,5760.0
5408,smashing a pumpkin using a boulder.,69.7,0,-3.03125,-6.59375,-9.625
5409,smashing a pumpkin using a boulder.,69.7,1,-8.9375,-26.0,-35.0
5410,smashing a pumpkin using a boulder.,69.7,2,-4.375,-19.625,-24.0
5411,smashing a pumpkin using a boulder.,69.7,3,20.125,-68.5,-48.5
5412,smashing a pumpkin using a boulder.,69.7,4,-36.75,-205.0,-241.0
5413,smashing a pumpkin using a boulder.,69.7,5,33.75,-139.0,-105.5
5414,smashing a pumpkin using a boulder.,69.7,6,-116.5,-386.0,-502.0
5415,smashing a pumpkin using a boulder.,69.7,7,-110.5,-908.0,-1020.0
5416,smashing a pumpkin using a boulder.,69.7,8,-165.0,-1024.0,-1192.0
5417,smashing a pumpkin using a boulder.,69.7,9,-167.0,-880.0,-1048.0
5418,smashing a pumpkin using a boulder.,69.7,10,-49.75,-1424.0,-1480.0
5419,smashing a pumpkin using a boulder.,69.7,11,-107.0,-2320.0,-2416.0
5420,smashing a pumpkin using a boulder.,69.7,12,-316.0,-2064.0,-2384.0
5421,smashing a pumpkin using a boulder.,69.7,13,37.0,-3280.0,-3248.0
5422,smashing a pumpkin using a boulder.,69.7,14,204.0,-3216.0,-3008.0
5423,smashing a pumpkin using a boulder.,69.7,15,-418.0,-5216.0,-5632.0
5424,smashing a pumpkin using a boulder.,69.7,16,-251.0,-5632.0,-5888.0
5425,smashing a pumpkin using a boulder.,69.7,17,-856.0,-5440.0,-6304.0
5426,smashing a pumpkin using a boulder.,69.7,18,-632.0,-7104.0,-7744.0
5427,smashing a pumpkin using a boulder.,69.7,19,-924.0,-6688.0,-7616.0
5428,smashing a pumpkin using a boulder.,69.7,20,-376.0,-6816.0,-7168.0
5429,smashing a pumpkin using a boulder.,69.7,21,1012.0,-7744.0,-6720.0
5430,smashing a pumpkin using a boulder.,69.7,22,1360.0,-9664.0,-8320.0
5431,smashing a pumpkin using a boulder.,69.7,23,2608.0,-10432.0,-7808.0
5432,smashing a pumpkin using a boulder.,69.7,24,3552.0,-10432.0,-6848.0
5433,smashing a pumpkin using a boulder.,69.7,25,5184.0,2528.0,7776.0
5434,catching a fish in a lake.,91.7,0,-2.90625,-5.5,-8.375
5435,catching a fish in a lake.,91.7,1,-7.0625,-25.25,-32.25
5436,catching a fish in a lake.,91.7,2,-3.046875,-20.125,-23.125
5437,catching a fish in a lake.,91.7,3,13.25,-67.5,-54.5
5438,catching a fish in a lake.,91.7,4,-40.0,-174.0,-215.0
5439,catching a fish in a lake.,91.7,5,-1.921875,-154.0,-155.0
5440,catching a fish in a lake.,91.7,6,-143.0,-386.0,-528.0
5441,catching a fish in a lake.,91.7,7,-173.0,-820.0,-988.0
5442,catching a fish in a lake.,91.7,8,-272.0,-912.0,-1184.0
5443,catching a fish in a lake.,91.7,9,-304.0,-832.0,-1136.0
5444,catching a fish in a lake.,91.7,10,-251.0,-1296.0,-1544.0
5445,catching a fish in a lake.,91.7,11,-680.0,-2192.0,-2864.0
5446,catching a fish in a lake.,91.7,12,-880.0,-1968.0,-2848.0
5447,catching a fish in a lake.,91.7,13,-708.0,-2784.0,-3504.0
5448,catching a fish in a lake.,91.7,14,-684.0,-2864.0,-3552.0
5449,catching a fish in a lake.,91.7,15,-1624.0,-4672.0,-6304.0
5450,catching a fish in a lake.,91.7,16,-1728.0,-4576.0,-6304.0
5451,catching a fish in a lake.,91.7,17,-2544.0,-4512.0,-7040.0
5452,catching a fish in a lake.,91.7,18,-3360.0,-5664.0,-9024.0
5453,catching a fish in a lake.,91.7,19,-3872.0,-5504.0,-9408.0
5454,catching a fish in a lake.,91.7,20,-3760.0,-5376.0,-9152.0
5455,catching a fish in a lake.,91.7,21,-3664.0,-5728.0,-9408.0
5456,catching a fish in a lake.,91.7,22,-3984.0,-7104.0,-11072.0
5457,catching a fish in a lake.,91.7,23,-3936.0,-7392.0,-11328.0
5458,catching a fish in a lake.,91.7,24,-3968.0,-7072.0,-11072.0
5459,catching a fish in a lake.,91.7,25,-4288.0,6432.0,2112.0
5460,plucking a hair using tweezers.,97.15384615384616,0,-4.34375,-5.40625,-9.75
5461,plucking a hair using tweezers.,97.15384615384616,1,-10.25,-29.875,-40.0
5462,plucking a hair using tweezers.,97.15384615384616,2,-5.78125,-24.875,-30.625
5463,plucking a hair using tweezers.,97.15384615384616,3,-1.7109375,-65.5,-67.5
5464,plucking a hair using tweezers.,97.15384615384616,4,-52.25,-180.0,-232.0
5465,plucking a hair using tweezers.,97.15384615384616,5,-19.625,-118.5,-138.0
5466,plucking a hair using tweezers.,97.15384615384616,6,-157.0,-340.0,-498.0
5467,plucking a hair using tweezers.,97.15384615384616,7,-159.0,-788.0,-948.0
5468,plucking a hair using tweezers.,97.15384615384616,8,-253.0,-968.0,-1216.0
5469,plucking a hair using tweezers.,97.15384615384616,9,-284.0,-848.0,-1136.0
5470,plucking a hair using tweezers.,97.15384615384616,10,-194.0,-1352.0,-1552.0
5471,plucking a hair using tweezers.,97.15384615384616,11,-540.0,-2272.0,-2800.0
5472,plucking a hair using tweezers.,97.15384615384616,12,-788.0,-2080.0,-2864.0
5473,plucking a hair using tweezers.,97.15384615384616,13,-736.0,-2992.0,-3728.0
5474,plucking a hair using tweezers.,97.15384615384616,14,-656.0,-2944.0,-3600.0
5475,plucking a hair using tweezers.,97.15384615384616,15,-1840.0,-4768.0,-6592.0
5476,plucking a hair using tweezers.,97.15384615384616,16,-1944.0,-4896.0,-6848.0
5477,plucking a hair using tweezers.,97.15384615384616,17,-2736.0,-4864.0,-7616.0
5478,plucking a hair using tweezers.,97.15384615384616,18,-3600.0,-6144.0,-9728.0
5479,plucking a hair using tweezers.,97.15384615384616,19,-4192.0,-6112.0,-10304.0
5480,plucking a hair using tweezers.,97.15384615384616,20,-4080.0,-6272.0,-10304.0
5481,plucking a hair using tweezers.,97.15384615384616,21,-3872.0,-6944.0,-10816.0
5482,plucking a hair using tweezers.,97.15384615384616,22,-4448.0,-8896.0,-13312.0
5483,plucking a hair using tweezers.,97.15384615384616,23,-4352.0,-9472.0,-13824.0
5484,plucking a hair using tweezers.,97.15384615384616,24,-4672.0,-9216.0,-13888.0
5485,plucking a hair using tweezers.,97.15384615384616,25,-5216.0,4080.0,-1192.0
5486,filling a bucket with acorns.,63.3,0,-3.6875,-5.90625,-9.5625
5487,filling a bucket with acorns.,63.3,1,-8.625,-34.25,-43.0
5488,filling a bucket with acorns.,63.3,2,-4.84375,-32.5,-37.5
5489,filling a bucket with acorns.,63.3,3,20.5,-76.0,-55.5
5490,filling a bucket with acorns.,63.3,4,-23.5,-200.0,-224.0
5491,filling a bucket with acorns.,63.3,5,35.0,-138.0,-102.5
5492,filling a bucket with acorns.,63.3,6,-121.0,-382.0,-504.0
5493,filling a bucket with acorns.,63.3,7,-104.5,-924.0,-1024.0
5494,filling a bucket with acorns.,63.3,8,-126.0,-984.0,-1112.0
5495,filling a bucket with acorns.,63.3,9,-132.0,-840.0,-972.0
5496,filling a bucket with acorns.,63.3,10,-23.375,-1472.0,-1496.0
5497,filling a bucket with acorns.,63.3,11,-180.0,-2320.0,-2496.0
5498,filling a bucket with acorns.,63.3,12,-366.0,-2224.0,-2592.0
5499,filling a bucket with acorns.,63.3,13,-92.5,-3200.0,-3296.0
5500,filling a bucket with acorns.,63.3,14,12.5,-3200.0,-3184.0
5501,filling a bucket with acorns.,63.3,15,-784.0,-4800.0,-5568.0
5502,filling a bucket with acorns.,63.3,16,-684.0,-4992.0,-5664.0
5503,filling a bucket with acorns.,63.3,17,-1504.0,-5056.0,-6560.0
5504,filling a bucket with acorns.,63.3,18,-1544.0,-6560.0,-8096.0
5505,filling a bucket with acorns.,63.3,19,-1984.0,-6144.0,-8128.0
