population,ID,AgeGroup,Age,Task Name,order-a3p8,display,Trial Number,Response,RT,Event,event_type,Triad No.,Domain,Event Type,RT.sd
children,110,age 9,9.635616438,Block C,CAB,Trial,2,1,1880.9,open a window with their feet?,improbable,3,Physics,Improbable,-0.22412772107037782
children,110,age 9,9.635616438,Block C,CAB,Trial,3,1,2556.4,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,0.10408258679950709
children,110,age 9,9.635616438,Block C,CAB,Trial,4,0,823.1,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.7380890292343516
children,110,age 9,9.635616438,Block C,CAB,Trial,5,1,907.4,play with a toy?,ordinary,20,Conventional,Ordinary,-0.6971295489183911
children,110,age 9,9.635616438,Block C,CAB,Trial,6,1,1190.3,live for 60 years?,ordinary,22,Biology,Ordinary,-0.5596747804559331
children,110,age 9,9.635616438,Block C,CAB,Trial,7,0,1129.7,not eat for 10 days?,improbable,21,Biology,Improbable,-0.589118962035378
children,110,age 9,9.635616438,Block C,CAB,Trial,8,1,894.5,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.703397369749659
children,110,age 9,9.635616438,Block C,CAB,Trial,9,0,1190.1,eat a planet?,impossible,19,Conventional,Impossible,-0.5597719559726969
children,110,age 9,9.635616438,Block C,CAB,Trial,10,0,1941.7,clean a cloud?,impossible,8,Physics,Impossible,-0.19458636397416912
children,110,age 9,9.635616438,Block C,CAB,Trial,11,1,3647.4,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,0.634175030746279
children,110,age 9,9.635616438,Block C,CAB,Trial,12,1,1275.5,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.5182780103145352
children,110,age 9,9.635616438,Block C,CAB,Trial,13,0,2441.2,stay awake for 5 years?,impossible,23,Biology,Impossible,0.048109489143532504
children,110,age 9,9.635616438,Block C,CAB,Trial,14,1,2867.5,walk through an open door?,ordinary,2,Physics,Ordinary,0.2552391031256672
children,110,age 9,9.635616438,Block C,CAB,Trial,15,0,8990.1,cut the line to go into the store?,improbable,16,Moral,Improbable,3.23007319781724
children,110,age 9,9.635616438,Block C,CAB,Trial,16,1,2884.4,steal a large rock?,improbable,14,Moral,Improbable,0.2634504342922121
children,110,age 9,9.635616438,Block C,CAB,Trial,17,0,1419.6,make their friend shrink?,impossible,15,Moral,Impossible,-0.4482630504861853
children,110,age 9,9.635616438,Block C,CAB,Trial,18,1,1446.8,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.43504718020630245
children,110,age 9,9.635616438,Block C,CAB,Trial,19,1,1725.9,turn an onion into onion juice?,improbable,9,Physics,Improbable,-0.29943874656235736
children,110,age 9,9.635616438,Block C,CAB,Trial,20,0,8795.9,ride an ogre?,impossible,11,Other,Impossible,3.1357157710395462
children,110,age 9,9.635616438,Block C,CAB,Trial,21,0,1509.1,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.4047770067343649
children,110,age 9,9.635616438,Block C,CAB,Trial,22,0,1182.6,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.5634160378513411
children,110,age 9,9.635616438,Block C,CAB,Trial,23,1,1086.5,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.6101088736563683
children,110,age 9,9.635616438,Block C,CAB,Trial,24,0,2542.4,count all of the sand in the world?,impossible,6,Physics,Impossible,0.09728030062603797
children,110,age 9,9.635616438,Block C,CAB,Trial,25,0,1639.3,be born with 2 wings?,impossible,24,Biology,Impossible,-0.34151574532110207
children,110,age 9,9.635616438,Block C,CAB,Trial,26,0,4810.8,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,1.1994450117615627
children,111,age 9,9.62739726,Block A,ABC,Trial,1,0,5136.5,be born with 12 toes?,improbable,24,Biology,Improbable,1.3576953408114834
children,111,age 9,9.62739726,Block A,ABC,Trial,2,1,8628.5,eat an insect?,improbable,19,Conventional,Improbable,3.054379863508209
children,111,age 9,9.62739726,Block A,ABC,Trial,3,1,8412.8,play with magic?,impossible,20,Conventional,Impossible,2.949576068678402
children,111,age 9,9.62739726,Block A,ABC,Trial,4,1,5855.2,not eat for 1 hour?,ordinary,21,Biology,Ordinary,1.7068955603023586
children,111,age 9,9.62739726,Block A,ABC,Trial,5,0,3795.9,stay awake for 5 days?,improbable,23,Biology,Improbable,0.7063278519434336
children,111,age 9,9.62739726,Block A,ABC,Trial,6,1,1592.5,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.3642548162438417
children,111,age 9,9.62739726,Block A,ABC,Trial,7,1,2698.5,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,0.1731257914602186
children,111,age 9,9.62739726,Block A,ABC,Trial,8,0,1537.5,make a house out of gas?,impossible,7,Physics,Impossible,-0.39097808335389894
children,111,age 9,9.62739726,Block A,ABC,Trial,9,0,3468.2,move a marble with their mind?,impossible,1,Physics,Impossible,0.5471057677258742
children,111,age 9,9.62739726,Block A,ABC,Trial,10,0,1400.8,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.4573975490619867
children,111,age 9,9.62739726,Block A,ABC,Trial,11,0,1701,eat a large rock?,impossible,14,Moral,Impossible,-0.31153709839945604
children,111,age 9,9.62739726,Block A,ABC,Trial,12,1,5411.5,find a sweater in a closet?,ordinary,13,Other,Ordinary,1.4913116763617698
children,111,age 9,9.62739726,Block A,ABC,Trial,13,1,7948.4,live for 1000 years?,impossible,22,Biology,Impossible,2.7239345187527553
children,111,age 9,9.62739726,Block A,ABC,Trial,14,0,2781.3,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,0.2133564554004503
children,111,age 9,9.62739726,Block A,ABC,Trial,15,0,2234.5,walk through a hot fire?,improbable,2,Physics,Improbable,-0.05232140743190073
children,111,age 9,9.62739726,Block A,ABC,Trial,16,0,4751,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,1.170389532249173
children,111,age 9,9.62739726,Block A,ABC,Trial,18,1,3337.6,make their friend smile?,ordinary,15,Moral,Ordinary,0.4836501552790837
children,111,age 9,9.62739726,Block A,ABC,Trial,19,1,1354.8,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.4797479179176709
children,111,age 9,9.62739726,Block A,ABC,Trial,20,1,803.1999999,ride a horse?,ordinary,11,Other,Ordinary,-0.7477579932009419
children,111,age 9,9.62739726,Block A,ABC,Trial,21,1,787.5,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.7553862712183159
children,111,age 9,9.62739726,Block A,ABC,Trial,22,1,3512.5,paint polka dots on a plane?,improbable,4,Physics,Improbable,0.5686301446890658
children,111,age 9,9.62739726,Block A,ABC,Trial,23,0,2834.7,count all of the hairs on a dog?,improbable,6,Physics,Improbable,0.23930231837639662
children,111,age 9,9.62739726,Block A,ABC,Trial,24,1,7070.2,clean a road?,improbable,8,Physics,Improbable,2.2972368246427144
children,111,age 9,9.62739726,Block A,ABC,Trial,25,0,2148.1,have the moon as a pet?,impossible,10,Other,Impossible,-0.09430123067388162
children,111,age 9,9.62739726,Block A,ABC,Trial,26,0,3820.2,wear shoes made out of stone?,improbable,17,Conventional,Improbable,0.7181346772302405
children,111,age 9,9.62739726,Block B,ABC,Trial,1,0,3068.3,wear shoes made out of light?,impossible,17,Conventional,Impossible,0.3528033219565672
children,111,age 9,9.62739726,Block B,ABC,Trial,2,0,1204.8,not eat for 100 days?,impossible,21,Biology,Impossible,-0.5526295554905544
children,111,age 9,9.62739726,Block B,ABC,Trial,3,0,3402.2,make a house out of grass?,improbable,7,Physics,Improbable,0.5150378471938055
children,111,age 9,9.62739726,Block B,ABC,Trial,4,1,4234.9,play with a wolf?,improbable,20,Conventional,Improbable,0.919628111240072
children,111,age 9,9.62739726,Block B,ABC,Trial,5,0,5882.2,ride a cow?,improbable,11,Other,Improbable,1.7200142550654776
children,111,age 9,9.62739726,Block B,ABC,Trial,6,0,3897.4,live for 110 years?,improbable,22,Biology,Improbable,0.7556444267010847
children,111,age 9,9.62739726,Block B,ABC,Trial,7,0,3412,move a marble with their breath?,improbable,1,Physics,Improbable,0.519799447515234
children,111,age 9,9.62739726,Block B,ABC,Trial,8,0,4680.2,find a monkey in a closet?,improbable,13,Other,Improbable,1.135989399314772
children,111,age 9,9.62739726,Block B,ABC,Trial,9,0,3062.6,open a window with their breath?,impossible,3,Physics,Impossible,0.3500338197287975
children,111,age 9,9.62739726,Block B,ABC,Trial,10,1,1768.3,clean a car?,ordinary,8,Physics,Ordinary,-0.27883753700842234
children,111,age 9,9.62739726,Block B,ABC,Trial,11,0,5885.8,paint polka dots on a cloud?,impossible,4,Physics,Impossible,1.7217634143672271
children,111,age 9,9.62739726,Block B,ABC,Trial,12,1,2851.6,be born with 2 feet?,ordinary,24,Biology,Ordinary,0.24751364954294153
children,111,age 9,9.62739726,Block B,ABC,Trial,14,1,6042.1,eat a lollipop?,ordinary,19,Conventional,Ordinary,1.7977060807181717
children,111,age 9,9.62739726,Block B,ABC,Trial,15,1,2317.8,walk through a brick wall?,impossible,2,Physics,Impossible,-0.011847804699759398
children,111,age 9,9.62739726,Block B,ABC,Trial,16,0,984.4,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-0.6597169749643109
children,111,age 9,9.62739726,Block B,ABC,Trial,18,1,2002.6,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,-0.16499641911957852
children,111,age 9,9.62739726,Block B,ABC,Trial,19,1,5761.5,have a cat as a pet?,ordinary,10,Other,Ordinary,1.6613688306984975
children,111,age 9,9.62739726,Block B,ABC,Trial,20,1,2193.4,wait in line to go into the store?,ordinary,16,Moral,Ordinary,-0.07229097612687074
children,111,age 9,9.62739726,Block B,ABC,Trial,21,1,4742.1,count all of the students in a room?,ordinary,6,Physics,Ordinary,1.1660652217531822
children,111,age 9,9.62739726,Block B,ABC,Trial,22,0,2903.6,eat a whole whale for dinner?,impossible,25,Biology,Impossible,0.2727792839015411
children,111,age 9,9.62739726,Block B,ABC,Trial,23,1,5528.8,make their friend cry?,improbable,15,Moral,Improbable,1.5483051169437645
children,111,age 9,9.62739726,Block B,ABC,Trial,24,0,2950.2,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,0.2954211793075168
children,111,age 9,9.62739726,Block B,ABC,Trial,25,1,4951.5,unlock a door with a toothpick?,improbable,5,Physics,Improbable,1.2678079878049273
children,111,age 9,9.62739726,Block B,ABC,Trial,26,0,1393.8,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.46079869214872127
children,111,age 9,9.62739726,Block C,ABC,Trial,1,1,4039.4,be born with 2 wings?,impossible,24,Biology,Impossible,0.8246390436034143
children,111,age 9,9.62739726,Block C,ABC,Trial,2,1,7453.1,cut the line to go into the store?,improbable,16,Moral,Improbable,2.4832793514870946
children,111,age 9,9.62739726,Block C,ABC,Trial,3,1,1945.7,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.19264285363889222
children,111,age 9,9.62739726,Block C,ABC,Trial,4,0,5899.5,eat a pickle for dessert?,improbable,12,Conventional,Improbable,1.7284199372655502
children,111,age 9,9.62739726,Block C,ABC,Trial,6,0,8468.9,stay awake for 5 years?,impossible,23,Biology,Impossible,2.9768338011306605
children,111,age 9,9.62739726,Block C,ABC,Trial,7,1,5495.5,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,1.5321253934025842
children,111,age 9,9.62739726,Block C,ABC,Trial,8,1,5122,make a house out of bricks?,ordinary,7,Physics,Ordinary,1.3506501158461046
children,111,age 9,9.62739726,Block C,ABC,Trial,9,1,3712.3,have a lion as a pet?,improbable,10,Other,Improbable,0.6657084859361466
children,111,age 9,9.62739726,Block C,ABC,Trial,10,1,4697.7,unlock a door with their mind?,impossible,5,Physics,Impossible,1.1444922570316085
children,111,age 9,9.62739726,Block C,ABC,Trial,11,1,2842.6,live for 60 years?,ordinary,22,Biology,Ordinary,0.24314075128856852
children,111,age 9,9.62739726,Block C,ABC,Trial,12,0,5081,steal a large rock?,improbable,14,Moral,Improbable,1.3307291349095165
children,111,age 9,9.62739726,Block C,ABC,Trial,13,0,7651.1,make their friend shrink?,impossible,15,Moral,Impossible,2.5794831130833007
children,111,age 9,9.62739726,Block C,ABC,Trial,14,1,5724.1,find a unicorn in a closet?,impossible,13,Other,Impossible,1.6431970090636587
children,111,age 9,9.62739726,Block C,ABC,Trial,15,1,4247.2,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,0.9256044055210486
children,111,age 9,9.62739726,Block C,ABC,Trial,16,1,2925.7,walk through an open door?,ordinary,2,Physics,Ordinary,0.28351717850394587
children,111,age 9,9.62739726,Block C,ABC,Trial,17,0,6435.6,ride an ogre?,impossible,11,Other,Impossible,1.9888989099510357
children,111,age 9,9.62739726,Block C,ABC,Trial,18,1,3346.8,count all of the sand in the world?,impossible,6,Physics,Impossible,0.48812022905022073
children,111,age 9,9.62739726,Block C,ABC,Trial,19,1,4831.1,turn an onion into onion juice?,improbable,9,Physics,Improbable,1.209308326713093
children,111,age 9,9.62739726,Block C,ABC,Trial,20,1,1826.9,play with a toy?,ordinary,20,Conventional,Ordinary,-0.25036511059661587
children,111,age 9,9.62739726,Block C,ABC,Trial,21,0,3053.8,open a window with their feet?,improbable,3,Physics,Improbable,0.3457580969911885
children,111,age 9,9.62739726,Block C,ABC,Trial,22,0,4731.3,clean a cloud?,impossible,8,Physics,Impossible,1.1608177438479346
children,111,age 9,9.62739726,Block C,ABC,Trial,23,1,1562,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.379074082550328
children,111,age 9,9.62739726,Block C,ABC,Trial,24,0,4059.1,not eat for 10 days?,improbable,21,Biology,Improbable,0.8342108320046528
children,111,age 9,9.62739726,Block C,ABC,Trial,25,1,3020.9,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,0.329772724483536
children,111,age 9,9.62739726,Block C,ABC,Trial,26,0,7358.4,eat a planet?,impossible,19,Conventional,Impossible,2.437266744299414
children,112,age 5,5.378082192,Block A,CAB,Trial,2,0,3678,walk through a hot fire?,improbable,2,Physics,Improbable,-0.011422155516114458
children,112,age 5,5.378082192,Block A,CAB,Trial,3,0,2109,eat a large rock?,impossible,14,Moral,Impossible,-0.6864220833707991
children,112,age 5,5.378082192,Block A,CAB,Trial,4,1,5154,clean a road?,improbable,8,Physics,Improbable,0.6235682163854245
children,112,age 5,5.378082192,Block A,CAB,Trial,5,0,5068,count all of the hairs on a dog?,improbable,6,Physics,Improbable,0.5865701323857413
children,112,age 5,5.378082192,Block A,CAB,Trial,6,0,5495,stay awake for 5 days?,improbable,23,Biology,Improbable,0.7702699215469588
children,112,age 5,5.378082192,Block A,CAB,Trial,7,1,4159,open a window with their hand?,ordinary,3,Physics,Ordinary,0.1955089887146716
children,112,age 5,5.378082192,Block A,CAB,Trial,8,1,3805,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,0.043214549925278116
children,112,age 5,5.378082192,Block A,CAB,Trial,9,0,3856,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,0.06515527415764837
children,112,age 5,5.378082192,Block A,CAB,Trial,10,1,11698,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,3.4388642825938733
children,112,age 5,5.378082192,Block A,CAB,Trial,11,1,3689,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.006689842446387543
children,112,age 5,5.378082192,Block A,CAB,Trial,12,1,2528,ride a horse?,ordinary,11,Other,Ordinary,-0.5061639764421102
children,112,age 5,5.378082192,Block A,CAB,Trial,13,0,4824,paint polka dots on a plane?,improbable,4,Physics,Improbable,0.48159882429361695
children,112,age 5,5.378082192,Block A,CAB,Trial,14,0,12196,make a house out of gas?,impossible,7,Physics,Impossible,3.6531090015687826
children,112,age 5,5.378082192,Block A,CAB,Trial,15,0,2897,move a marble with their mind?,impossible,1,Physics,Impossible,-0.3474163834667255
children,112,age 5,5.378082192,Block A,CAB,Trial,16,0,11206,wear shoes made out of stone?,improbable,17,Conventional,Improbable,3.2272008252933606
children,112,age 5,5.378082192,Block A,CAB,Trial,17,1,6952,find a sweater in a closet?,ordinary,13,Other,Ordinary,1.3970862981462422
children,112,age 5,5.378082192,Block A,CAB,Trial,18,0,2696,magically appear into the store?,impossible,16,Moral,Impossible,-0.43388864955900824
children,112,age 5,5.378082192,Block A,CAB,Trial,19,0,2621,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.4661544204889645
children,112,age 5,5.378082192,Block A,CAB,Trial,20,0,4896,live for 1000 years?,impossible,22,Biology,Impossible,0.5125739643863749
children,112,age 5,5.378082192,Block A,CAB,Trial,22,0,6687,eat an insect?,improbable,19,Conventional,Improbable,1.2830805741937301
children,112,age 5,5.378082192,Block A,CAB,Trial,23,0,5862,be born with 12 toes?,improbable,24,Biology,Improbable,0.9281570939642114
children,112,age 5,5.378082192,Block A,CAB,Trial,24,0,2191,have the moon as a pet?,impossible,10,Other,Impossible,-0.6511448404873803
children,112,age 5,5.378082192,Block A,CAB,Trial,25,1,3410,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,-0.1267185103058248
children,112,age 5,5.378082192,Block A,CAB,Trial,26,0,11210,play with magic?,impossible,20,Conventional,Impossible,3.228921666409625
children,112,age 5,5.378082192,Block B,CAB,Trial,2,1,6453,eat a lollipop?,ordinary,19,Conventional,Ordinary,1.1824113688922666
children,112,age 5,5.378082192,Block B,CAB,Trial,3,0,9078,know the names of everyone they ever met?,improbable,26,Other,Improbable,2.3117133514407353
children,112,age 5,5.378082192,Block B,CAB,Trial,4,0,5986,buy a large rock?,ordinary,14,Moral,Ordinary,0.9815031685684057
children,112,age 5,5.378082192,Block B,CAB,Trial,5,0,6214,make a house out of grass?,improbable,7,Physics,Improbable,1.0795911121954727
children,112,age 5,5.378082192,Block B,CAB,Trial,6,0,4423,live for 110 years?,improbable,22,Biology,Improbable,0.3090845023881176
children,112,age 5,5.378082192,Block B,CAB,Trial,7,0,6831,count all of the students in a room?,ordinary,6,Physics,Ordinary,1.3450308543792462
children,112,age 5,5.378082192,Block B,CAB,Trial,8,1,2531,have a cat as a pet?,ordinary,10,Other,Ordinary,-0.5048733456049119
children,112,age 5,5.378082192,Block B,CAB,Trial,9,0,3785,paint polka dots on a cloud?,impossible,4,Physics,Impossible,0.034610344343956455
children,112,age 5,5.378082192,Block B,CAB,Trial,10,0,10411,unlock a door with a toothpick?,improbable,5,Physics,Improbable,2.885183653435824
children,112,age 5,5.378082192,Block B,CAB,Trial,11,0,2984,wear shoes made out of light?,impossible,17,Conventional,Impossible,-0.30998808918797627
children,112,age 5,5.378082192,Block B,CAB,Trial,12,1,7765,clean a car?,ordinary,8,Physics,Ordinary,1.7468472550269678
children,112,age 5,5.378082192,Block B,CAB,Trial,13,0,3059,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,-0.27772231825802
children,112,age 5,5.378082192,Block B,CAB,Trial,14,1,12815,make their friend cry?,improbable,15,Moral,Improbable,3.919409164310688
children,112,age 5,5.378082192,Block B,CAB,Trial,15,0,3534,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.07337243570163045
children,112,age 5,5.378082192,Block B,CAB,Trial,16,0,3333,not eat for 100 days?,impossible,21,Biology,Impossible,-0.1598447017939132
children,112,age 5,5.378082192,Block B,CAB,Trial,17,0,3061,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-0.27686189769988784
children,112,age 5,5.378082192,Block B,CAB,Trial,18,0,3352,eat a whole whale for dinner?,impossible,25,Biology,Impossible,-0.1516707064916576
children,112,age 5,5.378082192,Block B,CAB,Trial,19,1,3039,wait in line to go into the store?,ordinary,16,Moral,Ordinary,-0.28632652383934165
children,112,age 5,5.378082192,Block B,CAB,Trial,20,0,6449,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,1.1806905277760023
children,112,age 5,5.378082192,Block B,CAB,Trial,21,1,4501,be born with 2 feet?,ordinary,24,Biology,Ordinary,0.3426409041552721
children,112,age 5,5.378082192,Block B,CAB,Trial,23,0,4368,walk through a brick wall?,impossible,2,Physics,Impossible,0.285422937039483
children,112,age 5,5.378082192,Block B,CAB,Trial,24,0,3762,open a window with their breath?,impossible,3,Physics,Impossible,0.024715507925436538
children,112,age 5,5.378082192,Block B,CAB,Trial,25,0,3748,find a monkey in a closet?,improbable,13,Other,Improbable,0.01869256401851137
children,112,age 5,5.378082192,Block C,CAB,Trial,1,1,3454,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.1077892580269171
children,112,age 5,5.378082192,Block C,CAB,Trial,3,0,5413,be born with 2 wings?,impossible,24,Biology,Impossible,0.73499267866354
children,112,age 5,5.378082192,Block C,CAB,Trial,5,1,4135,walk through an open door?,ordinary,2,Physics,Ordinary,0.1851839420170856
children,112,age 5,5.378082192,Block C,CAB,Trial,6,0,3617,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.03766498253914554
children,112,age 5,5.378082192,Block C,CAB,Trial,7,0,3623,eat a planet?,impossible,19,Conventional,Impossible,-0.03508372086474904
children,112,age 5,5.378082192,Block C,CAB,Trial,8,0,3461,make their friend shrink?,impossible,15,Moral,Impossible,-0.10477778607345453
children,112,age 5,5.378082192,Block C,CAB,Trial,9,1,8163,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,1.918070946095269
children,112,age 5,5.378082192,Block C,CAB,Trial,11,0,3410,clean a cloud?,impossible,8,Physics,Impossible,-0.1267185103058248
children,112,age 5,5.378082192,Block C,CAB,Trial,12,1,5237,move a marble with their hand?,ordinary,1,Physics,Ordinary,0.6592756695479094
children,112,age 5,5.378082192,Block C,CAB,Trial,13,1,6241,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,1.0912067897302569
children,112,age 5,5.378082192,Block C,CAB,Trial,15,0,5624,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,0.8257670475464836
children,112,age 5,5.378082192,Block C,CAB,Trial,16,1,4041,play with a toy?,ordinary,20,Conventional,Ordinary,0.14474417578487378
children,112,age 5,5.378082192,Block C,CAB,Trial,18,0,6730,steal a large rock?,improbable,14,Moral,Improbable,1.3015796161935718
children,112,age 5,5.378082192,Block C,CAB,Trial,20,0,3515,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.08154643100388603
children,112,age 5,5.378082192,Block C,CAB,Trial,21,0,3178,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.22652729504915609
children,112,age 5,5.378082192,Block C,CAB,Trial,23,0,6326,turn an onion into onion juice?,improbable,9,Physics,Improbable,1.127774663450874
children,112,age 5,5.378082192,Block C,CAB,Trial,24,0,10327,count all of the sand in the world?,impossible,6,Physics,Impossible,2.849045989994273
children,112,age 5,5.378082192,Block C,CAB,Trial,25,0,2521,open a window with their feet?,improbable,3,Physics,Improbable,-0.5091754483955728
children,112,age 5,5.378082192,Block C,CAB,Trial,26,1,5546,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,0.7922106457793291
children,113,age 7,7.805479452,Block A,BCA,Trial,1,1,5287,stay awake for 5 days?,improbable,23,Biology,Improbable,1.4072459729945856
children,113,age 7,7.805479452,Block A,BCA,Trial,2,1,1882.4,find a sweater in a closet?,ordinary,13,Other,Ordinary,-0.37358845470930063
children,113,age 7,7.805479452,Block A,BCA,Trial,3,0,2803.8,eat a large rock?,impossible,14,Moral,Impossible,0.1083656196860354
children,113,age 7,7.805479452,Block A,BCA,Trial,4,0,1763.3,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.4358857525826288
children,113,age 7,7.805479452,Block A,BCA,Trial,5,1,2896.9,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,0.1570631715920542
children,113,age 7,7.805479452,Block A,BCA,Trial,6,1,1272,ride a horse?,ordinary,11,Other,Ordinary,-0.6928686446495146
children,113,age 7,7.805479452,Block A,BCA,Trial,7,0,1018.1,live for 1000 years?,impossible,22,Biology,Impossible,-0.8256753946918153
children,113,age 7,7.805479452,Block A,BCA,Trial,8,1,1415.6,not eat for 1 hour?,ordinary,21,Biology,Ordinary,-0.6177562015377605
children,113,age 7,7.805479452,Block A,BCA,Trial,9,0,1061.4,magically appear into the store?,impossible,16,Moral,Impossible,-0.8030265869847194
children,113,age 7,7.805479452,Block A,BCA,Trial,10,1,2829.2,be born with 12 toes?,improbable,24,Biology,Improbable,0.12165152536179118
children,113,age 7,7.805479452,Block A,BCA,Trial,11,1,1315.4,clean a road?,improbable,8,Physics,Improbable,-0.6701675302271598
children,113,age 7,7.805479452,Block A,BCA,Trial,12,1,998.7,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.8358228974520382
children,113,age 7,7.805479452,Block A,BCA,Trial,13,0,1792.1,walk through a hot fire?,improbable,2,Physics,Improbable,-0.4208214185880709
children,113,age 7,7.805479452,Block A,BCA,Trial,14,0,1076.6,move a marble with their mind?,impossible,1,Physics,Impossible,-0.7950759662653695
children,113,age 7,7.805479452,Block A,BCA,Trial,15,1,1014.5,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-0.8275584364411349
children,113,age 7,7.805479452,Block A,BCA,Trial,16,0,1737.9,play with magic?,impossible,20,Conventional,Impossible,-0.4491716582583847
children,113,age 7,7.805479452,Block A,BCA,Trial,17,1,1097.6,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.7840915560610043
children,113,age 7,7.805479452,Block A,BCA,Trial,18,0,1565.8,count all of the hairs on a dog?,improbable,6,Physics,Improbable,-0.5391915152189202
children,113,age 7,7.805479452,Block A,BCA,Trial,19,1,1427.6,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.6114793957066946
children,113,age 7,7.805479452,Block A,BCA,Trial,20,0,1238,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,-0.7106529278375343
children,113,age 7,7.805479452,Block A,BCA,Trial,21,1,10965.3,eat an insect?,improbable,19,Conventional,Improbable,4.377378185539665
children,113,age 7,7.805479452,Block A,BCA,Trial,22,0,1558.7,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.5429052920023008
children,113,age 7,7.805479452,Block A,BCA,Trial,23,0,1217.1,make a house out of gas?,impossible,7,Physics,Impossible,-0.7215850313266406
children,113,age 7,7.805479452,Block A,BCA,Trial,24,1,1025.5,paint polka dots on a plane?,improbable,4,Physics,Improbable,-0.821804697762658
children,113,age 7,7.805479452,Block A,BCA,Trial,25,0,1215.2,have the moon as a pet?,impossible,10,Other,Impossible,-0.7225788589165594
children,113,age 7,7.805479452,Block A,BCA,Trial,26,1,1527.9,make their friend smile?,ordinary,15,Moral,Ordinary,-0.5590157603020363
children,113,age 7,7.805479452,Block B,BCA,Trial,1,1,1729.4,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,-0.4536177290553896
children,113,age 7,7.805479452,Block B,BCA,Trial,2,1,1870.3,have a cat as a pet?,ordinary,10,Other,Ordinary,-0.37991756725562537
children,113,age 7,7.805479452,Block B,BCA,Trial,3,1,2264.2,know the names of everyone they ever met?,improbable,26,Other,Improbable,-0.17388141585089043
children,113,age 7,7.805479452,Block B,BCA,Trial,4,0,1788.3,walk through a brick wall?,impossible,2,Physics,Impossible,-0.4228090737679084
children,113,age 7,7.805479452,Block B,BCA,Trial,5,0,2245.8,make a house out of grass?,improbable,7,Physics,Improbable,-0.18350585145852447
children,113,age 7,7.805479452,Block B,BCA,Trial,6,0,880,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.8979109684643308
children,113,age 7,7.805479452,Block B,BCA,Trial,7,0,1495.3,paint polka dots on a cloud?,impossible,4,Physics,Impossible,-0.5760677494764318
children,113,age 7,7.805479452,Block B,BCA,Trial,8,1,1094.5,eat a lollipop?,ordinary,19,Conventional,Ordinary,-0.7857130642340295
children,113,age 7,7.805479452,Block B,BCA,Trial,9,1,4380.4,move a marble with their breath?,improbable,1,Physics,Improbable,0.933033292457564
