,stimulus,rating,layers,improbable_impossible,impossible_inconceivable
14773,There is a ready capsule.,-0.75,12,276.0,-800.0
14774,There is a ready companion.,-0.3076923076923077,12,414.0,-572.0
14775,There is a ready conquest.,0.0,12,460.0,-560.0
14776,There is a ready contest.,-0.6153846153846154,12,322.0,-312.0
14777,There is a ready cupboard.,0.2142857142857142,12,235.0,-840.0
14778,There is a ready curve.,-2.1,12,496.0,-454.0
14779,There is a ready desert.,-1.625,12,612.0,-764.0
14780,There is a ready dynasty.,-2.6,12,482.0,-556.0
14781,There is a ready egg.,-0.875,12,334.0,-956.0
14782,There is a ready feast.,0.0,12,352.0,-784.0
14783,There is a ready flat.,-1.3,12,93.0,-792.0
14784,There is a ready fort.,-0.875,12,376.0,-772.0
14785,There is a ready gender.,-2.2,12,576.0,-306.0
14786,There is a ready goddess.,-1.0625,12,544.0,-596.0
14787,There is a ready gospel.,-1.6363636363636365,12,540.0,-752.0
14788,There is a ready height.,-1.7272727272727273,12,402.0,-466.0
14789,There is a ready hole.,-1.4166666666666667,12,438.0,-756.0
14790,There is a ready hundred.,-2.2222222222222223,12,400.0,-448.0
14791,There is a ready instability.,-2.1333333333333333,12,418.0,-438.0
14792,There is a ready invoice.,-1.0,12,242.0,-492.0
14793,There is a ready mall.,-1.5384615384615383,12,197.0,-820.0
14794,There is a ready mentor.,0.25,12,424.0,-600.0
14795,There is a ready motorway.,-0.625,12,508.0,-636.0
14796,There is a ready mystery.,-1.8,12,320.0,-376.0
14797,There is a ready offspring.,-1.7777777777777777,12,268.0,-656.0
14798,There is a ready parent.,1.181818181818182,12,512.0,-436.0
14799,There is a ready playground.,-0.6666666666666666,12,380.0,-724.0
14800,There is a ready pursuit.,1.1,12,430.0,-418.0
14801,There is a ready quest.,-0.5333333333333333,12,245.0,-644.0
14802,There is a ready realism.,-2.0,12,352.0,-398.0
14803,There is a ready research.,-0.9090909090909092,12,316.0,-382.0
14804,There is a ready rocket.,-0.4615384615384615,12,410.0,-820.0
14805,There is a ready runner.,0.5,12,330.0,-608.0
14806,There is a ready secretary.,0.8888888888888888,12,280.0,-764.0
14807,There is a ready segment.,-0.6153846153846154,12,346.0,-540.0
14808,There is a ready semester.,-1.4545454545454546,12,426.0,-410.0
14809,There is a ready shareholder.,0.0,12,424.0,-756.0
14810,There is a ready sheep.,-1.9285714285714288,12,516.0,-696.0
14811,There is a ready slavery.,-2.111111111111111,12,572.0,-644.0
14812,There is a ready strike.,-0.7272727272727273,12,398.0,-576.0
14813,There is a ready vote.,-1.1666666666666667,12,376.0,-512.0
14814,There is a ready war.,-1.5,12,552.0,-426.0
14815,There is a ready wicket.,-2.2142857142857144,12,255.0,-852.0
14816,There is a ready worm.,-2.111111111111111,12,498.0,-756.0
14817,There is a real peninsula.,0.5,12,344.0,-932.0
14818,There is a realistic Christianity.,-0.75,12,454.0,-996.0
14819,There is a realistic DNA.,0.2142857142857142,12,580.0,-314.0
14820,There is a realistic airfield.,0.1,12,124.0,-1104.0
14821,There is a realistic asteroid.,-0.6363636363636364,12,346.0,-916.0
14822,There is a realistic asylum.,-0.325,12,446.0,-572.0
14823,There is a realistic boyfriend.,2.555555555555556,12,136.0,-716.0
14824,There is a realistic cuisine.,0.6363636363636364,12,322.0,-628.0
14825,There is a realistic discipline.,1.1111111111111112,12,384.0,-424.0
14826,There is a realistic district.,0.0714285714285714,12,336.0,-452.0
14827,There is a realistic dome.,0.6428571428571429,12,312.0,-792.0
14828,There is a realistic drainage.,-0.4545454545454545,12,404.0,-360.0
14829,There is a realistic elite.,-0.4166666666666667,12,498.0,-716.0
14830,There is a realistic emphasis.,0.9230769230769232,12,215.0,-516.0
14831,There is a realistic excursion.,1.0,12,268.0,-340.0
14832,There is a realistic existence.,1.7142857142857142,12,332.0,-596.0
14833,There is a realistic feasibility.,0.2222222222222222,12,242.0,-928.0
14834,There is a realistic headquarters.,0.0,12,256.0,-708.0
14835,There is a realistic imprisonment.,0.5384615384615384,12,370.0,-512.0
14836,There is a realistic installation.,0.0909090909090909,12,194.0,-552.0
14837,There is a realistic kick.,1.6363636363636365,12,308.0,-560.0
14838,There is a realistic net.,-0.0909090909090909,12,326.0,-844.0
14839,There is a realistic omission.,2.333333333333333,12,302.0,-400.0
14840,There is a realistic pick.,0.5454545454545454,12,374.0,-446.0
14841,There is a realistic polymer.,0.5454545454545454,12,354.0,-600.0
14842,There is a realistic profession.,1.5333333333333334,12,178.0,-372.0
14843,There is a realistic quest.,0.75,12,172.0,-388.0
14844,There is a realistic reporter.,2.272727272727273,12,236.0,-520.0
14845,There is a realistic rivalry.,0.9,12,252.0,-504.0
14846,There is a realistic severity.,-0.6097560975609756,12,404.0,-338.0
14847,There is a realistic slope.,-0.1538461538461538,12,294.0,-648.0
14848,There is a realistic surf.,-0.1818181818181818,12,354.0,-668.0
14849,There is a realistic transparency.,1.3333333333333333,12,328.0,-484.0
14850,There is a realistic vegetable.,-0.5384615384615384,12,404.0,-828.0
14851,There is a realistic violin.,1.4,12,274.0,-928.0
14852,There is a realistic wheelchair.,0.5,12,290.0,-920.0
14853,There is a rear abortion.,-2.5,12,358.0,-568.0
14854,There is a rear affiliate.,-0.7692307692307693,12,370.0,-444.0
14855,There is a rear apprentice.,-1.4545454545454546,12,224.0,-792.0
14856,There is a rear barn.,0.8181818181818182,12,154.0,-1272.0
14857,There is a rear bassist.,-0.3333333333333333,12,196.0,-1168.0
14858,There is a rear batch.,-0.3571428571428571,12,408.0,-792.0
14859,There is a rear burial.,-0.2,12,290.0,-836.0
14860,There is a rear cure.,-1.5454545454545454,12,464.0,-788.0
14861,There is a rear debate.,-1.5454545454545454,12,276.0,-438.0
14862,There is a rear determination.,-1.6363636363636365,12,320.0,-340.0
14863,There is a rear dream.,-2.555555555555556,12,482.0,-402.0
14864,There is a rear ear.,-1.5833333333333333,12,386.0,-980.0
14865,There is a rear effectiveness.,-0.5,12,460.0,-428.0
14866,There is a rear feed.,-0.5384615384615384,12,312.0,-1352.0
14867,There is a rear forefront.,-2.533333333333333,12,344.0,-616.0
14868,There is a rear goalkeeper.,0.1,12,194.0,-992.0
14869,There is a rear granite.,-2.111111111111111,12,414.0,-688.0
14870,There is a rear humanity.,-2.6,12,516.0,-532.0
14871,There is a rear husband.,-3.0,12,233.0,-768.0
14872,There is a rear illustrator.,-0.0909090909090909,12,296.0,-636.0
14873,There is a rear lake.,-0.2727272727272727,12,246.0,-1216.0
14874,There is a rear liver.,-2.272727272727273,12,414.0,-876.0
14875,There is a rear manufacturing.,-1.3,12,424.0,-358.0
14876,There is a rear nephew.,-2.4444444444444446,12,221.0,-748.0
14877,There is a rear nightclub.,-0.5555555555555556,12,85.5,-1360.0
14878,There is a rear packet.,-0.0909090909090909,12,252.0,-996.0
14879,There is a rear partner.,-1.8,12,220.0,-768.0
14880,There is a rear picnic.,-2.090909090909091,12,438.0,-736.0
14881,There is a rear police.,-1.7777777777777777,12,408.0,-362.0
14882,There is a rear priority.,-1.5555555555555556,12,508.0,-262.0
14883,There is a rear prise.,-1.9230769230769231,12,300.0,-1032.0
14884,There is a rear privilege.,-0.6363636363636364,12,402.0,-474.0
14885,There is a rear reality.,-2.0,12,408.0,-552.0
14886,There is a rear royalty.,-2.5,12,512.0,-466.0
14887,There is a rear sea.,-1.6,12,466.0,-816.0
14888,There is a rear shareholder.,-0.8888888888888888,12,284.0,-700.0
14889,There is a rear shop.,-0.8,12,222.0,-972.0
14890,There is a rear socialism.,-2.4444444444444446,12,560.0,-840.0
14891,There is a rear syndrome.,-1.3636363636363635,12,310.0,-616.0
14892,There is a rear team.,0.0,12,416.0,-656.0
14893,There is a rear vessel.,0.0,12,240.0,-804.0
14894,There is a rear vitamin.,-2.272727272727273,12,482.0,-494.0
14895,There is a reasonable beat.,1.5555555555555556,12,282.0,-796.0
14896,There is a reasonable blue.,-1.6666666666666667,12,422.0,-660.0
14897,There is a reasonable byte.,-1.3,12,428.0,-52.0
14898,There is a reasonable enthusiast.,0.9166666666666666,12,147.0,-482.0
14899,There is a reasonable final.,-0.5384615384615384,12,422.0,-340.0
14900,There is a reasonable fortress.,0.2222222222222222,12,102.0,-740.0
14901,There is a reasonable glass.,-1.7272727272727273,12,292.0,-440.0
14902,There is a reasonable helicopter.,-2.0,12,276.0,-688.0
14903,There is a reasonable homeland.,-0.6,12,392.0,-540.0
14904,There is a reasonable icon.,1.181818181818182,12,336.0,-564.0
14905,There is a reasonable intersection.,1.1111111111111112,12,374.0,-544.0
14906,There is a reasonable legacy.,0.9166666666666666,12,350.0,-486.0
14907,There is a reasonable marriage.,1.5,12,320.0,-576.0
14908,There is a reasonable merchandise.,0.6923076923076923,12,165.0,-564.0
14909,There is a reasonable miner.,0.5,12,274.0,-510.0
14910,There is a reasonable mining.,1.0,12,233.0,-600.0
14911,There is a reasonable neck.,-2.272727272727273,12,280.0,-736.0
14912,There is a reasonable nightclub.,1.2,12,-11.75,-1032.0
14913,There is a reasonable onion.,-2.25,12,386.0,-484.0
14914,There is a reasonable petition.,2.636363636363636,12,251.0,-398.0
14915,There is a reasonable raid.,0.8125,12,274.0,-450.0
14916,There is a reasonable refuge.,0.6363636363636364,12,370.0,-556.0
14917,There is a reasonable relay.,0.3,12,328.0,-644.0
14918,There is a reasonable republic.,-0.1666666666666666,12,400.0,-636.0
14919,There is a reasonable significance.,2.2142857142857144,12,288.0,-544.0
14920,There is a reasonable snack.,2.0,12,68.0,-884.0
14921,There is a reasonable tomato.,-2.8,12,322.0,-656.0
14922,There is a reasonable visa.,-0.2222222222222222,12,348.0,-508.0
14923,There is a recent aluminium.,-1.75,12,198.0,-106.5
14924,There is a recent brewery.,0.7272727272727273,12,119.0,-968.0
14925,There is a recent cream.,-1.7,12,246.0,-736.0
14926,There is a recent deficiency.,0.8181818181818182,12,320.0,-480.0
14927,There is a recent dissemination.,0.9285714285714286,12,278.0,-342.0
14928,There is a recent drum.,-1.7777777777777777,12,380.0,-149.0
14929,There is a recent exhaust.,-0.7777777777777778,12,233.0,-664.0
14930,There is a recent heel.,-2.1627906976744184,12,392.0,-328.0
14931,There is a recent lock.,-1.1,12,239.0,24.375
14932,There is a recent mouth.,-2.2,12,382.0,-63.5
14933,There is a recent nucleus.,-1.0666666666666669,12,308.0,4.0625
14934,There is a recent orange.,-2.125,12,358.0,-170.0
14935,There is a recent seed.,0.1111111111111111,12,253.0,-111.0
14936,There is a recent sexuality.,-1.5,12,372.0,-158.0
14937,There is a recent spider.,-1.4,12,322.0,-270.0
14938,There is a recent spite.,0.0909090909090909,12,386.0,-137.0
14939,There is a recent taxation.,2.1,12,266.0,-239.0
14940,There is a recent vowel.,-0.0909090909090909,12,384.0,-201.0
14941,There is a red bassist.,-0.3,12,364.0,-1016.0
14942,There is a red bowel.,0.1818181818181818,12,320.0,-992.0
14943,There is a red catch.,-1.6666666666666667,12,462.0,-648.0
14944,There is a red cholesterol.,-1.9166666666666667,12,588.0,-796.0
14945,There is a red council.,-1.0,12,636.0,-556.0
14946,There is a red cue.,0.2222222222222222,12,216.0,-856.0
14947,There is a red degree.,-0.4444444444444444,12,424.0,-640.0
14948,There is a red delivery.,-1.6153846153846154,12,328.0,-628.0
14949,There is a red desktop.,2.4,12,202.0,-976.0
14950,There is a red devotion.,-1.6666666666666667,12,488.0,-544.0
14951,There is a red dismissal.,-1.8666666666666667,12,232.0,-580.0
14952,There is a red economist.,-0.5,12,294.0,-752.0
14953,There is a red inhabitant.,-1.3333333333333333,12,316.0,-808.0
14954,There is a red prophecy.,-1.9333333333333331,12,402.0,-664.0
14955,There is a red spa.,0.0909090909090909,12,350.0,-1012.0
14956,There is a red subscription.,-0.8888888888888888,12,227.0,-748.0
14957,There is a red subset.,-0.5,12,338.0,-832.0
14958,There is a red technician.,-0.4444444444444444,12,223.0,-764.0
14959,There is a regional alloy.,-0.3333333333333333,12,294.0,-788.0
14960,There is a regional arch.,-0.2222222222222222,12,434.0,-390.0
14961,There is a regional clothes.,0.5454545454545454,12,412.0,-596.0
14962,There is a regional coefficient.,-1.1111111111111112,12,324.0,-724.0
14963,There is a regional cookie.,0.6428571428571429,12,382.0,-540.0
14964,There is a regional crystal.,0.6666666666666666,12,490.0,-832.0
14965,There is a regional cue.,-0.2,12,372.0,-536.0
14966,There is a regional enough.,-0.9473684210526316,12,284.0,-211.0
14967,There is a regional flesh.,-2.1666666666666665,12,520.0,-384.0
14968,There is a regional glance.,-1.2727272727272727,12,380.0,-410.0
14969,There is a regional gravel.,-0.3846153846153846,12,386.0,-608.0
14970,There is a regional grief.,-0.5,12,524.0,-576.0
14971,There is a regional hectare.,-0.5714285714285714,12,342.0,-636.0
14972,There is a regional lightning.,0.0,12,404.0,-496.0
14973,There is a regional magic.,0.7777777777777778,12,508.0,-652.0
14974,There is a regional nose.,-1.4166666666666667,12,516.0,-708.0
14975,There is a regional paragraph.,-1.0,12,286.0,-404.0
14976,There is a regional plantation.,1.0,12,92.5,-996.0
14977,There is a regional replica.,0.8333333333333334,12,386.0,-904.0
14978,There is a regional shot.,-0.125,12,342.0,-458.0
14979,There is a regional siege.,0.8666666666666667,12,352.0,-816.0
14980,There is a regional stint.,-0.6,12,178.0,-764.0
14981,There is a regional substance.,0.0909090909090909,12,474.0,-384.0
14982,There is a regional survival.,1.0666666666666669,12,468.0,-344.0
14983,There is a regional voucher.,-0.3846153846153846,12,408.0,-716.0
14984,There is a regional vowel.,-0.875,12,356.0,-752.0
14985,There is a regional warranty.,0.5333333333333333,12,366.0,-928.0
14986,There is a regional wear.,-0.6666666666666666,12,418.0,-460.0
14987,There is a registered Buddhist.,0.0833333333333333,12,219.0,-912.0
14988,There is a registered DIY.,-0.75,12,346.0,-468.0
14989,There is a registered affiliation.,2.1818181818181817,12,268.0,-584.0
14990,There is a registered album.,2.0,12,221.0,-692.0
14991,There is a registered cabinet.,-0.1111111111111111,12,308.0,-548.0
14992,There is a registered casino.,2.8,12,-15.1875,-748.0
14993,There is a registered challenge.,0.2222222222222222,12,244.0,-418.0
14994,There is a registered comfort.,-0.6666666666666666,12,520.0,-502.0
14995,There is a registered consistency.,-0.5625,12,474.0,-416.0
14996,There is a registered diagram.,-0.3636363636363636,12,231.0,-520.0
14997,There is a registered doctorate.,1.25,12,158.0,-552.0
14998,There is a registered drama.,-0.6666666666666666,12,328.0,-370.0
14999,There is a registered elephant.,-0.5,12,296.0,-840.0
15000,There is a registered employability.,0.0909090909090909,12,223.0,-198.0
15001,There is a registered explanation.,0.7272727272727273,12,286.0,-372.0
15002,There is a registered finish.,-1.0833333333333333,12,342.0,-466.0
15003,There is a registered fishery.,2.75,12,73.0,-1160.0
15004,There is a registered follow-up.,1.2222222222222223,12,260.0,-596.0
15005,There is a registered fragment.,0.5833333333333334,12,216.0,-322.0
15006,There is a registered innovation.,1.5333333333333334,12,123.0,-628.0
15007,There is a registered interview.,0.8888888888888888,12,147.0,-462.0
15008,There is a registered landing.,2.375,12,324.0,-672.0
15009,There is a registered limb.,-1.0,12,380.0,-512.0
15010,There is a registered mansion.,0.2727272727272727,12,90.5,-888.0
15011,There is a registered math.,-0.625,12,237.0,26.875
15012,There is a registered meal.,0.9,12,320.0,-414.0
15013,There is a registered middle.,-1.8,12,470.0,-268.0
15014,There is a registered monster.,-1.0,12,342.0,-696.0
15015,There is a registered mystery.,-0.8333333333333334,12,408.0,-412.0
15016,There is a registered planning.,0.9,12,318.0,-340.0
15017,There is a registered questionnaire.,0.5,12,174.0,-548.0
15018,There is a registered retrieval.,-0.8888888888888888,12,336.0,-498.0
15019,There is a registered sandstone.,-1.0,12,422.0,-478.0
15020,There is a registered senator.,1.6666666666666667,12,107.5,-752.0
15021,There is a registered sense.,-1.6,12,390.0,-220.0
15022,There is a registered sharing.,-0.5263157894736842,12,432.0,-394.0
15023,There is a registered story.,1.4444444444444444,12,304.0,-356.0
15024,There is a registered struggle.,-1.3,12,372.0,-372.0
15025,There is a registered tale.,-1.181818181818182,12,298.0,-412.0
15026,There is a registered threat.,1.4545454545454546,12,308.0,-460.0
15027,There is a registered thriller.,-0.875,12,282.0,-420.0
15028,There is a registered tour.,1.0465116279069768,12,280.0,-604.0
15029,There is a registered tube.,-1.4444444444444444,12,388.0,-656.0
15030,There is a registered warfare.,-0.5,12,408.0,-460.0
15031,There is a registered wireless.,-0.7777777777777778,12,340.0,-482.0
15032,There is a registered withdrawal.,1.5454545454545454,12,242.0,-660.0
15033,There is a regular defense.,1.3,12,366.0,-424.0
15034,There is a regular devil.,0.4166666666666667,12,438.0,-788.0
15035,There is a regular disability.,0.3,12,482.0,-316.0
15036,There is a regular electron.,1.0,12,446.0,-676.0
15037,There is a regular emperor.,0.1875,12,322.0,-648.0
15038,There is a regular favor.,1.0,12,294.0,-352.0
15039,There is a regular helmet.,2.333333333333333,12,209.0,-1016.0
15040,There is a regular homeland.,0.6363636363636364,12,466.0,-556.0
15041,There is a regular jar.,2.2142857142857144,12,268.0,-792.0
15042,There is a regular landowner.,1.2727272727272727,12,130.0,-792.0
15043,There is a regular limb.,0.2142857142857142,12,400.0,-624.0
15044,There is a regular limestone.,2.3,12,350.0,-856.0
15045,There is a regular meantime.,-1.3333333333333333,12,318.0,-344.0
15046,There is a regular sphere.,1.6666666666666667,12,219.0,-964.0
15047,There is a regular tumor.,-0.4166666666666667,12,210.0,-640.0
15048,There is a regulatory amplifier.,0.1,12,128.0,-952.0
15049,There is a regulatory arc.,-1.4,12,414.0,-568.0
15050,There is a regulatory banker.,1.4545454545454546,12,174.0,-624.0
15051,There is a regulatory bean.,-2.888888888888889,12,360.0,-544.0
15052,There is a regulatory city.,-0.0833333333333333,12,256.0,-560.0
15053,There is a regulatory conservation.,1.1111111111111112,12,472.0,-272.0
15054,There is a regulatory construction.,0.875,12,316.0,-426.0
15055,There is a regulatory debit.,-0.6,12,378.0,-652.0
15056,There is a regulatory expedition.,0.3023255813953488,12,260.0,-488.0
15057,There is a regulatory fence.,0.4545454545454545,12,340.0,-684.0
15058,There is a regulatory honor.,-0.7,12,376.0,-386.0
15059,There is a regulatory honors.,0.4444444444444444,12,338.0,-78.0
15060,There is a regulatory hospital.,-0.4545454545454545,12,38.5,-928.0
15061,There is a regulatory illustrator.,-0.6363636363636364,12,260.0,-592.0
15062,There is a regulatory kernel.,-1.9166666666666667,12,245.0,-1048.0
15063,There is a regulatory larva.,-2.4545454545454546,12,374.0,-576.0
15064,There is a regulatory leg.,-1.8571428571428568,12,396.0,-370.0
15065,There is a regulatory liberty.,-0.4,12,386.0,-508.0
15066,There is a regulatory loss.,0.25,12,324.0,-556.0
15067,There is a regulatory noun.,-0.4545454545454545,12,330.0,-428.0
15068,There is a regulatory operating.,2.125,12,402.0,-166.0
15069,There is a regulatory pack.,0.9375,12,133.0,-808.0
15070,There is a regulatory parliament.,0.75,12,350.0,-700.0
15071,There is a regulatory patron.,-0.9166666666666666,12,356.0,-512.0
15072,There is a regulatory prayer.,-0.1111111111111111,12,344.0,-528.0
15073,There is a regulatory proximity.,0.1666666666666666,12,418.0,-620.0
15074,There is a regulatory ramp.,-1.2142857142857142,12,314.0,-856.0
15075,There is a regulatory rehabilitation.,0.0666666666666666,12,432.0,-588.0
15076,There is a regulatory run.,-1.5555555555555556,12,408.0,-490.0
15077,There is a regulatory sandstone.,-2.5454545454545454,12,414.0,-532.0
15078,There is a regulatory satellite.,-0.7777777777777778,12,302.0,-848.0
15079,There is a regulatory staircase.,-0.9090909090909092,12,288.0,-720.0
15080,There is a regulatory strain.,0.0769230769230769,12,366.0,-444.0
15081,There is a regulatory synthesis.,-0.3846153846153846,12,404.0,-548.0
15082,There is a regulatory tenancy.,0.1333333333333333,12,175.0,-908.0
15083,There is a regulatory trigger.,-0.6666666666666666,12,318.0,-576.0
15084,There is a regulatory vitamin.,0.25,12,460.0,-644.0
15085,There is a regulatory witch.,-2.6666666666666665,12,700.0,-616.0
15086,There is a related acknowledgement.,1.1333333333333333,12,290.0,-322.0
15087,There is a related aftermath.,0.4444444444444444,12,288.0,-660.0
15088,There is a related canopy.,-1.4444444444444444,12,336.0,-300.0
15089,There is a related clay.,-2.076923076923077,12,452.0,-708.0
15090,There is a related collaborator.,1.0,12,278.0,-166.0
15091,There is a related curtain.,-1.75,12,412.0,-378.0
15092,There is a related diocese.,-1.2439024390243902,12,294.0,-708.0
15093,There is a related elevation.,0.0,12,330.0,-412.0
15094,There is a related epic.,-1.9,12,211.0,-312.0
15095,There is a related flood.,-0.6666666666666666,12,472.0,-478.0
15096,There is a related gardener.,-0.2222222222222222,12,386.0,-398.0
15097,There is a related hold.,-1.2222222222222223,12,326.0,-388.0
15098,There is a related mansion.,-2.2222222222222223,12,256.0,-828.0
15099,There is a related omission.,1.0,12,256.0,-720.0
15100,There is a related pint.,-2.083333333333333,12,274.0,-79.0
15101,There is a related pipeline.,0.0,12,239.0,-374.0
15102,There is a related prayer.,-0.1111111111111111,12,245.0,-700.0
15103,There is a related silver.,-0.9090909090909092,12,404.0,-102.5
15104,There is a related sleeping.,-1.8,12,340.0,-288.0
15105,There is a related tide.,-1.0769230769230769,12,500.0,-334.0
15106,There is a relative Jew.,-1.0769230769230769,12,304.0,-872.0
15107,There is a relative abortion.,-1.2142857142857142,12,418.0,-588.0
15108,There is a relative artifact.,-0.238095238095238,12,334.0,-544.0
15109,There is a relative auction.,-1.1538461538461535,12,292.0,-588.0
15110,There is a relative blade.,-1.2,12,428.0,-740.0
15111,There is a relative bureaucracy.,-0.1111111111111111,12,86.0,-920.0
15112,There is a relative cap.,0.2222222222222222,12,362.0,-904.0
15113,There is a relative caravan.,-1.9,12,386.0,-620.0
15114,There is a relative chapter.,0.1818181818181818,12,278.0,-286.0
15115,There is a relative cheese.,-2.3,12,454.0,-644.0
15116,There is a relative citizenship.,-0.6,12,476.0,-676.0
15117,There is a relative cricketer.,-2.25,12,210.0,-716.0
15118,There is a relative curse.,-0.2727272727272727,12,362.0,-572.0
15119,There is a relative designation.,0.1111111111111111,12,226.0,-600.0
15120,There is a relative dwelling.,-0.5789473684210527,12,247.0,-628.0
15121,There is a relative embassy.,-0.9,12,216.0,-756.0
15122,There is a relative encryption.,-1.0833333333333333,12,436.0,-540.0
15123,There is a relative entertainment.,-0.5,12,342.0,-406.0
15124,There is a relative fan.,0.625,12,302.0,-704.0
15125,There is a relative graduation.,-1.181818181818182,12,482.0,-528.0
15126,There is a relative greenhouse.,-1.75,12,410.0,-700.0
15127,There is a relative handset.,-0.2857142857142857,12,382.0,-502.0
15128,There is a relative hatred.,0.5,12,362.0,-462.0
15129,There is a relative hero.,1.3076923076923077,12,272.0,-584.0
15130,There is a relative holding.,-0.2857142857142857,12,382.0,-620.0
15131,There is a relative injustice.,2.0,12,326.0,-528.0
15132,There is a relative junior.,-0.2222222222222222,12,316.0,-502.0
15133,There is a relative killing.,-0.3076923076923077,12,442.0,-480.0
15134,There is a relative laugh.,-0.5454545454545454,12,101.5,-548.0
15135,There is a relative mate.,-0.7954545454545454,12,282.0,-532.0
15136,There is a relative military.,-1.4444444444444444,12,492.0,-368.0
15137,There is a relative offence.,1.0,12,286.0,-418.0
15138,There is a relative outline.,2.0,12,336.0,-500.0
15139,There is a relative oven.,-2.0,12,360.0,-792.0
15140,There is a relative pie.,-1.8,12,486.0,-608.0
15141,There is a relative pop.,-0.6666666666666666,12,378.0,-280.0
15142,There is a relative printer.,-1.7317073170731707,12,368.0,-872.0
15143,There is a relative reaction.,1.3,12,380.0,-462.0
15144,There is a relative retention.,-0.1,12,426.0,-636.0
15145,There is a relative rice.,-2.4444444444444446,12,444.0,-512.0
15146,There is a relative speaker.,2.0,12,211.0,-612.0
15147,There is a relative spiral.,-0.6923076923076923,12,434.0,-716.0
15148,There is a relative taxis.,-1.3571428571428572,12,246.0,-640.0
15149,There is a relative thumb.,-1.2,12,462.0,-636.0
15150,There is a relative trailer.,-1.837209302325581,12,344.0,-540.0
15151,There is a relative transaction.,0.0,12,358.0,-428.0
15152,There is a relative transit.,-1.7272727272727273,12,374.0,-588.0
15153,There is a relevant capture.,0.5,12,166.0,-596.0
15154,There is a relevant casualty.,0.8181818181818182,12,209.0,-608.0
15155,There is a relevant certainty.,0.6923076923076923,12,292.0,-422.0
15156,There is a relevant clay.,-0.2,12,418.0,-498.0
15157,There is a relevant comfort.,1.1111111111111112,12,406.0,-454.0
15158,There is a relevant comrade.,0.3846153846153846,12,258.0,-434.0
15159,There is a relevant confession.,1.5454545454545454,12,235.0,-476.0
15160,There is a relevant counsel.,2.083333333333333,12,268.0,-197.0
15161,There is a relevant crash.,1.25,12,223.0,-528.0
15162,There is a relevant crystal.,-0.5555555555555556,12,394.0,-492.0
15163,There is a relevant dead.,-1.7777777777777777,12,392.0,-256.0
15164,There is a relevant frustration.,1.0,12,284.0,-520.0
15165,There is a relevant gameplay.,2.0,12,278.0,-296.0
15166,There is a relevant integrity.,0.75,12,482.0,-222.0
15167,There is a relevant jail.,-0.1111111111111111,12,249.0,-692.0
15168,There is a relevant mast.,-0.3333333333333333,12,392.0,-482.0
15169,There is a relevant nitrogen.,-2.0,12,350.0,-320.0
15170,There is a relevant paperback.,0.2727272727272727,12,255.0,-636.0
15171,There is a relevant van.,-0.4444444444444444,12,298.0,-536.0
15172,There is a relevant willingness.,-0.1666666666666666,12,286.0,-560.0
15173,There is a reliable baseball.,-0.6363636363636364,12,490.0,-600.0
15174,There is a reliable canvas.,0.5,12,422.0,-358.0
15175,There is a reliable cattle.,0.6666666666666666,12,270.0,-342.0
15176,There is a reliable compatibility.,1.6363636363636365,12,300.0,-780.0
15177,There is a reliable courtesy.,-0.2727272727272727,12,404.0,-326.0
15178,There is a reliable deer.,-0.4444444444444444,12,418.0,-556.0
15179,There is a reliable dignity.,0.0,12,376.0,-374.0
15180,There is a reliable dissolution.,0.25,12,394.0,-244.0
15181,There is a reliable ending.,1.6363636363636365,12,320.0,-660.0
15182,There is a reliable fellowship.,2.2142857142857144,12,296.0,-410.0
15183,There is a reliable follow-up.,1.4615384615384617,12,390.0,-418.0
15184,There is a reliable fracture.,-1.0,12,422.0,-316.0
15185,There is a reliable gaming.,0.125,12,131.0,-470.0
15186,There is a reliable graduate.,1.4,12,276.0,-478.0
15187,There is a reliable graph.,2.75,12,300.0,-260.0
15188,There is a reliable headquarters.,0.2558139534883721,12,245.0,-516.0
15189,There is a reliable ingredient.,2.1666666666666665,12,304.0,-450.0
15190,There is a reliable leaf.,-1.1176470588235294,12,442.0,-344.0
15191,There is a reliable legend.,1.2222222222222223,12,270.0,-552.0
15192,There is a reliable license.,-0.5555555555555556,12,278.0,-296.0
15193,There is a reliable manga.,-2.0,12,240.0,-508.0
15194,There is a reliable monopoly.,0.6666666666666666,12,300.0,-620.0
15195,There is a reliable murder.,-0.2222222222222222,12,482.0,-380.0
15196,There is a reliable museum.,1.3636363636363635,12,79.5,-820.0
15197,There is a reliable onset.,0.25,12,233.0,-246.0
15198,There is a reliable parliament.,1.7,12,356.0,-564.0
15199,There is a reliable penny.,-1.0,12,474.0,-612.0
15200,There is a reliable pirate.,1.25,12,394.0,-672.0
15201,There is a reliable playoff.,0.9,12,524.0,-424.0
15202,There is a reliable recycling.,2.0,12,272.0,-512.0
15203,There is a reliable remainder.,-0.3,12,418.0,-282.0
15204,There is a reliable revenge.,-1.1,12,552.0,-464.0
15205,There is a reliable shareholder.,2.1538461538461537,12,326.0,-632.0
15206,There is a reliable stem.,-1.375,12,390.0,-454.0
15207,There is a religious allergy.,-2.111111111111111,12,406.0,-840.0
15208,There is a religious borough.,0.6875,12,298.0,-816.0
15209,There is a religious bowel.,-2.230769230769231,12,564.0,-680.0
15210,There is a religious bowling.,-1.6666666666666667,12,474.0,-804.0
15211,There is a religious decade.,1.4545454545454546,12,412.0,-612.0
